level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
6000	6012	если у вас активный образ жизни и отличное пищеварение.	И такие сочетания могут регулярно присутствовать в рационе,	condition_r	9	5.222222222222222	0	9	0	5.222222222222222	1.0	8	6.5	1	8	1	6.5	1.0	0.8130294884889123	3	0	2	0	0	0	0	0.3333333333333333	0.2222222222222222	0.0	1	1	1	0	1	2	2	0	1	0	0	0	0.25	0.0	0.25	1	1	0	0	0
6001	6013	— Почему козий сыр предпочтительнее коровьего — в этом посте.	И такие сочетания могут регулярно присутствовать в рационе,	background_r	10	5.2	1	9	1	5.2	0.9	8	6.5	1	8	1	6.5	1.0	0.7757895863527736	2	0	3	1	0	0	0	0.2	0.3	0.0	1	0	0	0	0	2	2	0	1	0	0	0	0.25	0.0	0.25	1	1	0	0	0
6002	6014	・ ・ ・ 4 ・ ・ ・  Свежие фрукты — отдельно	Большинство свежих фруктов лучше употреблять отдельно от других продуктов.	preparation_r	11	2.5454545454545454	1	6	1	2.5454545454545454	0.5454545454545454	9	7.333333333333333	1	9	1	7.333333333333333	1.0	0.5927489783638192	1	0	1	1	0	1	0	0.09090909090909091	0.09090909090909091	0.0	0	0	0	0	0	3	1	3	1	0	0	0	0.3333333333333333	0.3333333333333333	0.1111111111111111	1	0	0	0	0
6003	6015	Свежие фрукты быстро проходят по пищеварительному тракту	и если мы смешиваем их с другими продуктами,	cause_r	7	7.142857142857143	1	7	1	7.142857142857143	1.0	8	4.625	0	8	0	4.625	1.0	0.6180572583940944	2	1	2	1	0	0	0	0.2857142857142857	0.2857142857142857	0.14285714285714285	1	0	0	0	0	1	1	1	0	0	0	0	0.125	0.125	0.125	1	1	1	0	2
6004	6016	и если мы смешиваем их с другими продуктами,	мы способствуем процессам брожения	cause_r	8	4.625	0	8	0	4.625	1.0	4	7.75	0	4	0	7.75	1.0	0.5994296359148643	1	1	1	0	0	0	0	0.125	0.125	0.125	1	1	1	0	2	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	0	0	1
6005	6017	требующими больше времени на усвоение,	и если мы смешиваем их с другими продуктами,	condition_r	5	6.8	0	5	0	6.8	1.0	8	4.625	0	8	0	4.625	1.0	0.7537783614444091	2	1	0	0	0	1	0	0.4	0.0	0.2	1	0	0	0	0	1	1	1	0	0	0	0	0.125	0.125	0.125	1	1	1	0	2
6006	6018	мы способствуем процессам брожения	и ухудшаем наше пищеварение.	cause_r	4	7.75	0	4	0	7.75	1.0	4	6.25	0	4	0	6.25	1.0	0.5707184321235191	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	0	0
6007	6019	и ухудшаем наше пищеварение.	Большинство свежих фруктов лучше употреблять отдельно от других продуктов.	elaboration_r	4	6.25	0	4	0	6.25	1.0	9	7.333333333333333	1	9	1	7.333333333333333	1.0	0.5452497568062706	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	0	0	3	1	3	1	0	0	0	0.3333333333333333	0.3333333333333333	0.1111111111111111	1	0	0	0	0
6008	6020	Фрукты рекомендуется есть только на пустой желудок — например, утром на завтрак или через 3—4 часа после обеда.	Большинство свежих фруктов лучше употреблять отдельно от других продуктов.	elaboration_r	18	5.222222222222222	1	17	1	5.222222222222222	0.9444444444444444	9	7.333333333333333	1	9	1	7.333333333333333	1.0	0.5551786339333253	6	2	1	1	0	1	0	0.3333333333333333	0.05555555555555555	0.1111111111111111	4	1	0	1	0	3	1	3	1	0	0	0	0.3333333333333333	0.3333333333333333	0.1111111111111111	1	0	0	0	0
6009	6021	Долго ждать после фруктов не нужно	Фрукты рекомендуется есть только на пустой желудок — например, утром на завтрак или через 3—4 часа после обеда.	elaboration_r	6	4.833333333333333	1	6	1	4.833333333333333	1.0	18	5.222222222222222	1	17	1	5.222222222222222	0.9444444444444444	0.5198752449100363	1	1	1	1	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	1	0	0	1	0	6	2	1	1	0	1	0	0.3333333333333333	0.05555555555555555	0.1111111111111111	4	1	0	1	0
6010	6022	— начинать есть продукты из других категорий можно уже через 20—30 минут.	Долго ждать после фруктов не нужно	contrast_m	12	5.166666666666667	0	12	0	5.166666666666667	1.0	6	4.833333333333333	1	6	1	4.833333333333333	1.0	0.28818955716617983	3	2	1	2	0	1	0	0.25	0.08333333333333333	0.16666666666666666	2	0	0	0	0	1	1	1	1	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	1	0	0	1	0
6011	6023	Исключения:	Большинство свежих фруктов лучше употреблять отдельно от других продуктов.	concession_r	1	11.0	1	1	1	11.0	1.0	9	7.333333333333333	1	9	1	7.333333333333333	1.0	0.32879797461071464	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	3	1	3	1	0	0	0	0.3333333333333333	0.3333333333333333	0.1111111111111111	1	0	0	0	0
6012	6024	— свежие фрукты хорошо сочетаются со свежей зеленью,	поэтому зеленые смузи являются примером правильного сочетания,	cause_r	8	5.625	0	8	0	5.625	1.0	7	8.0	0	7	0	8.0	1.0	0.7828813612588127	2	1	2	1	0	0	0	0.25	0.25	0.125	1	0	0	0	0	3	1	2	1	0	0	0	0.42857142857142855	0.2857142857142857	0.14285714285714285	0	0	0	0	0
