level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
9000	9021	сказав, что ее обижает, что волосы ему дороже нее,	Не важно отрежет она волосы,	condition_r	9	4.666666666666667	0	8	0	4.666666666666667	0.8888888888888888	5	4.8	1	5	1	4.8	1.0	0.4392141060110182	1	2	1	0	0	0	0	0.1111111111111111	0.1111111111111111	0.2222222222222222	0	0	2	0	3	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	1	1
9001	9022	или оставит волосы,	Не важно отрежет она волосы,	joint_m	3	5.666666666666667	0	3	0	5.666666666666667	1.0	5	4.8	1	5	1	4.8	1.0	0.7071067811865476	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	1	1
9002	9023	сказав, что ее обижает, что волосы дороже нее,	или оставит волосы,	condition_r	8	4.875	0	7	0	4.875	0.875	3	5.666666666666667	0	3	0	5.666666666666667	1.0	0.22157863082758228	1	2	1	0	0	0	0	0.125	0.125	0.25	0	0	2	0	2	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0
9003	9024	муж в любом случае будет платить компенсацию.	Он имеет юридическое право развестись просто так,	elaboration_r	7	5.571428571428571	0	7	0	5.571428571428571	1.0	7	6.142857142857143	1	7	1	6.142857142857143	1.0	0.7953949089757174	3	1	0	0	1	0	0	0.42857142857142855	0.0	0.14285714285714285	1	0	0	0	0	1	2	1	1	0	0	0	0.14285714285714285	0.14285714285714285	0.2857142857142857	0	0	0	1	1
9004	9025	Это значит, что ее СЗ будет расти и ее красное поле тоже.	муж в любом случае будет платить компенсацию.	evaluation_r	12	3.8333333333333335	1	11	1	3.8333333333333335	0.9166666666666666	7	5.571428571428571	0	7	0	5.571428571428571	1.0	0.6357153941262812	2	2	1	0	1	0	0	0.16666666666666666	0.08333333333333333	0.16666666666666666	0	1	1	1	1	3	1	0	0	1	0	0	0.42857142857142855	0.0	0.14285714285714285	1	0	0	0	0
9005	9026	Действия в границах - это действия в красном поле, помните?	Это связано с П и с разницей СЗ.	solutionhood_r	10	5.0	1	9	1	5.0	0.9	8	3.125	2	7	2	3.125	0.875	0.3801535461857241	4	1	1	0	0	0	0	0.4	0.1	0.1	2	0	0	0	1	1	1	0	0	0	0	0	0.125	0.0	0.125	2	1	0	0	1
9006	9027	Это связано с П и с разницей СЗ.	жена не должна была даже думать о том, чтобы обрезать волосы.	preparation_r	8	3.125	2	7	2	3.125	0.875	11	4.636363636363637	0	11	0	4.636363636363637	1.0	0.5725983343138682	1	1	0	0	0	0	0	0.125	0.0	0.125	2	1	0	0	1	2	2	1	0	1	0	0	0.18181818181818182	0.09090909090909091	0.18181818181818182	1	0	1	2	1
9007	9028	Если П мужа большая положительная,	жена не должна была даже думать о том, чтобы обрезать волосы.	condition_r	5	6.0	2	5	2	6.0	1.0	11	4.636363636363637	0	11	0	4.636363636363637	1.0	0.6401843996644799	1	0	2	0	0	0	0	0.2	0.4	0.0	0	0	1	0	0	2	2	1	0	1	0	0	0.18181818181818182	0.09090909090909091	0.18181818181818182	1	0	1	2	1
9008	9029	жена не должна была даже думать о том, чтобы обрезать волосы.	вы должны думать не о защите скалками своей территории,	solutionhood_r	11	4.636363636363637	0	11	0	4.636363636363637	1.0	9	5.222222222222222	0	9	0	5.222222222222222	1.0	0.7835482060231544	2	2	1	0	1	0	0	0.18181818181818182	0.09090909090909091	0.18181818181818182	1	0	1	2	1	3	1	1	0	0	0	0	0.3333333333333333	0.1111111111111111	0.1111111111111111	1	0	0	1	1
9009	9030	Она очень пожалеет о своем желании	жена не должна была даже думать о том, чтобы обрезать волосы.	evaluation_r	6	4.833333333333333	1	6	1	4.833333333333333	1.0	11	4.636363636363637	0	11	0	4.636363636363637	1.0	0.6894996998299373	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1	2	2	1	0	1	0	0	0.18181818181818182	0.09090909090909091	0.18181818181818182	1	0	1	2	1
