level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
4500	4512	где Шпак отбойным молотком длбит в рот пациента (простите за каламбур)	но время от времени слушал страшные истории об ужасах, там происходящих	elaboration_r	11	5.454545454545454	1	11	1	5.454545454545454	1.0	11	5.545454545454546	0	11	0	5.545454545454546	1.0	0.822226451793038	4	2	1	1	0	0	0	0.36363636363636365	0.09090909090909091	0.18181818181818182	2	0	0	0	0	4	2	1	1	0	0	0	0.36363636363636365	0.09090909090909091	0.18181818181818182	2	1	0	0	0
4501	4513	подсознательно казалась мне правдивой.	где Шпак отбойным молотком длбит в рот пациента (простите за каламбур)	evaluation_r	4	8.75	0	4	0	8.75	1.0	11	5.454545454545454	1	11	1	5.454545454545454	1.0	0.6654751256486924	0	1	1	1	0	0	0	0.0	0.25	0.25	0	0	0	0	1	4	2	1	1	0	0	0	0.36363636363636365	0.09090909090909091	0.18181818181818182	2	0	0	0	0
4502	4514	И даже аналогичная сцена	где Шпак отбойным молотком длбит в рот пациента (простите за каламбур)	joint_m	4	5.25	1	4	1	5.25	1.0	11	5.454545454545454	1	11	1	5.454545454545454	1.0	0.5209880722517276	1	0	1	0	0	0	0	0.25	0.25	0.0	0	1	0	1	0	4	2	1	1	0	0	0	0.36363636363636365	0.09090909090909091	0.18181818181818182	2	0	0	0	0
4503	4515	из мультфильма В поисках Немо,	И даже аналогичная сцена	same-unit_m	5	5.2	2	5	2	5.2	1.0	4	5.25	1	4	1	5.25	1.0	0.502713743808141	2	0	0	0	0	0	0	0.4	0.0	0.0	2	0	0	0	0	1	0	1	0	0	0	0	0.25	0.25	0.0	0	1	0	1	0
4504	4516	вышедшего на экраны в начале нулевых,	из мультфильма В поисках Немо,	background_r	6	5.333333333333333	0	6	0	5.333333333333333	1.0	5	5.2	2	5	2	5.2	1.0	0.5409635598886733	2	1	1	0	0	0	0	0.3333333333333333	0.16666666666666666	0.16666666666666666	2	0	0	0	0	2	0	0	0	0	0	0	0.4	0.0	0.0	2	0	0	0	0
4505	4517	когда я был уже во взрослом возрасте	из мультфильма В поисках Немо,	background_r	7	4.285714285714286	0	7	0	4.285714285714286	1.0	5	5.2	2	5	2	5.2	1.0	0.616318120849016	1	0	1	1	1	0	0	0.14285714285714285	0.14285714285714285	0.0	1	0	1	0	1	2	0	0	0	0	0	0	0.4	0.0	0.0	2	0	0	0	0
4506	4518	— только укрепила во мне эту стоматофобию.	И даже аналогичная сцена	same-unit_m	7	5.142857142857143	0	7	0	5.142857142857143	1.0	4	5.25	1	4	1	5.25	1.0	0.33401359264888447	1	1	0	0	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	1	1	1	0	1	0	0	0	0	0.25	0.25	0.0	0	1	0	1	0
4507	4519	Ой:) сейчас же в моде такие словечки: Ксенофобия, пидорофобия и вот теперь ещё и стоматофобия.	— только укрепила во мне эту стоматофобию.	background_r	15	5.333333333333333	2	14	2	5.333333333333333	0.9333333333333333	7	5.142857142857143	0	7	0	5.142857142857143	1.0	0.26842853132940386	5	0	0	3	0	0	0	0.3333333333333333	0.0	0.0	1	1	0	3	0	1	1	0	0	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	1	1
4508	4520	Ну таки вот. Настал самый счастливый день в моей жизни,	когда я впервые увидел стоматологическое кресло	evaluation_r	10	4.6	2	10	2	4.6	1.0	6	7.0	0	6	0	7.0	1.0	0.6625636489702271	2	1	2	0	0	0	0	0.2	0.2	0.1	1	0	0	3	0	1	1	1	1	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0	0	1	0	1
4509	4521	когда я впервые увидел стоматологическое кресло	У меня возникла аналогия с американскими фильмами про психологов,	preparation_r	6	7.0	0	6	0	7.0	1.0	9	6.333333333333333	1	9	1	6.333333333333333	1.0	0.7337993857053428	1	1	1	1	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0	0	1	0	1	3	1	1	0	0	0	0	0.3333333333333333	0.1111111111111111	0.1111111111111111	3	0	0	0	1
4510	4522	и он мне сразу понравилось.	когда я впервые увидел стоматологическое кресло	joint_m	5	4.6	0	5	0	4.6	1.0	6	7.0	0	6	0	7.0	1.0	0.6684373647831918	0	1	0	1	0	0	0	0.0	0.0	0.2	0	1	0	0	2	1	1	1	1	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0	0	1	0	1
4511	4523	когда приходит человек к психологу,	У меня возникла аналогия с американскими фильмами про психологов,	elaboration_r	5	6.2	0	5	0	6.2	1.0	9	6.333333333333333	1	9	1	6.333333333333333	1.0	0.6679474875720742	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0	3	1	1	0	0	0	0	0.3333333333333333	0.1111111111111111	0.1111111111111111	3	0	0	0	1
4512	4524	ложится в такое же мягкое и удобное полукресло-полукровать	когда приходит человек к психологу,	sequence_m	8	6.375	0	8	0	6.375	1.0	5	6.2	0	5	0	6.2	1.0	0.46360859277423777	1	1	2	0	0	0	0	0.125	0.25	0.125	1	1	0	1	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
4513	4525	и рассказывает о своих гомофобиях.	когда приходит человек к психологу,	sequence_m	5	6.0	0	5	0	6.0	1.0	5	6.2	0	5	0	6.2	1.0	0.7928249671720918	1	1	0	0	0	0	0	0.2	0.0	0.2	1	1	0	0	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
4514	4526	Психолог делает приглушенный свет, (слегка даже интимный)	У меня возникла аналогия с американскими фильмами про психологов,	joint_m	7	7.285714285714286	1	7	1	7.285714285714286	1.0	9	6.333333333333333	1	9	1	6.333333333333333	1.0	0.7544738360147217	2	2	1	1	0	0	0	0.2857142857142857	0.14285714285714285	0.2857142857142857	0	0	0	1	0	3	1	1	0	0	0	0	0.3333333333333333	0.1111111111111111	0.1111111111111111	3	0	0	0	1
4515	4527	садится у изголовья пациента	Психолог делает приглушенный свет, (слегка даже интимный)	sequence_m	4	6.25	0	4	0	6.25	1.0	7	7.285714285714286	1	7	1	7.285714285714286	1.0	0.6352234031660235	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	2	2	1	1	0	0	0	0.2857142857142857	0.14285714285714285	0.2857142857142857	0	0	0	1	0
4516	4528	и слушает.	Психолог делает приглушенный свет, (слегка даже интимный)	sequence_m	2	4.5	0	2	0	4.5	1.0	7	7.285714285714286	1	7	1	7.285714285714286	1.0	0.39735970711951313	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	2	2	1	1	0	0	0	0.2857142857142857	0.14285714285714285	0.2857142857142857	0	0	0	1	0
