level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
7500	7517	сдав в отеле машину валету,	мы, как приличные новобрачные и жильцы приличной гостиницы, вступили в ее лобби в подобающем виде.	condition_r	5	4.6	0	5	0	4.6	1.0	15	5.6	0	14	0	5.6	0.9333333333333333	0.5050762722761054	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0	5	1	3	0	0	0	0	0.3333333333333333	0.2	0.06666666666666667	2	1	1	0	1
7501	7518	мы, как приличные новобрачные и жильцы приличной гостиницы, вступили в ее лобби в подобающем виде.	Так что,	same-unit_m	15	5.6	0	14	0	5.6	0.9333333333333333	2	3.5	1	2	1	3.5	1.0	1.2167212837327368e-05	5	1	3	0	0	0	0	0.3333333333333333	0.2	0.06666666666666667	2	1	1	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	1	0	0
7502	7519	Правда, я уже был не в кроксах за 40 баксов, а в китайском нонейме за 8 :)	Так что,	contrast_m	17	3.411764705882353	1	15	1	3.411764705882353	0.8823529411764706	2	3.5	1	2	1	3.5	1.0	0.00022625654757931654	3	0	1	2	1	2	0	0.17647058823529413	0.058823529411764705	0.0	4	1	0	1	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	1	0	0
7503	7520	Помимо стандартного набора	Профессиональную линейку	preparation_r	3	8.0	1	3	1	8.0	1.0	2	11.5	1	2	1	11.5	1.0	0.6228730132016195	1	0	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.0	1	0	0	0	0	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
7504	7521	для ухода за волосами «шампунь + кондиционер»	у меня всегда присутствует ещё как минимум масло,	purpose_r	7	5.571428571428571	0	7	0	5.571428571428571	1.0	8	5.25	0	8	0	5.25	1.0	0.7559289460184544	4	0	0	0	0	0	0	0.5714285714285714	0.0	0.0	2	0	0	0	0	2	1	0	2	0	0	0	0.25	0.0	0.125	1	0	1	0	1
7505	7522	у меня всегда присутствует ещё как минимум масло,	Помимо стандартного набора	same-unit_m	8	5.25	0	8	0	5.25	1.0	3	8.0	1	3	1	8.0	1.0	0.3338521723958066	2	1	0	2	0	0	0	0.25	0.0	0.125	1	0	1	0	1	1	0	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.0	1	0	0	0	0
7506	7523	именно о нём сегодняшний отзыв.	Помимо стандартного набора	elaboration_r	5	5.4	0	5	0	5.4	1.0	3	8.0	1	3	1	8.0	1.0	0.647224796674058	1	0	1	0	0	0	0	0.2	0.2	0.0	1	0	0	1	1	1	0	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.0	1	0	0	0	0
7507	7524	Моё мнение:	Профессиональную линейку	preparation_r	2	5.0	1	2	1	5.0	1.0	2	11.5	1	2	1	11.5	1.0	0.5400617248673217	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
7508	7525	для ухода за волосами от L’Oreal	Профессиональную линейку	purpose_r	6	4.5	1	6	1	4.5	1.0	2	11.5	1	2	1	11.5	1.0	0.4387840239083712	2	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	3	0	0	0	0	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
7509	7526	я безусловно знаю,	Профессиональную линейку	same-unit_m	3	5.333333333333333	0	3	0	5.333333333333333	1.0	2	11.5	1	2	1	11.5	1.0	0.67700320038633	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
