level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
6500	6517	а завтрак - потому что не могу не завтракать.	Минимальный потому, что иду в бассейн,	joint_m	9	4.111111111111111	0	8	0	4.111111111111111	0.8888888888888888	6	5.5	1	6	1	5.5	1.0	0.6470986661370627	1	2	0	1	0	0	0	0.1111111111111111	0.0	0.2222222222222222	0	1	1	2	0	1	1	1	1	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	1	0	1	0	0
6501	6518	Хотя бы чай должен быть обязательно.	а завтрак - потому что не могу не завтракать.	concession_r	6	5.166666666666667	1	6	1	5.166666666666667	1.0	9	4.111111111111111	0	8	0	4.111111111111111	0.8888888888888888	0.6992058987801011	1	1	1	1	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0	0	0	2	0	1	2	0	1	0	0	0	0.1111111111111111	0.0	0.2222222222222222	0	1	1	2	0
6502	6519	По телевизору - ретро-музыка,	Утро начинается около 9.	sequence_m	4	6.5	1	4	1	6.5	1.0	4	5.25	1	4	1	5.25	1.0	0.620126627620192	2	0	0	0	0	0	0	0.5	0.0	0.0	1	0	0	0	0	1	1	0	0	0	1	0	0.25	0.0	0.25	1	0	0	0	0
6503	6520	это единственный канал, который я знаю	По телевизору - ретро-музыка,	elaboration_r	6	5.5	0	6	0	5.5	1.0	4	6.5	1	4	1	6.5	1.0	0.5934672467879307	1	1	1	0	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0	0	0	0	3	2	0	0	0	0	0	0	0.5	0.0	0.0	1	0	0	0	0
6504	6521	(тв не смотрю вообще,	это единственный канал, который я знаю	cause_r	4	4.5	0	4	0	4.5	1.0	6	5.5	0	6	0	5.5	1.0	0.6488856845230502	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	1	0	1	1	1	0	0	0	0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0	0	0	0	3
6505	6522	в Англии у меня и телевизора-то не было).	(тв не смотрю вообще,	joint_m	8	4.25	1	8	1	4.25	1.0	4	4.5	0	4	0	4.5	1.0	0.33677244633737974	0	1	0	0	0	0	0	0.0	0.0	0.125	2	0	0	3	1	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	1	0
6506	6523	Надеваю теплый махровый халат	— хочу его снять	preparation_r	4	6.5	1	4	1	6.5	1.0	4	3.25	0	4	0	3.25	1.0	0.2935112568571006	1	1	2	0	0	0	0	0.25	0.5	0.25	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
6507	6524	и выхожу с чаем на балкон.	Надеваю теплый махровый халат	sequence_m	6	3.5	0	6	0	3.5	1.0	4	6.5	1	4	1	6.5	1.0	0.6695340634119862	2	1	0	0	0	0	0	0.3333333333333333	0.0	0.16666666666666666	2	1	0	0	0	1	1	2	0	0	0	0	0.25	0.5	0.25	0	0	0	0	0
6508	6525	Это почти ежеутренний ритуал (исключение - проливной дождь и ураганный ветер).	Надеваю теплый махровый халат	background_r	11	6.181818181818182	1	11	1	6.181818181818182	1.0	4	6.5	1	4	1	6.5	1.0	0.1607697823303319	4	0	3	1	0	0	0	0.36363636363636365	0.2727272727272727	0.0	0	1	0	0	1	1	1	2	0	0	0	0	0.25	0.5	0.25	0	0	0	0	0
6509	6526	Сутки лил дождь,	ковер еще не высох	cause_r	3	4.666666666666667	1	3	1	4.666666666666667	1.0	4	3.75	0	4	0	3.75	1.0	0.4714045207910317	2	1	0	0	0	0	0	0.6666666666666666	0.0	0.3333333333333333	0	0	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	1	0
6510	6527	ковер еще не высох	— хочу его снять	cause_r	4	3.75	0	4	0	3.75	1.0	4	3.25	0	4	0	3.25	1.0	0.6618726769384466	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	1	0	0	2	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
6511	6528	и скрутить в рулон.	— хочу его снять	joint_m	4	4.0	0	4	0	4.0	1.0	4	3.25	0	4	0	3.25	1.0	0.6217718386353003	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
6512	6529	Осень была теплой	и я лишь в ноябре сняла подушки,	cause_r	3	5.0	1	3	1	5.0	1.0	7	3.7142857142857144	0	7	0	3.7142857142857144	1.0	0.6123724356957946	1	0	1	0	1	0	0	0.3333333333333333	0.3333333333333333	0.0	0	0	0	0	0	2	1	0	0	0	0	0	0.2857142857142857	0.0	0.14285714285714285	1	1	0	1	1
6513	6530	и я лишь в ноябре сняла подушки,	— хочу его снять	background_r	7	3.7142857142857144	0	7	0	3.7142857142857144	1.0	4	3.25	0	4	0	3.25	1.0	0.3050295186128241	2	1	0	0	0	0	0	0.2857142857142857	0.0	0.14285714285714285	1	1	0	1	1	0	2	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
6514	6531	убрала шезлонг	и я лишь в ноябре сняла подушки,	joint_m	2	6.5	0	2	0	6.5	1.0	7	3.7142857142857144	0	7	0	3.7142857142857144	1.0	0.5863019699779287	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	2	1	0	0	0	0	0	0.2857142857142857	0.0	0.14285714285714285	1	1	0	1	1
6515	6532	и переставила цветы в комнаты.	и я лишь в ноябре сняла подушки,	joint_m	5	5.2	0	5	0	5.2	1.0	7	3.7142857142857144	0	7	0	3.7142857142857144	1.0	0.7071067811865476	2	1	0	0	0	0	0	0.4	0.0	0.2	1	1	0	0	0	2	1	0	0	0	0	0	0.2857142857142857	0.0	0.14285714285714285	1	1	0	1	1
6516	6533	Оставшиеся горшки надо убрать	— хочу его снять	sequence_m	4	6.5	1	4	1	6.5	1.0	4	3.25	0	4	0	3.25	1.0	0.399988419961638	1	2	0	1	0	0	0	0.25	0.0	0.5	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
6517	6534	и почистить	Оставшиеся горшки надо убрать	joint_m	2	5.0	0	2	0	5.0	1.0	4	6.5	1	4	1	6.5	1.0	0.5252257314388902	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	1	2	0	1	0	0	0	0.25	0.0	0.5	0	0	0	0	0
6518	6535	— это оставим на воскресенье.	Оставшиеся горшки надо убрать	evaluation_r	5	5.0	0	5	0	5.0	1.0	4	6.5	1	4	1	6.5	1.0	0.7878385971583354	1	1	0	0	0	0	0	0.2	0.0	0.2	1	0	0	0	1	1	2	0	1	0	0	0	0.25	0.0	0.5	0	0	0	0	0
6519	6536	Погода так себе - ветерок и намечающийся дождь.	— хочу его снять	background_r	8	5.0	1	8	1	5.0	1.0	4	3.25	0	4	0	3.25	1.0	0.12985722745531356	3	1	0	1	0	0	0	0.375	0.0	0.125	0	1	0	0	1	0	2	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
6520	6537	Пражане давно уже не видели белого Рождества.	Погода так себе - ветерок и намечающийся дождь.	background_r	7	5.571428571428571	2	7	2	5.571428571428571	1.0	8	5.0	1	8	1	5.0	1.0	0.8505317485662419	1	1	1	2	0	0	0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0	0	0	1	0	3	1	0	1	0	0	0	0.375	0.0	0.125	0	1	0	0	1
6521	6538	В октябре выбрались с подругой в Дрезден,	Так что, недолго думая, приобрела паззл	background_r	7	5.0	2	7	2	5.0	1.0	6	5.666666666666667	1	6	1	5.666666666666667	1.0	0.7904566667586888	2	1	0	0	0	0	0	0.2857142857142857	0.0	0.14285714285714285	3	0	0	0	0	1	2	0	2	0	0	0	0.16666666666666666	0.0	0.3333333333333333	0	0	1	0	0
