level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
0	0	После поездки в 2017 на Бали я вспомнил, что отдыхать в далеких жарких странах - это хорошо и приятно,	поэтому в 2018 полетели снова в теплые края, на Маврикий. В феврале	cause_r	19	4.421052631578948	2	18	2	4.421052631578948	0.9473684210526315	12	4.666666666666667	2	11	2	4.666666666666667	0.9166666666666666	0.5373703395736974	2	2	4	0	0	1	0	0.10526315789473684	0.21052631578947367	0.10526315789473684	4	1	1	0	2	2	1	1	2	0	1	0	0.16666666666666666	0.08333333333333333	0.08333333333333333	4	0	0	0	0
1	1	поэтому в 2018 полетели снова в теплые края, на Маврикий. В феврале	есть, что посмотреть.	preparation_r	12	4.666666666666667	2	11	2	4.666666666666667	0.9166666666666666	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.09764243958924844	2	1	1	2	0	1	0	0.16666666666666666	0.08333333333333333	0.08333333333333333	4	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1
2	2	(только сейчас руки дошли написать!).	поэтому в 2018 полетели снова в теплые края, на Маврикий. В феврале	evaluation_r	5	6.6	0	5	0	6.6	1.0	12	4.666666666666667	2	11	2	4.666666666666667	0.9166666666666666	0.6348110542727384	1	2	0	1	0	0	0	0.2	0.0	0.4	0	0	0	1	0	2	1	1	2	0	1	0	0.16666666666666666	0.08333333333333333	0.08333333333333333	4	0	0	0	0
3	3	В общем, прекрасное место!	поэтому в 2018 полетели снова в теплые края, на Маврикий. В феврале	evaluation_r	4	5.75	1	4	1	5.75	1.0	12	4.666666666666667	2	11	2	4.666666666666667	0.9166666666666666	0.5598507263734642	1	0	2	0	0	0	0	0.25	0.5	0.0	1	0	0	0	0	2	1	1	2	0	1	0	0.16666666666666666	0.08333333333333333	0.08333333333333333	4	0	0	0	0
4	4	Остров не маленький,	есть, что посмотреть.	cause_r	3	6.0	1	3	1	6.0	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.7237468644557459	1	0	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.0	0	0	0	1	0	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1
5	5	Но и не большой,	чтобы нужно было лететь из одного конца в другой.	cause_r	4	3.25	1	4	1	3.25	1.0	9	4.555555555555555	0	9	0	4.555555555555555	1.0	0.5150787536377128	0	0	1	0	0	0	0	0.0	0.25	0.0	0	1	0	2	0	1	1	2	0	1	0	0	0.1111111111111111	0.2222222222222222	0.1111111111111111	2	0	1	0	0
6	6	чтобы нужно было лететь из одного конца в другой.	есть, что посмотреть.	contrast_m	9	4.555555555555555	0	9	0	4.555555555555555	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.21522616201382444	1	1	2	0	1	0	0	0.1111111111111111	0.2222222222222222	0.1111111111111111	2	0	1	0	0	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1
7	7	Мы пожили в трех разных частях острова.	есть, что посмотреть.	elaboration_r	7	4.714285714285714	1	7	1	4.714285714285714	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.3586605161151224	2	1	1	0	0	1	0	0.2857142857142857	0.14285714285714285	0.14285714285714285	1	0	0	0	1	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1
8	8	На востоке, в районе Trou dEau Douce, на западе около Flic en Flac, и на самом юго-западе в Le Morne.	Мы пожили в трех разных частях острова.	elaboration_r	20	4.1	7	18	7	4.1	0.9	7	4.714285714285714	1	7	1	4.714285714285714	1.0	0.1633130283701943	4	0	1	0	0	0	0	0.2	0.05	0.0	6	1	0	0	0	2	1	1	0	0	1	0	0.2857142857142857	0.14285714285714285	0.14285714285714285	1	0	0	0	1
9	9	Первая фотография - это как раз Ле Морн.	В глубине острова, как видно, ничего нет.	preparation_r	8	4.125	3	8	3	4.125	1.0	7	5.0	1	7	1	5.0	1.0	0.7650920556760059	2	0	1	0	0	0	0	0.25	0.125	0.0	0	0	1	0	1	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	1	0	1	0	1
