level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
9500	9521	У любого из этих сервисов ФСБ в какой-то момент может потребовать предоставить ключи	В реестр ОРИ на данный момент включено более 170 сервисов, среди которых Tinder, «ВКонтакте», «Одноклассники», BlaBlaCar, Badoo, Vimeo и др.	elaboration_r	13	5.538461538461538	1	13	1	5.538461538461538	1.0	20	6.05	5	20	5	6.05	1.0	0.6600865744084526	3	3	0	0	0	0	0	0.23076923076923078	0.0	0.23076923076923078	3	0	0	0	0	5	1	1	1	0	1	0	0.25	0.05	0.05	3	1	0	0	1
9501	9522	для дешифровки переписки пользователей.	У любого из этих сервисов ФСБ в какой-то момент может потребовать предоставить ключи	purpose_r	4	9.0	0	4	0	9.0	1.0	13	5.538461538461538	1	13	1	5.538461538461538	1.0	0.6172133998483676	3	0	0	0	0	0	0	0.75	0.0	0.0	1	0	0	0	0	3	3	0	0	0	0	0	0.23076923076923078	0.0	0.23076923076923078	3	0	0	0	0
9502	9523	Собеседников РБК тревожит включение в реестр ОРИ в январе 2019 года сервиса «Сбербанк Онлайн» — это система дистанционного банковского обслуживания для клиентов Сбербанка.	Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,	evaluation_r	23	6.478260869565218	4	22	4	6.478260869565218	0.9565217391304348	9	6.555555555555555	3	9	3	6.555555555555555	1.0	0.20535445329091473	10	1	2	0	0	1	0	0.43478260869565216	0.08695652173913043	0.043478260869565216	3	0	0	0	1	3	1	0	2	0	0	0	0.3333333333333333	0.0	0.1111111111111111	1	0	0	0	0
9503	9524	Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,	из-за которого, собственно, сервис и попал в реестр Роскомнадзора.	preparation_r	9	6.555555555555555	3	9	3	6.555555555555555	1.0	9	6.444444444444445	1	9	1	6.444444444444445	1.0	0.8042186699717228	3	1	0	2	0	0	0	0.3333333333333333	0.0	0.1111111111111111	1	0	0	0	0	2	1	0	1	0	0	0	0.2222222222222222	0.0	0.1111111111111111	2	0	0	1	1
9504	9525	хотя и понятно с точки зрения законодательства,	Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,	concession_r	7	5.857142857142857	0	7	0	5.857142857142857	1.0	9	6.555555555555555	3	9	3	6.555555555555555	1.0	0.7330166661378313	3	0	1	0	0	0	0	0.42857142857142855	0.14285714285714285	0.0	1	0	1	1	0	3	1	0	2	0	0	0	0.3333333333333333	0.0	0.1111111111111111	1	0	0	0	0
9505	9526	поясняет Алексей Лукацкий.	Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,	attribution_r	3	8.0	2	3	2	8.0	1.0	9	6.555555555555555	3	9	3	6.555555555555555	1.0	0.5037175233040658	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	0	3	1	0	2	0	0	0	0.3333333333333333	0.0	0.1111111111111111	1	0	0	0	0
9506	9527	Многое зависит от того, как разделены в этом сервисе функции защиты финансовых транзакций и встроенного мессенджера,	из-за которого, собственно, сервис и попал в реестр Роскомнадзора.	cause_r	16	6.3125	1	16	1	6.3125	1.0	9	6.444444444444445	1	9	1	6.444444444444445	1.0	0.44698472935096767	6	3	1	1	0	0	0	0.375	0.0625	0.1875	2	1	0	0	1	2	1	0	1	0	0	0	0.2222222222222222	0.0	0.1111111111111111	2	0	0	1	1
9507	9528	«Если они шифруются разными ключами,	то тогда все более-менее в порядке.	condition_r	5	6.4	1	5	1	6.4	1.0	6	5.0	0	6	0	5.0	1.0	0.614641078026801	1	1	1	0	0	0	0	0.2	0.2	0.2	0	0	1	0	1	1	0	0	2	0	0	0	0.16666666666666666	0.0	0.0	1	0	1	1	0
9508	9529	то тогда все более-менее в порядке.	из-за которого, собственно, сервис и попал в реестр Роскомнадзора.	elaboration_r	6	5.0	0	6	0	5.0	1.0	9	6.444444444444445	1	9	1	6.444444444444445	1.0	0.674199862463242	1	0	0	2	0	0	0	0.16666666666666666	0.0	0.0	1	0	1	1	0	2	1	0	1	0	0	0	0.2222222222222222	0.0	0.1111111111111111	2	0	0	1	1
9509	9530	Если же нет,	то передача ключей шифрования от такого «чувствительного» сервиса — законодательно понятное, но с точки зрения безопасности очень сомнительное решение»,	condition_r	3	3.3333333333333335	1	3	1	3.3333333333333335	1.0	19	7.052631578947368	0	19	0	7.052631578947368	1.0	0.25649458802128855	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	1	2	0	8	0	3	2	0	0	0	0.42105263157894735	0.15789473684210525	0.0	2	1	1	0	0
