level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
11500	11521	подмандатное титульное население в рамках англосаксонской цивилизации уверенно совершает переход  государствообразующих наций в прикольную этнографическую редкость.	Без всякой помощи «коварной России»,	same-unit_m	16	9.25	0	15	0	9.25	0.9375	5	6.4	2	5	2	6.4	1.0	0.026076615243549605	6	1	6	1	0	0	0	0.375	0.375	0.0625	2	0	0	0	0	1	0	1	0	0	0	0	0.2	0.2	0.0	1	0	0	0	0
11501	11522	С чем небратьев можно поздравить.	Без всякой помощи «коварной России»,	evaluation_r	5	5.8	1	5	1	5.8	1.0	5	6.4	2	5	2	6.4	1.0	0.6871842709362768	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1	1	0	1	0	0	0	0	0.2	0.2	0.0	1	0	0	0	0
11502	11523	Сама Россия, впервые за последнее столетие,	В результате в начале ХХI века активность российского государства демонстрирует образец прагматичности.	cause_r	6	6.333333333333333	2	6	2	6.333333333333333	1.0	12	7.666666666666667	1	12	1	7.666666666666667	1.0	0.5911975668985759	1	0	2	1	0	0	0	0.16666666666666666	0.3333333333333333	0.0	1	0	0	0	0	7	1	1	0	0	1	0	0.5833333333333334	0.08333333333333333	0.08333333333333333	2	0	0	0	0
11503	11524	жалуясь на отсутствие государственной идеологии, впервые строит свою геополитику	Сама Россия, впервые за последнее столетие,	condition_r	9	8.0	0	9	0	8.0	1.0	6	6.333333333333333	2	6	2	6.333333333333333	1.0	0.39234794511341997	3	2	1	1	0	0	0	0.3333333333333333	0.1111111111111111	0.2222222222222222	1	0	0	0	0	1	0	2	1	0	0	0	0.16666666666666666	0.3333333333333333	0.0	1	0	0	0	0
11504	11525	опираясь не на умозрительные идеалистические конструкции, а на самые базовые потребности, которые правильно было бы называть инстинктами.	Сама Россия, впервые за последнее столетие,	condition_r	17	7.117647058823529	0	16	0	7.117647058823529	0.9411764705882353	6	6.333333333333333	2	6	2	6.333333333333333	1.0	0.1097159488602118	3	2	5	0	1	0	0	0.17647058823529413	0.29411764705882354	0.11764705882352941	2	1	0	2	1	1	0	2	1	0	0	0	0.16666666666666666	0.3333333333333333	0.0	1	0	0	0	0
11505	11526	Не на отвоевании Константинополя, которого домогались Романовы, ни на построении социализма в Африке,	В результате в начале ХХI века активность российского государства демонстрирует образец прагматичности.	elaboration_r	13	6.846153846153846	4	12	4	6.846153846153846	0.9230769230769231	12	7.666666666666667	1	12	1	7.666666666666667	1.0	0.818475969483136	3	1	0	0	0	0	0	0.23076923076923078	0.0	0.07692307692307693	3	1	0	1	1	7	1	1	0	0	1	0	0.5833333333333334	0.08333333333333333	0.08333333333333333	2	0	0	0	0
11506	11527	а на контроле над месторождениями углеводородов и логистикой  сосредоточены усилия современной российской элиты.	Не на отвоевании Константинополя, которого домогались Романовы, ни на построении социализма в Африке,	contrast_m	13	7.615384615384615	0	13	0	7.615384615384615	1.0	13	6.846153846153846	4	12	4	6.846153846153846	0.9230769230769231	0.7931465869650669	6	1	2	0	0	0	0	0.46153846153846156	0.15384615384615385	0.07692307692307693	2	2	0	0	0	3	1	0	0	0	0	0	0.23076923076923078	0.0	0.07692307692307693	3	1	0	1	1
11507	11528	Мотив полностью приземлённый	Никакой идеи.	joint_m	3	8.666666666666666	1	3	1	8.666666666666666	1.0	2	6.0	1	2	1	6.0	1.0	0.21428655921257742	1	0	1	1	0	0	0	0.3333333333333333	0.3333333333333333	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	0	0
11508	11529	и циничный. Строго в соответствии с марксистской теорией капитализма.	Мотив полностью приземлённый	joint_m	9	6.777777777777778	1	9	1	6.777777777777778	1.0	3	8.666666666666666	1	3	1	8.666666666666666	1.0	0.20026240437421838	3	0	2	1	0	0	0	0.3333333333333333	0.2222222222222222	0.0	2	1	0	0	0	1	0	1	1	0	0	0	0.3333333333333333	0.3333333333333333	0.0	0	0	0	0	0
11509	11530	Но посмотрите, как корёжит при этом “колыбель буржуазии” – цивилизацию англосаксов.	Никакой идеи.	contrast_m	11	6.636363636363637	1	11	1	6.636363636363637	1.0	2	6.0	1	2	1	6.0	1.0	0.0042190620994664455	4	2	0	1	0	0	0	0.36363636363636365	0.0	0.18181818181818182	1	1	0	0	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	0	0
