level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
4000	4009	И, разумеется, вдоль было множество сторожевых башень...	В общем, это древняя дорога из одной части Грузии в другую. По ущелью.	joint_m	7	7.142857142857143	1	7	1	7.142857142857143	1.0	13	4.461538461538462	3	13	3	4.461538461538462	1.0	0.7270291799999699	2	1	1	2	0	0	0	0.2857142857142857	0.14285714285714285	0.14285714285714285	0	1	0	0	0	3	0	3	0	0	1	0	0.23076923076923078	0.23076923076923078	0.0	4	0	0	0	1
4001	4010	Заброшенная церковь в Тавкавта, куда мы не попали. Фото из Викимапии, автор augrabis. Башня в Сакуртхиси. Фото из Викимапии, автор augrabis.	Самое внятное описание этого места, найденное в интернете:	elaboration_r	21	5.714285714285714	8	15	8	5.714285714285714	0.7142857142857143	8	6.375	1	8	1	6.375	1.0	0.209419774506742	6	2	0	1	0	0	0	0.2857142857142857	0.0	0.09523809523809523	4	0	0	1	1	3	1	2	0	0	0	0	0.375	0.25	0.125	1	0	0	0	0
4002	4011	Двигаясь назад,	нашли небольшую полянку у самой реки,	condition_r	2	7.0	1	2	1	7.0	1.0	6	5.333333333333333	0	6	0	5.333333333333333	1.0	0.4931969619160719	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0	2	1	2	0	0	0	0	0.3333333333333333	0.3333333333333333	0.16666666666666666	1	0	0	0	0
4003	4012	устроили пикник.	нашли небольшую полянку у самой реки,	joint_m	2	7.5	0	2	0	7.5	1.0	6	5.333333333333333	0	6	0	5.333333333333333	1.0	0.5694947974514994	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	2	1	2	0	0	0	0	0.3333333333333333	0.3333333333333333	0.16666666666666666	1	0	0	0	0
4004	4013	Монастырь оправдывает свое название	— ущелье Кавтуры действительно каменистое. Грузия, Кавчурское ущелье	evidence_r	4	8.0	1	4	1	8.0	1.0	8	7.625	3	7	3	7.625	0.875	0.6416889479197478	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	0	0	0	2	0	1	1	0	0	0	0.25	0.125	0.0	0	0	0	0	0
4005	4014	— ущелье Кавтуры действительно каменистое. Грузия, Кавчурское ущелье	нашли небольшую полянку у самой реки,	elaboration_r	8	7.625	3	7	3	7.625	0.875	6	5.333333333333333	0	6	0	5.333333333333333	1.0	0.3960149991049205	2	0	1	1	0	0	0	0.25	0.125	0.0	0	0	0	0	0	2	1	2	0	0	0	0	0.3333333333333333	0.3333333333333333	0.16666666666666666	1	0	0	0	0
4006	4015	— место неплохо сохранившееся,	Нас ждал комплекс Магаладзе - фамильная церковь с усыпальницей	elaboration_r	4	6.75	0	4	0	6.75	1.0	9	6.0	2	9	2	6.0	1.0	0.5956833971812706	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	0	3	1	1	0	0	0	0	0.3333333333333333	0.1111111111111111	0.1111111111111111	1	0	0	0	1
4007	4016	имеющее свою историю	— место неплохо сохранившееся,	joint_m	3	6.0	0	3	0	6.0	1.0	4	6.75	0	4	0	6.75	1.0	0.6831300510639733	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	0
4008	4017	и удачно вписывающееся в окружающий пейзаж.	— место неплохо сохранившееся,	joint_m	6	6.333333333333333	0	6	0	6.333333333333333	1.0	4	6.75	0	4	0	6.75	1.0	0.48805588944462747	1	2	0	1	0	0	0	0.16666666666666666	0.0	0.3333333333333333	1	1	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	0
4009	4018	Вероятно, первая постройка здесь - сторожевая башня,	Нас ждал комплекс Магаладзе - фамильная церковь с усыпальницей	evaluation_r	7	6.571428571428571	1	7	1	6.571428571428571	1.0	9	6.0	2	9	2	6.0	1.0	0.7295601856708801	2	0	2	2	0	0	0	0.2857142857142857	0.2857142857142857	0.0	0	0	0	0	0	3	1	1	0	0	0	0	0.3333333333333333	0.1111111111111111	0.1111111111111111	1	0	0	0	1
