level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
8500	8521	Глаза мои выражали решительность и собранность.	Было раннее, раннее утро,	joint_m	6	7.0	1	6	1	7.0	1.0	4	5.5	1	4	1	5.5	1.0	0.35195497148441646	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0	1	1	2	0	0	0	0	0.25	0.5	0.25	0	0	0	0	0
8501	8522	Сейчас или никогда.	Глаза мои выражали решительность и собранность.	joint_m	3	5.666666666666667	1	3	1	5.666666666666667	1.0	6	7.0	1	6	1	7.0	1.0	0.5259237061407777	0	0	0	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8502	8523	Полная и безоговорочная уверенность.	Глаза мои выражали решительность и собранность.	joint_m	4	8.25	1	4	1	8.25	1.0	6	7.0	1	6	1	7.0	1.0	0.7293249574894728	1	0	2	0	0	0	0	0.25	0.5	0.0	0	1	0	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8503	8524	800 вопросов наизусть.	Глаза мои выражали решительность и собранность.	joint_m	3	6.666666666666667	0	3	0	6.666666666666667	1.0	6	7.0	1	6	1	7.0	1.0	0.5834599659915782	1	0	0	1	0	1	0	0.3333333333333333	0.0	0.0	0	0	0	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8504	8525	Каждый ответ как фотография в мозгу.	Глаза мои выражали решительность и собранность.	joint_m	6	5.166666666666667	1	6	1	5.166666666666667	1.0	6	7.0	1	6	1	7.0	1.0	0.7145896010104964	3	0	0	0	0	0	0	0.5	0.0	0.0	1	0	1	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8505	8526	Главное успеть ко времени сбора	Глаза мои выражали решительность и собранность.	joint_m	5	5.4	1	5	1	5.4	1.0	6	7.0	1	6	1	7.0	1.0	0.7293249574894728	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8506	8527	и в 8.00 быть около зала ПДД.	Главное успеть ко времени сбора	joint_m	7	3.2857142857142856	0	7	0	3.2857142857142856	1.0	5	5.4	1	5	1	5.4	1.0	0.7184212081070996	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	2	1	0	0	0	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0
8507	8528	Метро не ускоришь.	Глаза мои выражали решительность и собранность.	joint_m	3	5.333333333333333	1	3	1	5.333333333333333	1.0	6	7.0	1	6	1	7.0	1.0	0.5649326828660322	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	1	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8508	8529	По переходу бегом.	Глаза мои выражали решительность и собранность.	joint_m	3	5.333333333333333	1	3	1	5.333333333333333	1.0	6	7.0	1	6	1	7.0	1.0	0.4837794468468967	1	0	0	1	0	0	0	0.3333333333333333	0.0	0.0	1	0	0	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8509	8530	Время, время.	Глаза мои выражали решительность и собранность.	joint_m	2	6.0	1	2	1	6.0	1.0	6	7.0	1	6	1	7.0	1.0	0.41256849850351734	2	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	0	1	0	0	0
8510	8531	В ту пору экзамены можно было сдавать экстерном.	И вот я неслась высунув язык,	background_r	8	5.125	1	8	1	5.125	1.0	6	4.0	1	6	1	4.0	1.0	0.45234998208838967	3	1	0	1	1	0	0	0.375	0.0	0.125	1	0	0	0	0	1	2	0	0	0	0	0	0.16666666666666666	0.0	0.3333333333333333	0	1	0	1	1
8511	8532	Подала документы,	В ту пору экзамены можно было сдавать экстерном.	elaboration_r	2	8.0	1	2	1	8.0	1.0	8	5.125	1	8	1	5.125	1.0	0.5400617248673217	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	3	1	0	1	1	0	0	0.375	0.0	0.125	1	0	0	0	0
8512	8533	записалась	Подала документы,	sequence_m	1	10.0	0	1	0	10.0	1.0	2	8.0	1	2	1	8.0	1.0	0.42008402520840293	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
8513	8534	и вуаля - такого-то числа к такому-то времени и ни минутой позже быть у зала	Подала документы,	sequence_m	15	4.133333333333334	0	14	0	4.133333333333334	0.9333333333333333	2	8.0	1	2	1	8.0	1.0	0.02719505214689097	5	0	0	1	1	0	0	0.3333333333333333	0.0	0.0	2	2	0	1	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
8514	8535	— вас вызовут.	и вуаля - такого-то числа к такому-то времени и ни минутой позже быть у зала	cause_r	3	4.0	0	3	0	4.0	1.0	15	4.133333333333334	0	14	0	4.133333333333334	0.9333333333333333	0.3804429551263411	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	5	0	0	1	1	0	0	0.3333333333333333	0.0	0.0	2	2	0	1	0
8515	8536	боясь опоздать, огибая скользкие подтеки на тротуарах, медлительных прохожих и умиляясь начавшемуся яркому рассвету.	И вот я неслась высунув язык,	cause_r	14	7.357142857142857	0	14	0	7.357142857142857	1.0	6	4.0	1	6	1	4.0	1.0	0.04714159031790159	4	4	3	0	0	0	0	0.2857142857142857	0.21428571428571427	0.2857142857142857	1	1	0	0	0	1	2	0	0	0	0	0	0.16666666666666666	0.0	0.3333333333333333	0	1	0	1	1
8516	8537	— Сегодня будет великолепный день!	И вот я неслась высунув язык,	evaluation_r	5	6.0	1	5	1	6.0	1.0	6	4.0	1	6	1	4.0	1.0	0.6251476938661218	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	0	1	2	0	0	0	0	0	0.16666666666666666	0.0	0.3333333333333333	0	1	0	1	1
8517	8538	Кто-то читал бумажные билеты шелестя страницами,	Четко в 8.00 я запыхавшаяся и взмокшая, стояла около дверей зала ПДД в окружении таких же страждущих.	elaboration_r	6	7.166666666666667	0	6	0	7.166666666666667	1.0	17	5.0	1	16	1	5.0	0.9411764705882353	0.6052574936862544	2	2	1	0	0	0	0	0.3333333333333333	0.16666666666666666	0.3333333333333333	0	0	0	0	1	4	3	0	1	0	1	0	0.23529411764705882	0.0	0.17647058823529413	3	1	0	1	1
