EDU_1;EDU_2;Relation
Разбираемся в том, что является анонимной функцией или какая связь между анонимными функциями в JavaScript и подбрасыванием монетки?;JavaScript-разработчик, запомни!;solutionhood_r
Может ли функция с именем быть анонимной?;Разбираемся в том, что является анонимной функцией или какая связь между анонимными функциями в JavaScript и подбрасыванием монетки?;joint_m
tltr;Разбираемся в том, что является анонимной функцией или какая связь между анонимными функциями в JavaScript и подбрасыванием монетки?;elaboration_r
Если после function есть имя;— функция именованная,;condition_r
— функция именованная,;JavaScript-разработчик, запомни!;elaboration_r
во всех остальных случая анонимная.;— функция именованная,;joint_m
В интернете кто-то не прав;Среди ответов от вполне опытного разработчика был следующий:;preparation_r
Все началось с простого вопроса в канале Telegram для изучающих JavaScript,;Среди ответов от вполне опытного разработчика был следующий:;solutionhood_r
в котором, помимо всего прочего, появился вопрос касательно обработчиков событий в браузере.;Все началось с простого вопроса в канале Telegram для изучающих JavaScript,;elaboration_r
Вопрос был в том, как они «навешиваются»;Все началось с простого вопроса в канале Telegram для изучающих JavaScript,;elaboration_r
и «снимаются» с DOM-элемента.;Вопрос был в том, как они «навешиваются»;joint_m
Обработчик снимается также,;Среди ответов от вполне опытного разработчика был следующий:;elaboration_r
как он вешался.;Обработчик снимается также,;comparison_m
Если вешалась анонимная функция,;то никак.;condition_r
то никак.;Обработчик снимается также,;elaboration_r
Только удалять элемент из DOM и из памяти.;то никак.;elaboration_r
Далее ответ был подкреплен блоком кода похожим на этот:;Обработчик снимается также,;evidence_r
[код];Далее ответ был подкреплен блоком кода похожим на этот:;elaboration_r
На что в качестве возражения с моей стороны был приведен следующий блок кода,;Среди ответов от вполне опытного разработчика был следующий:;contrast_m
показывающий, что анонимная функция может быть удалена как обработчик:;На что в качестве возражения с моей стороны был приведен следующий блок кода,;purpose_r
[код];На что в качестве возражения с моей стороны был приведен следующий блок кода,;elaboration_r
В twitter как на работу;статистика практически 50/50,;preparation_r
После этого недопонимания мною же было решено поинтересоваться у общественности через twitter, касательно вытекающего вопроса, что же является анонимной функцией, а что нет?;статистика практически 50/50,;solutionhood_r
И для этого было вполне достаточно спросить насчёт небольшого блока кода:;После этого недопонимания мною же было решено поинтересоваться у общественности через twitter, касательно вытекающего вопроса, что же является анонимной функцией, а что нет?;elaboration_r
Учитывая возможные колебания в результатах;статистика практически 50/50,;condition_r
из-за появившихся ответов в комментариях,;Учитывая возможные колебания в результатах;cause_r
это все равно, если бы мы подбрасывали монетку.;статистика практически 50/50,;evaluation_r
Также задавал этот вопрос в личной беседе опытным JavaScript-разработчикам,;статистика практически 50/50,;comparison_m
выступающим на митапах с докладами,;Также задавал этот вопрос в личной беседе опытным JavaScript-разработчикам,;elaboration_r
и людям не из мира фронтенда,;Также задавал этот вопрос в личной беседе опытным JavaScript-разработчикам,;same-unit_m
результат развед-опроса был сильно похож на статистику ответов в twitter.;Также задавал этот вопрос в личной беседе опытным JavaScript-разработчикам,;elaboration_r
Я знал ответ, это же просто;Итак, значит функция в коде блока выше является анонимной: [код];preparation_r
Если на опрос выше вы ответили, что функция myFunc является анонимной,;Итак, значит функция в коде блока выше является анонимной: [код];background_r
поздравляю—это правильно!;Если на опрос выше вы ответили, что функция myFunc является анонимной,;evaluation_r
Отметьте этот день красным цветом в календаре,;поздравляю—это правильно!;evaluation_r
позовите родных и близких,;Отметьте этот день красным цветом в календаре,;joint_m
начинайте разливать шампанское по бокалам.;Отметьте этот день красным цветом в календаре,;joint_m
А что, если я тебе скажу, что ты можешь обратится к свойству name,;и получить конкретное значение? [код];condition_r
