EDU_1;EDU_2;Relation
Когда-то я не рассказывала близким людям о том, что я чувствую.;Я никогда не видела, чтобы члены моей родительской семьи говорили о своих чувствах.;preparation_r
Не было такой привычки.;Когда-то я не рассказывала близким людям о том, что я чувствую.;cause_r
И еще признавали, что это их собственные чувства, по какому-то поводу.;Я никогда не видела, чтобы члены моей родительской семьи говорили о своих чувствах.;joint_m
Зато в нашей родительской семье все друг от друга чего-то ждали.;Я никогда не видела, чтобы члены моей родительской семьи говорили о своих чувствах.;contrast_m
И, кстати, даже говорили о том, какой они хотят меня видеть.;Зато в нашей родительской семье все друг от друга чего-то ждали.;elaboration_r
А иногда не говорили,;И, кстати, даже говорили о том, какой они хотят меня видеть.;contrast_m
но я сама знала, что нужно делать,;А иногда не говорили,;contrast_m
чтобы понравиться.;но я сама знала, что нужно делать,;purpose_r
когда мои дети были младшими школьниками,;я обратила на это внимание.;condition_r
я обратила на это внимание.;…Как-то раз,;same-unit_m
Я ничего не говорила о себе.;…Как-то раз,;elaboration_r
Нет, мы, конечно, что-то обсуждали.;Я ничего не говорила о себе.;contrast_m
Но меня как будто в пространстве отношений не было.;Я ничего не говорила о себе.;contrast_m
Я задумалась о том, насколько я могу делиться своими чувствами с детьми.;Интуитивно я догадывалась, что какие-то чувства нельзя им доверять.;preparation_r
Что это была бы слишком тяжелая ноша.;Интуитивно я догадывалась, что какие-то чувства нельзя им доверять.;cause_r
Но какие-то можно,;Интуитивно я догадывалась, что какие-то чувства нельзя им доверять.;contrast_m
и даже нужно.;Но какие-то можно,;joint_m
Чтобы внести себя в пространство отношений,;Но какие-то можно,;purpose_r
чтобы в них быть.;Чтобы внести себя в пространство отношений,;joint_m
Я начала делиться, про то, что я зла,;и мне нужно отдохнуть.;cause_r
потому что у меня был тяжелый день,;Я начала делиться, про то, что я зла,;cause_r
и мне нужно отдохнуть.;Но какие-то можно,;elaboration_r
Еще я могла рассказать что у меня нет сил,;и мне нужно отдохнуть.;joint_m
и мне нужно побыть немного «для себя».;Еще я могла рассказать что у меня нет сил,;joint_m
А когда я побуду «для себя»,;я снова вернусь к детям.;condition_r
я снова вернусь к детям.;Еще я могла рассказать что у меня нет сил,;sequence_m
«Мне грустно,;Постепенно я заметила, что и дети стали выражать простые чувства.;elaboration_r
хочется поплакать».;«Мне грустно,;joint_m
«Мне скучно,;«Мне грустно,;joint_m
я не могу слушать твою серьезную книгу».;«Мне скучно,;joint_m
Одновременно я училась не предугадывать, что хочет тот или иной член семьи.;Постепенно я заметила, что и дети стали выражать простые чувства.;joint_m
Но я училась слышать, что они чувствуют,;Одновременно я училась не предугадывать, что хочет тот или иной член семьи.;contrast_m
в ответ на мои слова, или действия.;Но я училась слышать, что они чувствуют,;cause_r
Легче было с детьми, и сложнее со взрослыми членами семьи.;Теперь я могу объяснить этот феномен.;preparation_r
Взрослые уже находятся в защитах,;и;cause_r
и;Теперь я могу объяснить этот феномен.;elaboration_r
при малейшей угрозе атаки на свою уязвимость;они начинают нападать;condition_r
они начинают нападать;и;same-unit_m
или защищаться.;они начинают нападать;joint_m
Много сил уходит на эти ритуальные танцы. Иногда – с нулевым результатом.;и;elaboration_r
С детьми легче,;и;comparison_m
потому что они еще не перегружены защитами,;С детьми легче,;cause_r
и все еще доверяют.;потому что они еще не перегружены защитами,;joint_m
И, если они замечают, что их слышат,;защиты и не появляются.;condition_r
и принимают в расчет,;И, если они замечают, что их слышат,;joint_m
защиты и не появляются.;С детьми легче,;elaboration_r
Пространство отношений так и остается открытым.;защиты и не появляются.;elaboration_r
Одновременно я замечала, когда я перегибаю палку с чувствами.;Я поняла, что ни в коем случае нельзя нагружать детей, как минимум, до определенного возраста, своими чувствами из отношений с другими взрослыми людьми. С бабушкой, с папой, или с подругой.;preparation_r
Дети явно давали понять, что им пока тяжело вынести.;Одновременно я замечала, когда я перегибаю палку с чувствами.;elaboration_r
Они уходили из разговора;Дети явно давали понять, что им пока тяжело вынести.;elaboration_r
или начинали злиться.;Они уходили из разговора;joint_m
Взрослые дела – это взрослые дела.;Я поняла, что ни в коем случае нельзя нагружать детей, как минимум, до определенного возраста, своими чувствами из отношений с другими взрослыми людьми. С бабушкой, с папой, или с подругой.;cause_r
Нельзя загружать их своими детскими травмами.;Я поняла, что ни в коем случае нельзя нагружать детей, как минимум, до определенного возраста, своими чувствами из отношений с другими взрослыми людьми. С бабушкой, с папой, или с подругой.;joint_m
Нет, можно рассказать, что в детстве у вас не было своего айфона.;Нельзя загружать их своими детскими травмами.;contrast_m
Но без эмоциональной нагрузки.;Нет, можно рассказать, что в детстве у вас не было своего айфона.;same-unit_m
А она,;Но без эмоциональной нагрузки.;elaboration_r
если вы понаблюдаете за собой,;вполне возможна.;condition_r
вполне возможна.;А она,;same-unit_m
Возможна зависть, злость, и другие чувства, которые идут из вашей детской части.;А она,;elaboration_r
Ну, как будто вы не родитель, а такой же ребенок, только менее удачливый.;Возможна зависть, злость, и другие чувства, которые идут из вашей детской части.;elaboration_r
Все случаи не опишешь.;Есть много чего еще, чем нельзя нагружать детей.;elaboration_r
Однако если вы будете внимательны к своим детям,;вы сами заметите, что они не хотят слышать,;condition_r
вы сами заметите, что они не хотят слышать,;Есть много чего еще, чем нельзя нагружать детей.;contrast_m
в виду того, что некоторые ваши чувства – это не их зона ответственности.;вы сами заметите, что они не хотят слышать,;cause_r
