EDU_1;EDU_2;Relation
В школе произошло неприятное происшествие.;Подростки держали девочку за руки,;preparation_r
Подростки держали девочку за руки,;Взрослые в ужасе и гневе.;cause_r
пачкали ее грязью и землей,;Подростки держали девочку за руки,;joint_m
и снимали происходящее на видео,;Подростки держали девочку за руки,;joint_m
чтобы выложить на ютубе.;Подростки держали девочку за руки,;purpose_r
Над девочкой совершалось насилие,;Подростки держали девочку за руки,;elaboration_r
но остальные считали происходящее «экспериментом».;Над девочкой совершалось насилие,;contrast_m
Взрослые в ужасе и гневе.;Как рассказать детям о границах,;background_r
не превращаясь в насильников и паникеров?;Как рассказать детям о границах,;condition_r
…Один мальчик (11 лет) хочет снять видео для ютуба.;Ему приходит в голову идея:;preparation_r
Ему приходит в голову идея:;Друзья начинают осуществлять свой план.;background_r
снять одноклассницу в ролике.;Ему приходит в голову идея:;elaboration_r
Ее можно измазать грязью,;снять одноклассницу в ролике.;elaboration_r
и снять это на камеру.;Ее можно измазать грязью,;joint_m
Он называет задумку словом «эксперимент».;Ему приходит в голову идея:;sequence_m
Он просит друзей помочь ему:;Ему приходит в голову идея:;sequence_m
один будет держать девочку,;Он просит друзей помочь ему:;elaboration_r
другой – соответственно, пачкать.;один будет держать девочку,;joint_m
Нет, двое будут держать,;Он просит друзей помочь ему:;contrast_m
иначе она убежит.;Нет, двое будут держать,;cause_r
Девочке совсем не нравится то, что происходит.;Друзья начинают осуществлять свой план.;sequence_m
Она хочет вырваться;Девочке совсем не нравится то, что происходит.;evidence_r
и убежать.;Она хочет вырваться;joint_m
Но мальчики входят в азарт:;Девочке совсем не нравится то, что происходит.;contrast_m
эксперимент нужно продолжать.;Но мальчики входят в азарт:;elaboration_r
Один из друзей не держит девочку:;Но мальчики входят в азарт:;elaboration_r
он наблюдает.;Один из друзей не держит девочку:;joint_m
Другой уходит:;Один из друзей не держит девочку:;joint_m
«Я в этом не участвую», — говорит он.;Другой уходит:;elaboration_r
…Ролик снят;девочку отпускают.;cause_r
девочку отпускают.;Друзья начинают осуществлять свой план.;sequence_m
Все расходятся по домам.;Друзья начинают осуществлять свой план.;sequence_m
На следующий день начинается скандал.;Друзья начинают осуществлять свой план.;sequence_m
Прислушайтесь к себе.;Какие чувства вызывает у вас эта история?;preparation_r
Какие чувства вызывает у вас эта история?;Конечно, возникают сильные чувства.;solutionhood_r
Что вы чувствуете к девочке? А к мальчикам?;Какие чувства вызывает у вас эта история?;joint_m
Как вам кажется, почему некоторые из них не остановились,;Какие чувства вызывает у вас эта история?;joint_m
когда она просила ее отпустить?;Как вам кажется, почему некоторые из них не остановились,;condition_r
В памяти начинают всплывать множество историй с собственным участием.;Конечно, возникают сильные чувства.;elaboration_r
Каждый из нас был когда-то жертвой, которая не могла уйти.;В памяти начинают всплывать множество историй с собственным участием.;evidence_r
Многие бывали наблюдателями.;Многие из нас бывали и на другой стороне.;joint_m
Мы ничего не знали о насилии,;Многие из нас бывали и на другой стороне.;joint_m
где проходят границы,;Мы ничего не знали о насилии,;joint_m
и на что ориентироваться.;Мы ничего не знали о насилии,;joint_m
Мы видели, насколько взрослым сносит крышу;Многие из нас бывали и на другой стороне.;joint_m
от подобных историй.;Мы видели, насколько взрослым сносит крышу;cause_r
Мы видели, как всплывали их страхи,;Мы видели, насколько взрослым сносит крышу;joint_m
начинались угрозы, запугивания, обобщения…;Мы видели, как всплывали их страхи,;joint_m
Что мы пойдем по наклонной,;Мы видели, как всплывали их страхи,;joint_m
и станем преступниками. Или просто ужасными людьми.;Что мы пойдем по наклонной,;joint_m
Мы узнавали, насколько мы ужасные,;Многие из нас бывали и на другой стороне.;joint_m
что не вступились,;Мы узнавали, насколько мы ужасные,;cause_r
промолчали,;что не вступились,;joint_m
участвовали.;что не вступились,;joint_m
Мы переживали стыд, вину и плохость,;Многие из нас бывали и на другой стороне.;joint_m
мы защищались отмораживанием чувств и агрессией.;Мы переживали стыд, вину и плохость,;joint_m
Но мы так и не поняли, где же проходят границы.;Мы переживали стыд, вину и плохость,;contrast_m
именно для того, чтобы взрослые задумывались о том, что они рассказывают своим детям о границах личности.;…Между тем, такие случаи нужны;elaboration_r
Где они проходят,;именно для того, чтобы взрослые задумывались о том, что они рассказывают своим детям о границах личности.;elaboration_r
и куда заходить нельзя.;Где они проходят,;joint_m
Как можно поступать,;…Между тем, такие случаи нужны;elaboration_r
если твои границы нарушают.;Как можно поступать,;condition_r
Нам нужно знать, что не присоединяться к насилию можно,;Как можно поступать,;elaboration_r
и это хороший выбор.;Нам нужно знать, что не присоединяться к насилию можно,;evaluation_r
Нам нужно знать, что защищаться от насилия можно,;Нам нужно знать, что не присоединяться к насилию можно,;joint_m
и это прекрасный выбор.;Нам нужно знать, что защищаться от насилия можно,;evaluation_r
Одни перепуганные родители навешали ярлыков,;….В этой истории так все и случилось.;evidence_r
другие потребовали исключения.;Одни перепуганные родители навешали ярлыков,;comparison_m
