EDU_1;EDU_2;Relation
Когда мы разбираем письма в рубрику,;мы видим разные степени душевных страданий авторов.;condition_r
мы видим разные степени душевных страданий авторов.;Многие привыкли относиться к душевным страданиям людей со страхом и сочувствием.;preparation_r
Страх возникает от того,;что все почти боятся оказаться на том же месте.;cause_r
что все почти боятся оказаться на том же месте.;Многие привыкли относиться к душевным страданиям людей со страхом и сочувствием.;elaboration_r
Сочувствие возникает от того,;что душевные страдания кажутся незаслуженными и пришедшими извне.;cause_r
что душевные страдания кажутся незаслуженными и пришедшими извне.;что все почти боятся оказаться на том же месте.;joint_m
Душевные страдания ассоциируются с физическими.;Мало кто виноват в своей физической боли.;preparation_r
Болезни достаются по наследству,;Мало кто виноват в своей физической боли.;cause_r
приходят в результате старения;Болезни достаются по наследству,;joint_m
или являются следствием инфекций, травм, других печальных обстоятельств.;Болезни достаются по наследству,;joint_m
Физически люди уязвимы;Мало кто виноват в своей физической боли.;elaboration_r
и должны поддерживать друг друга в болезнях по мере сил.;Физически люди уязвимы;joint_m
Физически страдающие люди заслуживают мягкого отношения, бытовой и медицинской помощи.;Физически люди уязвимы;elaboration_r
Примерно так же многие рассматривают и душевные страдания.;Мало кто виноват в своей физической боли.;comparison_m
Плачет человек,;Примерно так же многие рассматривают и душевные страдания.;elaboration_r
значит на то есть причина,;Плачет человек,;cause_r
он чувствует боль,;ему нужно сочувствовать.;cause_r
ему нужно сочувствовать.;Плачет человек,;joint_m
Однако, душевная боль чаще всего имеет отношение не к физическим органам, а к функциональным органам.;Плачет человек,;contrast_m
Термин функциональный орган;Возникает сбой в функциональном органе,;preparation_r
ввел А.А. Ухтомский, великий русский физиолог.;Термин функциональный орган;attribution_r
Функциональный орган - это система сил, организованная вокруг доминанты;Возникает сбой в функциональном органе,;background_r
для выполнения какой-то задачи.;Функциональный орган - это система сил, организованная вокруг доминанты;purpose_r
Душевная боль, которую испытывает человек, это несоответствие доминанты силам,;Возникает сбой в функциональном органе,;cause_r
то есть несоответствие задачи возможностям.;Душевная боль, которую испытывает человек, это несоответствие доминанты силам,;restatement_m
Говоря простыми словами - это когда хочется недостижимого.;Душевная боль, которую испытывает человек, это несоответствие доминанты силам,;restatement_m
и это воспринимается почти так же болезненно, как нарушение работы физического органа.;Возникает сбой в функциональном органе,;evaluation_r
от потери;Боль;cause_r
— невозможность вернуть утрату.;Боль;same-unit_m
Боль;Боль;comparison_m
от несчастной любви;Боль;cause_r
— это невозможность удовлетворить потребность в близости;Боль;same-unit_m
из-за нелюбви второго.;Боль;cause_r
Боль;Боль;comparison_m
от разлуки;Боль;cause_r
при взаимной любви;Боль;condition_r
переносится куда легче,;Боль;same-unit_m
поскольку оба делают все возможное;Боль;cause_r
для встречи.;поскольку оба делают все возможное;purpose_r
Однако нетерпеливые люди, желающие получать все и сразу, могут и;Боль;contrast_m
от короткой разлуки;Однако нетерпеливые люди, желающие получать все и сразу, могут и;cause_r
при взаимной любви;Однако нетерпеливые люди, желающие получать все и сразу, могут и;condition_r
испытывать острую боль.;Однако нетерпеливые люди, желающие получать все и сразу, могут и;same-unit_m
Их доминанта (потребность) требует немедленной реализации желаемого и;возникает боль.;cause_r
от невозможности получить это быстро;возникает боль.;cause_r
возникает боль.;Однако нетерпеливые люди, желающие получать все и сразу, могут и;elaboration_r
Боль в этом случае реальна,;возникает боль.;evaluation_r
она не надумана.;Боль в этом случае реальна,;joint_m
Неверно думать, что человек, страдающий по какой-то непонятной нам причине, притворщик.;Боль в этом случае реальна,;evaluation_r
Он страдает реально,;Боль его реальна,;cause_r
у него может даже случиться инфаркт от переживаний,;Он страдает реально,;joint_m
он испытывает ломоту в теле и головную боль,;Он страдает реально,;joint_m
у него спазм всех сосудов и мышц;Он страдает реально,;joint_m
от стресса.;у него спазм всех сосудов и мышц;cause_r
У него кислота в желудке,;Он страдает реально,;joint_m
застой желчи в печени.;Он страдает реально,;joint_m
Боль его реальна,;Неверно думать, что человек, страдающий по какой-то непонятной нам причине, притворщик.;elaboration_r
а вот причина, по которой он страдает может быть настолько эгоцентрична и абсурдна,;что для взрослого человека, привыкшего жить в мире ограничений, выглядит надуманной.;cause_r
что для взрослого человека, привыкшего жить в мире ограничений, выглядит надуманной.;Боль его реальна,;contrast_m
Мало ли чего тебе хочется, удивляется взрослый человек,;что для взрослого человека, привыкшего жить в мире ограничений, выглядит надуманной.;evaluation_r
глядя на страдающего инфантила.;Мало ли чего тебе хочется, удивляется взрослый человек,;condition_r
Хотелки наши не правят миром,;Мало ли чего тебе хочется, удивляется взрослый человек,;contrast_m
это очевидно.;Хотелки наши не правят миром,;evaluation_r
Но инфантил отличается тем, что так не думает.;Хотелки наши не правят миром,;contrast_m
Человек простирает свою активность в мир;Но инфантил отличается тем, что так не думает.;contrast_m
и конструирует способы реализации намерений.;Человек простирает свою активность в мир;joint_m
Так описывал Ухтомский функциональный орган.;Однако нетерпеливые люди, желающие получать все и сразу, могут и;attribution_r
Сильная боль означает,;который громко стонет;preparation_r
что функциональный орган нежизнеспособен,;Сильная боль означает,;restatement_m
даже нефункционален,;что функциональный орган нежизнеспособен,;contrast_m
несмотря на оксюморон.;Сильная боль означает,;concession_r
Боль умеренная, терпимая;Сильная боль означает,;comparison_m
может означать рост и перестройку системы.;Боль умеренная, терпимая;restatement_m
Когда у ребенка растут зубы,;Боль умеренная, терпимая;elaboration_r
ему очень дискомфортно.;Когда у ребенка растут зубы,;evaluation_r
Но сильная боль означает болезнь десен или зубов.;Когда у ребенка растут зубы,;contrast_m
Как мы смотрели бы на взрослого человека,;который громко стонет;evaluation_r
который громко стонет;Это проще,;solutionhood_r
и воет от зубной боли,;который громко стонет;joint_m
но не идет к стоматологу?;который громко стонет;contrast_m
Мы были бы недовольны его поведением, верно?;который громко стонет;evaluation_r
Он страдает сам,;который громко стонет;elaboration_r
он заставляет окружающих переживать за него,;Он страдает сам,;joint_m
но не делает ничего,;Он страдает сам,;contrast_m
чтобы помочь себе,;но не делает ничего,;purpose_r
хотя способы помощи известны.;но не делает ничего,;concession_r
Примерно так же выглядят большинство страдающих;Он страдает сам,;evaluation_r
