EDU_1;EDU_2;Relation
И всё-таки есть что-то в чутье, в интуиции.;Бежецк неуловимо и неотвратимо на протяжении всей моей прогулки, да и после неё, заставлял думать о Вологодчине, этакой южной части Русского Севера.;preparation_r
Бежецк неуловимо и неотвратимо на протяжении всей моей прогулки, да и после неё, заставлял думать о Вологодчине, этакой южной части Русского Севера.;Где-то в районе Кашина или Кесовой Горы я незаметно преодолел какую-то черту, когда средняя Россия стала уже немного другой, чуть более северной, деревянной, с более широкими реками и низким небом.;preparation_r
В Вологодской области я никогда не был, на Русском Севере - только в Карелии,;Тем страннее и необоснованнее были мои ощущения.;cause_r
но это уже сам по себе регион достаточно самобытный.;В Вологодской области я никогда не был, на Русском Севере - только в Карелии,;joint_m
Тем страннее и необоснованнее были мои ощущения.;Бежецк неуловимо и неотвратимо на протяжении всей моей прогулки, да и после неё, заставлял думать о Вологодчине, этакой южной части Русского Севера.;elaboration_r
Но вот человек в комментариях высказал аналогичную мысль.;Я взял;cause_r
Я взял;Тем страннее и необоснованнее были мои ощущения.;contrast_m
и полистал фото малых городов Вологодчины;Я взял;joint_m
— блин, действительно похоже!;Я взял;evaluation_r
С удовольствием предлагаю завершить прогулку по этому недооценённому городу, полному чудесной деревянной архитектуры и неиспорченного русского духа.;Где-то в районе Кашина или Кесовой Горы я незаметно преодолел какую-то черту, когда средняя Россия стала уже немного другой, чуть более северной, деревянной, с более широкими реками и низким небом.;elaboration_r
Тем более, что на сей раз нас ждёт наиболее привлекательная его часть.;С удовольствием предлагаю завершить прогулку по этому недооценённому городу, полному чудесной деревянной архитектуры и неиспорченного русского духа.;elaboration_r
1. Начнём, где остановились в прошлый раз, - в окрестностях центральной Советской площади.;В квартале от неё среди частных домов затерялось значимое для города здание;preparation_r
— здесь во время частых визитов в Бежецк останавливались Николай Гумилёв и Анна Ахматова,;В квартале от неё среди частных домов затерялось значимое для города здание;background_r
а также тут 12 лет прожил их сын Лев Гумилёв.;— здесь во время частых визитов в Бежецк останавливались Николай Гумилёв и Анна Ахматова,;joint_m
Эта семья, вероятно, - наиболее известные из связанных с Бежецком людей, но не единственные.;— здесь во время частых визитов в Бежецк останавливались Николай Гумилёв и Анна Ахматова,;evaluation_r
В первой части много говорили про писателя В.Я. Шишкова,;В квартале от неё среди частных домов затерялось значимое для города здание;joint_m
а далее столкнёмся ещё и с музыкальными талантами Бежецка:;В первой части много говорили про писателя В.Я. Шишкова,;sequence_m
2. Ещё один капитальный кирпичный склад, оставшийся от местного купечества времён Российской Империи.;В квартале от неё среди частных домов затерялось значимое для города здание;joint_m
В первой части уже видели пару таких:;2. Ещё один капитальный кирпичный склад, оставшийся от местного купечества времён Российской Империи.;background_r
3. В каком-то советском здании помимо прочего расположилась кофейня. Не единственная в Бежецке.;Я позволил себе молочный коктейль;preparation_r
Тренды больших городов ползут по стране.;3. В каком-то советском здании помимо прочего расположилась кофейня. Не единственная в Бежецке.;elaboration_r
4. Цены тут, конечно, существенно ниже московских.;Я позволил себе молочный коктейль;cause_r
— выспался я вроде хорошо,;потребности в кофеине не было,;cause_r
потребности в кофеине не было,;Я позволил себе молочный коктейль;cause_r
а вот прохладный напиток на жаре пришёлся весьма кстати.;потребности в кофеине не было,;contrast_m
