EDU_1;EDU_2;Relation
Поговорим о призывах к действию. CTA (ситиэй – колтуэкшн – call to action).;Они повсюду.;preparation_r
Атакуют наши сенсорные системы.;Они повсюду.;evidence_r
Спешат нам продать,;Атакуют наши сенсорные системы.;joint_m
заставить зарегистрироваться,;Атакуют наши сенсорные системы.;joint_m
убедить стать чьим-то сторонником.;Атакуют наши сенсорные системы.;joint_m
Поддержите нас.;Атакуют наши сенсорные системы.;elaboration_r
Начните помогать прямо сейчас.;Поддержите нас.;joint_m
Подпишитесь на наш канал.;Поддержите нас.;joint_m
Экран рекламы с логотипом московской мэрии мелкими красными буквами на зеленом фоне деревьев пишет:;Берегите лес от пожара.;attribution_r
Берегите лес от пожара.;Самый бесполезный призыв к действию увидел вчера в троллейбусе.;elaboration_r
В отсутствие коммерческих заказов;маркетинговый отдел Мостранса решил, видимо, заняться социалочкой.;cause_r
маркетинговый отдел Мостранса решил, видимо, заняться социалочкой.;Самый бесполезный призыв к действию увидел вчера в троллейбусе.;evaluation_r
Лето жаркое,;поэтому почему бы не спасти планету.;cause_r
поэтому почему бы не спасти планету.;маркетинговый отдел Мостранса решил, видимо, заняться социалочкой.;evidence_r
Почему это плохо?;Во-первых, контекст.;solutionhood_r
Возвращающаяся с работы Надежда Ивановна явно не планирует даже посещать лес в ближайшее несколько месяцев.;Во-первых, контекст.;evidence_r
Во-вторых, отсутствие инструментов и условий к осуществлению этого призыва.;Во-первых, контекст.;joint_m
Продавщица Аня,;все равно не смогла бы защитить лес от пожара находясь в троллейбусе.;condition_r
которая отпахала смену;Продавщица Аня,;elaboration_r
и старается занять последнее место;которая отпахала смену;joint_m
для сидения,;и старается занять последнее место;purpose_r
даже если бы и хотела,;Продавщица Аня,;same-unit_m
все равно не смогла бы защитить лес от пожара находясь в троллейбусе.;Во-вторых, отсутствие инструментов и условий к осуществлению этого призыва.;evidence_r
В троллейбусе адекватный призыв к действию – это вести себя прилично и уважительно к окружающим;все равно не смогла бы защитить лес от пожара находясь в троллейбусе.;contrast_m
и следить за кошельком,;В троллейбусе адекватный призыв к действию – это вести себя прилично и уважительно к окружающим;joint_m
а не беречь лес от пожара.;В троллейбусе адекватный призыв к действию – это вести себя прилично и уважительно к окружающим;contrast_m
Какие проблемы с призывами к действию у НКО?;В отличие от коммерческих компаний, которым понятно, что призыв к действию ведет к продажам,;solutionhood_r
В отличие от коммерческих компаний, которым понятно, что призыв к действию ведет к продажам,;1. Призыв к действию отсутствует. На сайте, в литературе, в видео, в письмах, в соц.сетях.;preparation_r
у НКО есть серьезные сомнения по поводу того, в какую воронку сливать нашедших их людей.;В отличие от коммерческих компаний, которым понятно, что призыв к действию ведет к продажам,;comparison_m
1. Призыв к действию отсутствует. На сайте, в литературе, в видео, в письмах, в соц.сетях.;Призыв к действию должен либо давать;preparation_r
Мы просто существуем.;1. Призыв к действию отсутствует. На сайте, в литературе, в видео, в письмах, в соц.сетях.;evidence_r
Зачем тогда, собственно, существует НКО?;Призыв к действию должен либо давать;solutionhood_r
(Позвоните на горячую линию психологической помощи),;Призыв к действию должен либо давать;elaboration_r
либо брать;Призыв к действию должен либо давать;joint_m
(Станьте сторонником).;либо брать;elaboration_r
Если организация не оказывает помощи;то она может хотя бы стремиться к увеличению своего влияния;condition_r
и не пытается перераспределить ресурсы,;Если организация не оказывает помощи;joint_m
то она может хотя бы стремиться к увеличению своего влияния;Призыв к действию должен либо давать;elaboration_r
за счет увеличения числа подписчиков.;то она может хотя бы стремиться к увеличению своего влияния;cause_r
Или И так же все понятно.;то она может хотя бы стремиться к увеличению своего влияния;joint_m
Непонятно.;Или И так же все понятно.;evaluation_r
Изменение в головах проходит;Непонятно.;elaboration_r
и забывается.;Изменение в головах проходит;joint_m
Всегда выводите на действие в физическом пространстве.;Изменение в головах проходит;evaluation_r
Например, есть организация с текстовыми памятками для определенного вида пациентов.;2. Призыв к действию не там.;evidence_r
Записи на консультации нет,;Например, есть организация с текстовыми памятками для определенного вида пациентов.;elaboration_r
онлайн-рассылки тоже нет.;Записи на консультации нет,;joint_m
Говорю: ну хотя бы ведите всех к себе в сообщество в социальной сети.;Ставят иконку соц.сети в подвале (нижняя часть сайта, как правило, содержащая техническую информацию о сайте, партнерах и правилах использования).;cause_r
Ставят иконку соц.сети в подвале (нижняя часть сайта, как правило, содержащая техническую информацию о сайте, партнерах и правилах использования).;Например, есть организация с текстовыми памятками для определенного вида пациентов.;concession_r
Это неправильно.;Ставят иконку соц.сети в подвале (нижняя часть сайта, как правило, содержащая техническую информацию о сайте, партнерах и правилах использования).;evaluation_r
Призыв к действию – идет после текста;Это неправильно.;evidence_r
и выделен как кнопка, а не иконка.;Призыв к действию – идет после текста;joint_m
но сначала идет берущий.;3. Призывов несколько,;joint_m
Пример: несобирающая организация;3. Призывов несколько,;evidence_r
(т.е. основная цель не перераспределение средств для соц.миссии);Пример: несобирающая организация;purpose_r
везде лепит в правом верхнем углу Поддержите нас.;Пример: несобирающая организация;same-unit_m
Хотя основная функция сайта – консультации.;Пример: несобирающая организация;contrast_m
Так вы поставьте везде призыв к действию Получить консультацию,;Пример: несобирающая организация;evaluation_r
а собирайте;и люди вам благодарны.;cause_r
только тогда, когда вы оказали помощь;а собирайте;condition_r
и люди вам благодарны.;Так вы поставьте везде призыв к действию Получить консультацию,;contrast_m
4. Призыв к действию в видео.;Посмотрите osocio.org;preparation_r
Посмотрите osocio.org;Мой призыв к действию на сегодня:;solutionhood_r
– как весь мир делает социальные видео.;Посмотрите osocio.org;elaboration_r
Призыв к действию выделяется черным экраном с конкретным указанием, что нужно делать, сразу после пуэнты (кульминационный момент истории).;Посмотрите osocio.org;elaboration_r
А то недавно увидел;Призыв к действию выделяется черным экраном с конкретным указанием, что нужно делать, сразу после пуэнты (кульминационный момент истории).;evidence_r
– отличная анимация, история рассказана на важную тему,;А то недавно увидел;elaboration_r
но повествование такое:;– отличная анимация, история рассказана на важную тему,;contrast_m
мультик - информация об авторах;(люди уже переключились);cause_r
(люди уже переключились);но повествование такое:;elaboration_r
– на полсекунды призыв к действию.;(люди уже переключились);sequence_m
Так не надо.;А то недавно увидел;evaluation_r
если у вас есть примеры хорошего или плохого использования призывов к действию;– присылайте в Теплицу – здесь;condition_r
– присылайте в Теплицу – здесь;– самые лучшие примеры я прокомментирую здесь. Спасибо.;cause_r
– самые лучшие примеры я прокомментирую здесь. Спасибо.;Мой призыв к действию на сегодня:;elaboration_r
