EDU_1;EDU_2;Relation
(кому? я о нём впервые услышал);В эти дни на всю планету прогремел арест известного;evaluation_r
журналиста Ивана Голунова.;В эти дни на всю планету прогремел арест известного;same-unit_m
На фоне этого практически незамеченным (на уровне криминальной хроники) прошёл какой-то малозначительный Петербургский Международный Экономический Форум.;В эти дни на всю планету прогремел арест известного;comparison_m
Что?! Должно быть наоборот!;В эти дни на всю планету прогремел арест известного;evaluation_r
Что вообще происходит?!;Что?! Должно быть наоборот!;joint_m
Что не так с российскими СМИ (и не только)?;Что?! Должно быть наоборот!;joint_m
подписание на последовавшей затем встрече кучи стратегических договоров,;Главные события последних дней, имеющие геополитическое значение и поистине планетарные масштабы – это приезд Си Цзиньпина во главе практически всего китайского правительства в Москву,;sequence_m
а затем проведение ПМЭФ,;Главные события последних дней, имеющие геополитическое значение и поистине планетарные масштабы – это приезд Си Цзиньпина во главе практически всего китайского правительства в Москву,;sequence_m
который в этом году побил все рекорды по суммам подписанных контрактов.;а затем проведение ПМЭФ,;elaboration_r
И, конечно, ключевое событие последнего времени – это речь Путина на ПМЭФ,;Главные события последних дней, имеющие геополитическое значение и поистине планетарные масштабы – это приезд Си Цзиньпина во главе практически всего китайского правительства в Москву,;joint_m
по значимости сопоставимая с его Мюнхенской речью;И, конечно, ключевое событие последнего времени – это речь Путина на ПМЭФ,;evaluation_r
(и являющаяся её логическим развитием и продолжением).;по значимости сопоставимая с его Мюнхенской речью;elaboration_r
Это то, что будет определять как будущее экономическое благополучие России (это рабочие места, зарплаты, налоги, развитие инфраструктуры и так далее), так и облик планеты на ближайшие десятилетия в целом.;И, конечно, ключевое событие последнего времени – это речь Путина на ПМЭФ,;elaboration_r
Но большинство СМИ сосредоточили своё внимание не на великом, а на ничтожном.;Главные события последних дней, имеющие геополитическое значение и поистине планетарные масштабы – это приезд Си Цзиньпина во главе практически всего китайского правительства в Москву,;contrast_m
Потому что задержание за наркоту журналиста третьесортного латвийского СМИ;Но большинство СМИ сосредоточили своё внимание не на великом, а на ничтожном.;cause_r
(да, «Медуза» зарегистрирована как СМИ исключительно в Латвии!);Потому что задержание за наркоту журналиста третьесортного латвийского СМИ;background_r
– это обыденность и банальность.;Потому что задержание за наркоту журналиста третьесортного латвийского СМИ;same-unit_m
за изготовление, употребление, хранение и сбыт наркоты;было задержано как минимум ПЯТЬ различных активистов Ходорковского.;cause_r
было задержано как минимум ПЯТЬ различных активистов Ходорковского.;Только за последние полгода;same-unit_m
Что особенного в данном конкретном случае,;что из-за этого стоило игнорировать проведение ПМЭФ?;cause_r
что из-за этого стоило игнорировать проведение ПМЭФ?;Только за последние полгода;contrast_m
Со стороны это выглядело примерно так:;что из-за этого стоило игнорировать проведение ПМЭФ?;evaluation_r
