EDU_1;EDU_2;Relation
Еще историю вспомнили, про профессионального спортсмена;он сначала совсем не чувствовал своих ног.;preparation_r
(он был с М. в одной команде по пляжному воллейболу в свое время),;Еще историю вспомнили, про профессионального спортсмена;elaboration_r
который получил травму позвоночника.;Еще историю вспомнили, про профессионального спортсмена;same-unit_m
Ему несказанно повезло:;он сначала совсем не чувствовал своих ног.;evaluation_r
Но потом выяснилось, что у него всего лишь был тяжелый отек,;он сначала совсем не чувствовал своих ног.;contrast_m
который давил на нерв,;Но потом выяснилось, что у него всего лишь был тяжелый отек,;elaboration_r
и когда он рассосался,;все потихоньку вернулось на свои места.;cause_r
все потихоньку вернулось на свои места.;Но потом выяснилось, что у него всего лишь был тяжелый отек,;joint_m
Т.е. все нервы оказались целы,;Но потом выяснилось, что у него всего лишь был тяжелый отек,;restatement_m
паралич был только временным.;Т.е. все нервы оказались целы,;joint_m
Тем не менее - между делом произошла еще одна страшная история.;и сказали, что в таких случаях успех реабилитации зависит от энтузиазма пациента.;preparation_r
Сначала он очень испугался,;Тем не менее - между делом произошла еще одна страшная история.;elaboration_r
что никогда больше не сможет ходить.;Сначала он очень испугался,;cause_r
Потом ощущения начали возвращаться,;Сначала он очень испугался,;sequence_m
и врачи объяснили, что кажется ему повезло.;Потом ощущения начали возвращаться,;joint_m
И теперь нужно ждать заживления,;Сначала он очень испугался,;sequence_m
и готовиться к серьезной реабилитации.;И теперь нужно ждать заживления,;joint_m
Хотели подбодрить парня,;и сказали, что в таких случаях успех реабилитации зависит от энтузиазма пациента.;cause_r
Это так и есть.;и сказали, что в таких случаях успех реабилитации зависит от энтузиазма пациента.;elaboration_r
Но некоторые в 22 года такие боевые,;Это так и есть.;contrast_m
что их скорее нужно тормозить,;Но некоторые в 22 года такие боевые,;elaboration_r
нежели подгонять.;что их скорее нужно тормозить,;contrast_m
Он рвался из своего кресла с такой страшной силой,;что удержать было невозможно.;cause_r
что удержать было невозможно.;Ему говорили - осторожно,;preparation_r
Хотел пробовать вставать,;что удержать было невозможно.;elaboration_r
делать шаги, еще и еще.;Хотел пробовать вставать,;joint_m
у тебя пока мало сил в ногах,;Ему говорили - осторожно,;cause_r
не горячись, отдохни.;у тебя пока мало сил в ногах,;joint_m
Но он был уверен, что больше-лучше;Поэтому;cause_r
и рвался в бой.;Но он был уверен, что больше-лучше;contrast_m
Поэтому;Ему говорили - осторожно,;contrast_m
при второй или третьей попытке походить;вырвался из рук терапевтов,;condition_r
вырвался из рук терапевтов,;Поэтому;same-unit_m
и бросился шагать вперед.;Поэтому;joint_m
Естественно через пару шагов упал;Поэтому;evaluation_r
и сломал ногу.;Естественно через пару шагов упал;joint_m
Во-первых - теперь пришлось загипсовать ногу,;что сильно помешало любым попыткам мобилизовать пациента.;cause_r
что сильно помешало любым попыткам мобилизовать пациента.;На этом все стало снова хуже.;elaboration_r
Он и так не особо хорошо стоял на ногах, а теперь, с гипсом.;что сильно помешало любым попыткам мобилизовать пациента.;elaboration_r
Во-вторых - его очень испугало само падение.;что сильно помешало любым попыткам мобилизовать пациента.;joint_m
Т.к. чувствительность еще не совсем вернулась к нему,;его поразила вот эта неспособность контролировать свое тело.;cause_r
его поразила вот эта неспособность контролировать свое тело.;Во-вторых - его очень испугало само падение.;cause_r
Он летел в пол,;его поразила вот эта неспособность контролировать свое тело.;elaboration_r
и не смог даже как-то сгруппироваться,;Он летел в пол,;joint_m
чтобы упасть получше.;и не смог даже как-то сгруппироваться,;purpose_r
А ведь он был научен падать в любых направлениях, много раз в день,;его поразила вот эта неспособность контролировать свое тело.;contrast_m
и все ему было ни по чем.;А ведь он был научен падать в любых направлениях, много раз в день,;evaluation_r
В итоге после этого переживания у парня надолго включился вообще страх встать на ноги.;Так врезалось в память страшное ощущение неконтролируемого полета.;preparation_r
Он не хотел вставать,;Так врезалось в память страшное ощущение неконтролируемого полета.;cause_r
очень боялся.;Он не хотел вставать,;joint_m
Потом его ставили на ноги,;и он боялся сделать шаг.;cause_r
и он боялся сделать шаг.;Он не хотел вставать,;sequence_m
Ему казалось, что сейчас опять все выйдет из под контроля,;и он полетит.;cause_r
и он полетит.;и он боялся сделать шаг.;cause_r
И еще думалось, что полетит он не известно куда,;и ничего не сможет с этим делать.;cause_r
и ничего не сможет с этим делать.;и он полетит.;joint_m
С этим страхом они птом боролись еще очень долго.;Так врезалось в память страшное ощущение неконтролируемого полета.;elaboration_r
С трудом уговорили стоять;С этим страхом они птом боролись еще очень долго.;elaboration_r
и шагать,;С трудом уговорили стоять;joint_m
а потом, когда он практически уже все мог,;он не мог вернуться ни к каким спортивным занятиям,;condition_r
он не мог вернуться ни к каким спортивным занятиям,;С трудом уговорили стоять;sequence_m
потому что все ему было страшно;он не мог вернуться ни к каким спортивным занятиям,;cause_r
— и подпрыгнуть,;потому что все ему было страшно;cause_r
и на одной ноге попробовать стоять.;— и подпрыгнуть,;joint_m
Вот как бывает;Так врезалось в память страшное ощущение неконтролируемого полета.;evaluation_r
