EDU_1;EDU_2;Relation
За время консультирования клиентов;Как продолжение ситуации, у всех клиентов трудности с ответом на вопрос:;preparation_r
для прохождением собеседования;За время консультирования клиентов;purpose_r
заметил одну особенность:;За время консультирования клиентов;same-unit_m
мало кто понимает, что такое конкурентные преимущества вообще,;За время консультирования клиентов;elaboration_r
в чем они проявляются у конкретного человека;мало кто понимает, что такое конкурентные преимущества вообще,;joint_m
и как их подавать на собеседовании.;мало кто понимает, что такое конкурентные преимущества вообще,;joint_m
«а чем вы лучше других кандидатов?»;Как продолжение ситуации, у всех клиентов трудности с ответом на вопрос:;elaboration_r
или «почему мы должны принять на работу именно вас?».;«а чем вы лучше других кандидатов?»;joint_m
При том, что приведенные вопросы и ответы к ним в реальности к способностям или достижениям кандидата никакого отношения не имеют,;Как продолжение ситуации, у всех клиентов трудности с ответом на вопрос:;elaboration_r
сам факт того,;При том, что приведенные вопросы и ответы к ним в реальности к способностям или достижениям кандидата никакого отношения не имеют,;contrast_m
что человек не представляет, чем же он так хорош,;сам факт того,;elaboration_r
вызывает затруднения в ответах на «каверзные» вопросы.;сам факт того,;same-unit_m
Итак, первое очень важное замечание.;то предполагается, что первый этап отбора по резюме кандидат уже прошел.;preparation_r
Раз речь идет о собеседовании,;то предполагается, что первый этап отбора по резюме кандидат уже прошел.;condition_r
Так сказать, первичный отсев произведен.;то предполагается, что первый этап отбора по резюме кандидат уже прошел.;elaboration_r
Это означает, что все отобранные;то предполагается, что первый этап отбора по резюме кандидат уже прошел.;restatement_m
для собеседования;кандидаты удовлетворяют одним и тем же требованиям, заявленным работодателем.;purpose_r
кандидаты удовлетворяют одним и тем же требованиям, заявленным работодателем.;Это означает, что все отобранные;same-unit_m
Отсюда, как оказалось, не для всех очевидный вывод:;то предполагается, что первый этап отбора по резюме кандидат уже прошел.;contrast_m
на собеседовании нет смысла фокусироваться на тех собственных способностях и достижениях, которые уже и так заявлены в резюме или являются проходными условиями.;Отсюда, как оказалось, не для всех очевидный вывод:;elaboration_r
Конечно, если работодатель сам не поинтересуется.;Отсюда, как оказалось, не для всех очевидный вывод:;evaluation_r
Но даже в этом случае все ваши знания и умения совсем не конкурентные преимущества;Поэтому примем за данность, что на собеседовании просто «продавать» собственные профессиональные навыки бессмысленно;cause_r
– это общие требования ко всем кандидатам.;Но даже в этом случае все ваши знания и умения совсем не конкурентные преимущества;elaboration_r
Поэтому примем за данность, что на собеседовании просто «продавать» собственные профессиональные навыки бессмысленно;Конечно, если работодатель сам не поинтересуется.;contrast_m
– это про вас и так уже знают,;Поэтому примем за данность, что на собеседовании просто «продавать» собственные профессиональные навыки бессмысленно;elaboration_r
а другие кандидаты имеют примерно тот же уровень владения профессией.;– это про вас и так уже знают,;contrast_m
Как же тогда рассказывать о себе?;Первое, что приходит на ум практически всем;solutionhood_r
Как и, главное, что можно подать как преимущества перед другими кандидатами?;Как же тогда рассказывать о себе?;joint_m
(по крайней мере, в ЖЖ на этот вопрос правильно никто не ответил,;Первое, что приходит на ум практически всем;evidence_r
при том, что пост с опросом прочитало более пяти тысяч человек!),;(по крайней мере, в ЖЖ на этот вопрос правильно никто не ответил,;concession_r
это две способности:;Первое, что приходит на ум практически всем;same-unit_m
Умение и готовность работать в тяжелых (стрессовых) условиях Способность к обучению;Первое, что приходит на ум практически всем;elaboration_r
Сама массовость ответов говорит за себя:;Поэтому повторю еще раз очевидное:;cause_r
вот эти две способности точно не конкурентные.;Сама массовость ответов говорит за себя:;elaboration_r
Поскольку ими владеют ВСЕ!;Сама массовость ответов говорит за себя:;cause_r
Поэтому повторю еще раз очевидное:;Первое, что приходит на ум практически всем;evaluation_r
конкурентные преимущества, способности – это то, что есть только у вас;Поэтому повторю еще раз очевидное:;elaboration_r
и чего нет у других.;конкурентные преимущества, способности – это то, что есть только у вас;contrast_m
То есть, в качестве конкурентных преимуществ заявляют собственную готовность… демпинговать.;И вот здесь все 100% клиентов и столько же читателей ЖЖ идут про простому пути – экстенсивному.;restatement_m
Другими словами, делать больше работы;И вот здесь все 100% клиентов и столько же читателей ЖЖ идут про простому пути – экстенсивному.;restatement_m
за меньшую оплату.;Другими словами, делать больше работы;condition_r
Причем, речь идет не о повышенной производительности,;И вот здесь все 100% клиентов и столько же читателей ЖЖ идут про простому пути – экстенсивному.;elaboration_r
а о том, что человек банально или больше тратит времени, за счет сна-отдыха, или сил, за счет повышенной интенсивности работы.;Причем, речь идет не о повышенной производительности,;contrast_m
Например, кандидат соглашается или больше работать;Причем, речь идет не о повышенной производительности,;evidence_r
при сохранении уровня оплаты,;Например, кандидат соглашается или больше работать;condition_r
или взять на себя дополнительные обязанности,;Например, кандидат соглашается или больше работать;joint_m
или получать меньшую зарплату.;Например, кандидат соглашается или больше работать;joint_m
Или все вместе.;Например, кандидат соглашается или больше работать;joint_m
Но это тупиковый путь.;Например, кандидат соглашается или больше работать;contrast_m
при всей соблазнительности для работодателя,;Во-первых, сам подход;concession_r
сильно бьёт по репутации кандидата:;Во-первых, сам подход;same-unit_m
вот такая готовность на худшие условия наводит на мысль,;Во-первых, сам подход;evidence_r
а так ли хорош кандидат как специалист?;вот такая готовность на худшие условия наводит на мысль,;elaboration_r
Во-вторых, вы не можете использовать этот прием до бесконечности.;Во-первых, сам подход;joint_m
Рано или поздно наступает предел, ниже которого вообще не имеет смысла работать.;Во-вторых, вы не можете использовать этот прием до бесконечности.;cause_r
Вы же не можете менять работу всякий раз со снижением уровня доходов?;Во-вторых, вы не можете использовать этот прием до бесконечности.;elaboration_r
Как скоро вы начнете приплачивать работодателю?;Вы же не можете менять работу всякий раз со снижением уровня доходов?;joint_m
И в третьих, самое главное: вы отрезаете себе будущее.;Во-первых, сам подход;joint_m
Если вы изначально согласились на ухудшение условий,;то как потом предполагаете разговаривать об их улучшении?;condition_r
то как потом предполагаете разговаривать об их улучшении?;И в третьих, самое главное: вы отрезаете себе будущее.;elaboration_r
Кажется, уже не осталось аргументов.;Во-первых, сам подход;evaluation_r
Что же еще «продавать» в качестве конкурентных преимуществ?;Вот здесь и начинается интенсивный путь.;solutionhood_r
Вот здесь и начинается интенсивный путь.;Кажется, уже не осталось аргументов.;elaboration_r
Еще раз напомню: конкурентные – значит такие, каких нет у других.;Так что у вас есть шанс высветить себя в более выгодном свете по сравнению с другими.;cause_r
Да, вы не можете знать, какие способности у остальных кандидатов на ваше рабочее место.;Еще раз напомню: конкурентные – значит такие, каких нет у других.;elaboration_r
Н о и они не знают ваших! Так же, как и потенциальный работодатель.;Да, вы не можете знать, какие способности у остальных кандидатов на ваше рабочее место.;contrast_m
Как ни странно,;Поэтому приведу несколько основных приемов поиска этих самых преимуществ.;cause_r
при внешней легкости;сделать это бывает непросто.;concession_r
сделать это бывает непросто.;Как ни странно,;same-unit_m
Во всяком случае, мало кто из клиентов с первого раза смог найти в себе эти самые конкурентные преимуществ,;Как ни странно,;evidence_r
хотя обладали ими все.;Во всяком случае, мало кто из клиентов с первого раза смог найти в себе эти самые конкурентные преимуществ,;concession_r
Пожалуй, не найти ни одного человека, который бы в той или иной степени не владел несколькими профессиями.;Первый и самый простой – это смежные профессии.;evidence_r
Но на собеседовании говорят об этом немногие.;Первый и самый простой – это смежные профессии.;contrast_m
А ведь практически любая дополнительная профессия может быть подспорьем в основной.;Но на собеседовании говорят об этом немногие.;contrast_m
Как минимум, вы понимаете их язык,;А ведь практически любая дополнительная профессия может быть подспорьем в основной.;elaboration_r
владеете семантикой смежников.;Как минимум, вы понимаете их язык,;joint_m
Как максимум, можете проконтролировать качество их работы;Как минимум, вы понимаете их язык,;comparison_m
и даже в исключительных случаях кого-то подменить.;Как максимум, можете проконтролировать качество их работы;joint_m
Мысли очевидные,;Поэтому перед собеседованием обязательно проведите ревизию собственного опыта:;cause_r
но только не на собеседовании!;Мысли очевидные,;contrast_m
Поэтому перед собеседованием обязательно проведите ревизию собственного опыта:;Первый и самый простой – это смежные профессии.;elaboration_r
с кем вы взаимодействовали на ваших прошлых рабочих местах,;Поэтому перед собеседованием обязательно проведите ревизию собственного опыта:;elaboration_r
чью работу вы хорошо изучили за время этого взаимодействия.;с кем вы взаимодействовали на ваших прошлых рабочих местах,;joint_m
