EDU_1;EDU_2;Relation
Бедность в России — одна из самых главных проблем.;Пришла новость — в 13 российских регионов направят семь миллиардов рублей в рамках федерального софинансирования программы соцконтракта;preparation_r
Наши люди живут в такой беспроглядной нищите,;Бедность в России — одна из самых главных проблем.;elaboration_r
что большинство из нас даже представить себе не могут.;Наши люди живут в такой беспроглядной нищите,;evaluation_r
для борьбы с бедностью.;Пришла новость — в 13 российских регионов направят семь миллиардов рублей в рамках федерального софинансирования программы соцконтракта;purpose_r
И знаете, я очень рад этой программе,;Пришла новость — в 13 российских регионов направят семь миллиардов рублей в рамках федерального софинансирования программы соцконтракта;evaluation_r
потому, что;И знаете, я очень рад этой программе,;cause_r
в целом затея разумная;— дать человеку не рыбу, а удочку,;evaluation_r
— дать человеку не рыбу, а удочку,;потому, что;same-unit_m
и постараться его вытащить из той ямы в которой он находится.;— дать человеку не рыбу, а удочку,;joint_m
Но есть одно большое НО.;потому, что;contrast_m
чтобы наблюдать,;В России все государственные органы заточены на то,;purpose_r
контролировать;чтобы наблюдать,;joint_m
и применять репрессивную функцию,;чтобы наблюдать,;joint_m
если после серии предупреждений ситуация не нормализуется.;чтобы наблюдать,;condition_r
Возьмем, к примеру, малоимущую семью проживающую в маленьком райцентре.;чтобы наблюдать,;elaboration_r
потому, что полно семей, где детей 5-6).;Женщина. Двое детей (без фанатизма,;elaboration_r
Муж пропал.;Осталась одна.;cause_r
Умер.;Муж пропал.;joint_m
Ушел.;Муж пропал.;joint_m
Сидит.;Муж пропал.;joint_m
Что угодно.;Муж пропал.;joint_m
Осталась одна.;Женщина. Двое детей (без фанатизма,;elaboration_r
Работает, например, на фабрике за 13 тысяч.;Осталась одна.;joint_m
Кредит 50-90 тысяч рублей.;Осталась одна.;joint_m
Живут в одной, полутора комнатах.;Осталась одна.;joint_m
Денег хватает на базовые продукты — макароны, хлеб, молоко, консервы, чай.;Осталась одна.;joint_m
И приходят к ней государственные службы;Женщина. Двое детей (без фанатизма,;sequence_m
и говорят — слыш, че-то у тебя тут печка потрескалась,;сделай ка ремонт,;cause_r
сделай ка ремонт,;Женщина. Двое детей (без фанатизма,;sequence_m
иначе дети будут находится в опасной ситуации.;сделай ка ремонт,;contrast_m
А если не сделаешь,;изымем.;condition_r
изымем.;сделай ка ремонт,;contrast_m
Понятное дело, что 200 тысяч на новую печку у нее нет;Каждый раз, когда подобная семья попадается кому-то из нас на глаза;solutionhood_r
и заканчивается все тем, что она теряет детей;Понятное дело, что 200 тысяч на новую печку у нее нет;sequence_m
и уходит в запой,;Понятное дело, что 200 тысяч на новую печку у нее нет;sequence_m
а потом — на тот свет.;Понятное дело, что 200 тысяч на новую печку у нее нет;sequence_m
Не существует ни одной государственной службы, которая _поддержала_ бы человека в такой ситуации.;Понятное дело, что 200 тысяч на новую печку у нее нет;cause_r
Которая его репрессирует,;Не существует ни одной государственной службы, которая _поддержала_ бы человека в такой ситуации.;joint_m
контролирует;Не существует ни одной государственной службы, которая _поддержала_ бы человека в такой ситуации.;joint_m
и хает;Не существует ни одной государственной службы, которая _поддержала_ бы человека в такой ситуации.;joint_m
— есть и не одна,;Не существует ни одной государственной службы, которая _поддержала_ бы человека в такой ситуации.;elaboration_r
а вот поддерживающей нет.;Не существует ни одной государственной службы, которая _поддержала_ бы человека в такой ситуации.;contrast_m
Ни существует ни одного государственного органа, который отнесся бы к человеку как к человеку.;а вот поддерживающей нет.;elaboration_r
мы говорим фууу;Каждый раз, когда подобная семья попадается кому-то из нас на глаза;evaluation_r
или сама виновата.;мы говорим фууу;joint_m
А ведь решение проблемы заключается ровно в том,;Каждый раз, когда подобная семья попадается кому-то из нас на глаза;contrast_m
чтобы не отводить глаза,;А ведь решение проблемы заключается ровно в том,;elaboration_r
чтобы не корчить рожу,;чтобы не отводить глаза,;joint_m
чтобы увидеть в человеке человека;чтобы не отводить глаза,;joint_m
и поддержать его в трудной ситуации.;чтобы не отводить глаза,;joint_m
понять, почему он оказался там, где он есть,;Понять его,;joint_m
какие он сделал ошибки,;Понять его,;joint_m
и что привело его к тому разбитому корыту у которого он сидит.;Понять его,;joint_m
Понять;Понять его,;joint_m
и поддержать.;Понять;joint_m
Разработать план, дорожную карту.;Понять;joint_m
И вести человека по ней.;Разработать план, дорожную карту.;joint_m
И если на каком-то из шагов он будет оступаться;то его надо брать под руки,;condition_r
(а он будет оступаться!),;И если на каком-то из шагов он будет оступаться;elaboration_r
то его надо брать под руки,;Понять его,;joint_m
успокаивать,;то его надо брать под руки,;joint_m
приободрять;то его надо брать под руки,;joint_m
и говорить, ничего у тебя все получится,;то его надо брать под руки,;joint_m
тебе есть ради чего жить,;и говорить, ничего у тебя все получится,;joint_m
есть ради чего стараться,;и говорить, ничего у тебя все получится,;joint_m
ты сможешь.;и говорить, ничего у тебя все получится,;joint_m
И дальше, дальше, вытягивать из этой ямы, из этого ада.;то его надо брать под руки,;joint_m
Так помогут ли эти миллиарды и социальные контракты побороть бедность?;Сами по себе — нет.;solutionhood_r
Без человеческого подхода — никогда.;Сами по себе — нет.;condition_r
Можно ли использовать эти контракты;Да! Безусловно!;solutionhood_r
для поддержки нуждающихся?;Можно ли использовать эти контракты;purpose_r
Да! Безусловно!;Сами по себе — нет.;joint_m
И тут я вижу ключевую функцию благотворительных организаций.;Да! Безусловно!;evidence_r
Повторюсь, не существует государственных служб с человеческим подходом и лицом.;И тут я вижу ключевую функцию благотворительных организаций.;elaboration_r
А благотворительные — есть.;Повторюсь, не существует государственных служб с человеческим подходом и лицом.;contrast_m
И они могут используя возможности государственных служб помогать нуждающимся выбираться из трясины.;А благотворительные — есть.;joint_m
Захотят ли чиновники работать с такими организациями?;В большинстве случаев — нет.;solutionhood_r
Десятки лет уходят на то,;В большинстве случаев — нет.;cause_r
чтобы доказать местным руководителям, что НКО — это друзья, а не враги, союзники, а не противники.;Десятки лет уходят на то,;purpose_r
Значит ли это, что надо прекратить все попытки?;не значит.;solutionhood_r
не значит.;В большинстве случаев — нет.;joint_m
Потому, что без НКО вообще никакого шанса на счастливый исход у всей этой затеи, на мой взгляд, не будет.;не значит.;cause_r
Еще, как мне кажется, важнейшей частью борьбы с бедностью должна стать инфраструктура для малоимущих людей.;Вы просто не представляете себе, в каких ужасающих условиях эти люди живут.;preparation_r
Ну, например, прачечные.;Еще, как мне кажется, важнейшей частью борьбы с бедностью должна стать инфраструктура для малоимущих людей.;elaboration_r
Вы просто не представляете себе, в каких ужасающих условиях эти люди живут.;сделай ка ремонт,;preparation_r
А если дать им возможность бесплатно стирать одежду,;то качество жизни повысится значительно.;condition_r
то качество жизни повысится значительно.;Вы просто не представляете себе, в каких ужасающих условиях эти люди живут.;contrast_m
А ведь пока одежда стирается (час!);можно проводить с этим человеком какие-то занятия, терапию, разговоры,;condition_r
можно проводить с этим человеком какие-то занятия, терапию, разговоры,;то качество жизни повысится значительно.;elaboration_r
короче, работать с ним.;можно проводить с этим человеком какие-то занятия, терапию, разговоры,;joint_m
Простая же мысль, сделать, например, досуговый центр,;можно проводить с этим человеком какие-то занятия, терапию, разговоры,;elaboration_r
где таким людям помогут не только найти работу,;Простая же мысль, сделать, например, досуговый центр,;purpose_r
получить новые навыки,;где таким людям помогут не только найти работу,;joint_m
но и почувствовать себя людьми,;где таким людям помогут не только найти работу,;joint_m
помогут обрести смыслы,;где таким людям помогут не только найти работу,;joint_m
полюбить жизнь,;где таким людям помогут не только найти работу,;joint_m
полюбить себя и других.;где таким людям помогут не только найти работу,;joint_m
Блин, ну почему министр не я :(;Простая же мысль, сделать, например, досуговый центр,;evaluation_r
