EDU_1;EDU_2;Relation
Стоматологи советуют;чистить зубы после каждого приема пищи,;attribution_r
чистить зубы после каждого приема пищи,;Я не стану убеждать вас чистить чаще,;preparation_r
но;чистить зубы после каждого приема пищи,;contrast_m
в силу привычки и распорядка дня;96% моих читателей чистят зубы 1-2 раза в сутки.;cause_r
96% моих читателей чистят зубы 1-2 раза в сутки.;но;same-unit_m
ведь польза этого очевидна;Я не стану убеждать вас чистить чаще,;cause_r
и доказана в исследованиях.;ведь польза этого очевидна;joint_m
Гораздо интереснее вопрос: в какое время чистка зубов эффективнее в профилактике кариеса.;Я не стану убеждать вас чистить чаще,;contrast_m
Например, три разных человека чистят зубы 1 раз в сутки,;Гораздо интереснее вопрос: в какое время чистка зубов эффективнее в профилактике кариеса.;elaboration_r
но один делает это перед завтраком, другой - после, а третий - перед сном,;и эффект будет принципиально разным.;cause_r
и эффект будет принципиально разным.;Например, три разных человека чистят зубы 1 раз в сутки,;contrast_m
Предлагаю разобрать все варианты,;Например, три разных человека чистят зубы 1 раз в сутки,;elaboration_r
чтобы выбрать наиболее эффективный;Предлагаю разобрать все варианты,;purpose_r
при разных трудозатратах.;чтобы выбрать наиболее эффективный;condition_r
Один раз в сутки ...после сна или после завтрака?;Начнем с тех, кто чистит зубы один раз в сутки,;preparation_r
Начнем с тех, кто чистит зубы один раз в сутки,;Самый популярный вариант в этой группе: утром перед завтраком (20% опрошенных).;preparation_r
тем более, что доля таких людей достигает 46%,;Начнем с тех, кто чистит зубы один раз в сутки,;cause_r
а вариантов времени проведения процедуры в этой группе несколько.;тем более, что доля таких людей достигает 46%,;contrast_m
В их комментариях можно найти типичные аргументы;Самый популярный вариант в этой группе: утром перед завтраком (20% опрошенных).;elaboration_r
в пользу своего выбора, вроде того:;В их комментариях можно найти типичные аргументы;elaboration_r
после пробуждения неприятен запах изо рта,;а проглатывать все это с завтраком противно.;cause_r
а проглатывать все это с завтраком противно.;В их комментариях можно найти типичные аргументы;elaboration_r
На тему самодиагностики и профилактики неприятного запаха изо рта у меня был отдельный пост,;а сейчас интересно, что думают зубы по поводу их чистки перед завтраком.;background_r
а сейчас интересно, что думают зубы по поводу их чистки перед завтраком.;Самый популярный вариант в этой группе: утром перед завтраком (20% опрошенных).;elaboration_r
для формирования налета.;Только что почищенные зубы после завтрака вновь станут мишенью;purpose_r
Зубной налет - это скопление бактерий в конгломерате протеинов и пищевых волокон,;Только что почищенные зубы после завтрака вновь станут мишенью;background_r
который формируется сразу;Зубной налет - это скопление бактерий в конгломерате протеинов и пищевых волокон,;elaboration_r
после приема пищи.;который формируется сразу;cause_r
Образование налета начинается связыванием гликопротеинов пищи с ионами кальция и фосфатами зубной эмали.;Зубной налет - это скопление бактерий в конгломерате протеинов и пищевых волокон,;elaboration_r
Первыми зубной налет заселяют лактобациллы и кокки,;В результате этого pH налета смещается в кислую сторону,;cause_r
которые анаэробно разлагают углеводы пищи до молочной кислоты.;Первыми зубной налет заселяют лактобациллы и кокки,;elaboration_r
В результате этого pH налета смещается в кислую сторону,;что вызывает растворение эмали.;cause_r
что вызывает растворение эмали.;Поэтому,;cause_r
если вы чистите зубы утром,;то целесообразнее делать это после завтрака,;condition_r
то целесообразнее делать это после завтрака,;Поэтому,;same-unit_m
как делают 13% опрошенных.;то целесообразнее делать это после завтрака,;elaboration_r
Однако чистить зубы после завтрака, но один раз в сутки, значит лишь немногим замедлить кариозные процессы,;Поэтому,;contrast_m
протекающие гораздо быстрее ночью.;Однако чистить зубы после завтрака, но один раз в сутки, значит лишь немногим замедлить кариозные процессы,;elaboration_r
...лучше перед сном, чем утром;Во время сна кариозные процессы протекают быстрее, чем во время бодрствования по двум причинам.;preparation_r
Во время сна кариозные процессы протекают быстрее, чем во время бодрствования по двум причинам.;что способствует размножению анаэробных вейнонелл, нейссерий и фузобактерий.;cause_r
