EDU_1;EDU_2;Relation
В Средние же века он назывался Венденом и,;Ныне Цесис - маленький (всего 15 тыс. жителей) провинциальный городок в 90 км к северо-востоку от Риги.;contrast_m
находясь на перекрёстке важных торговых путей между Русью, Литвой и Ливонией,;играл очень важную роль.;condition_r
играл очень важную роль.;В Средние же века он назывался Венденом и,;same-unit_m
Местный замок служил резиденцией магистра Ливонского ордена.;В Средние же века он назывался Венденом и,;elaboration_r
Теперь это крупнейший из сохранившихся в Латвии орденских замков.;Местный замок служил резиденцией магистра Ливонского ордена.;contrast_m
Как и большинство других замков той поры, до наших дней Цесисский (Венденский) замок дошел в виде руин,;Ныне Цесис - маленький (всего 15 тыс. жителей) провинциальный городок в 90 км к северо-востоку от Риги.;elaboration_r
дающих, тем не менее, хорошее представление о масштабах сооружения.;Как и большинство других замков той поры, до наших дней Цесисский (Венденский) замок дошел в виде руин,;concession_r
Далее 20 фото:;Как и большинство других замков той поры, до наших дней Цесисский (Венденский) замок дошел в виде руин,;elaboration_r
Немного истории: Венденский замок был построен рыцарями ордена Меченосцев приблизительно в 1209-1213гг.,;Кто его только не осаждал - сначала местные племена, затем русичи, литовцы, Рижский архиепископ и так далее.;preparation_r
а после его разгрома в 1237г перешел Ливонскому ордену (впоследствии Ливонскому ландмейстерству Тевтонского ордена);Немного истории: Венденский замок был построен рыцарями ордена Меченосцев приблизительно в 1209-1213гг.,;sequence_m
и, наряду с Рижским замком, использовался как резиденция его магистра.;а после его разгрома в 1237г перешел Ливонскому ордену (впоследствии Ливонскому ландмейстерству Тевтонского ордена);joint_m
На первом плане Южная башня, за ней Западная (с красной крышей).;Немного истории: Венденский замок был построен рыцарями ордена Меченосцев приблизительно в 1209-1213гг.,;elaboration_r
История замка была очень бурной.;Кто его только не осаждал - сначала местные племена, затем русичи, литовцы, Рижский архиепископ и так далее.;evaluation_r
Кто его только не осаждал - сначала местные племена, затем русичи, литовцы, Рижский архиепископ и так далее.;В 1577г в ходе Ливонской войны замок был взят войском Ивана Грозного,;background_r
Город Венден разрушался неоднократно,;Кто его только не осаждал - сначала местные племена, затем русичи, литовцы, Рижский архиепископ и так далее.;elaboration_r
а вот замку почти все осады удавалось выдерживать.;Город Венден разрушался неоднократно,;contrast_m
причем оставшиеся защитники предпочли подорвать себя в пороховом погребе.;В 1577г в ходе Ливонской войны замок был взят войском Ивана Грозного,;elaboration_r
Но удержать замок, как и всю Ливонию, русские войска не смогли,;и в конце концов эта местность досталась шведам.;cause_r
и в конце концов эта местность досталась шведам.;В 1577г в ходе Ливонской войны замок был взят войском Ивана Грозного,;contrast_m
В 17-м веке Венденский замок несколько раз переходил из рук в руки в ходе польско-шведских войн,;В 1577г в ходе Ливонской войны замок был взят войском Ивана Грозного,;sequence_m
пока в 1703г во время Северной войны не был занят русскими войсками под командованием Петра I.;В 17-м веке Венденский замок несколько раз переходил из рук в руки в ходе польско-шведских войн,;sequence_m
С этого времени замок утрачивает всякое военное значение,;пока в 1703г во время Северной войны не был занят русскими войсками под командованием Петра I.;elaboration_r
приходит в упадок;С этого времени замок утрачивает всякое военное значение,;joint_m
и понемногу растаскивается на стройматериалы местными жителями.;С этого времени замок утрачивает всякое военное значение,;joint_m
Реставрационные работы впервые были проведены в 1912-13гг,;В 1577г в ходе Ливонской войны замок был взят войском Ивана Грозного,;sequence_m
и с большими перерывами велись до наших дней.;Реставрационные работы впервые были проведены в 1912-13гг,;joint_m
Лучше всего отреставрирована Западная башня:  Внутренности замка за южной стеной - когда-то здесь находились парадные и жилые помещения:  Замковый двор, вид на восточную стену:  Вид на южную стену и Западную башню со двора:;В башню можно (и нужно) зайти.;preparation_r
Посетителям;В башню можно (и нужно) зайти.;elaboration_r
