EDU_1;EDU_2;Relation
18 августа 2016 года вечером мне позвонила теща (70 лет),;Я этому не удивился,;preparation_r
которая проживает одна в частном доме в деревне;18 августа 2016 года вечером мне позвонила теща (70 лет),;elaboration_r
и сказала, что у нее были газовщики.;18 августа 2016 года вечером мне позвонила теща (70 лет),;joint_m
потому что в прошлом году мы перезаключили на новый срок договор на обслуживание газового оборудования с Газпром-газораспределение Нижний Новгород.;Я этому не удивился,;cause_r
Срок действия договора составляет 3 (три года).;Я этому не удивился,;joint_m
Я спросил, что они сделали,;Я этому не удивился,;joint_m
так как газовщики имеют нехорошую привычку ничего не делать,;Я спросил, что они сделали,;cause_r
но просить подписывать акт выполненных работ.;так как газовщики имеют нехорошую привычку ничего не делать,;contrast_m
Типа того: -распишитесь,;Я спросил, что они сделали,;evidence_r
что мы у Вас были. А на самом деле в акте куча якобы выполненных работ.;Типа того: -распишитесь,;purpose_r
Но речь сейчас не об этом.;Я спросил, что они сделали,;contrast_m
и установили датчик, сигнализирующий об утечке. За деньги естественно.;Теща мне и говорит, что проверили наличие/отсутствие утечки газа;joint_m
Стоимость его 5900 рублей.;Теща мне и говорит, что проверили наличие/отсутствие утечки газа;joint_m
Я ей говорю, зачем?;Теща мне и говорит, что проверили наличие/отсутствие утечки газа;joint_m
Кто тебе разрешил?;Я ей говорю, зачем?;joint_m
По проекту у нее в доме датчик не предусмотрен.;Я ей говорю, зачем?;solutionhood_r
И раньше ей было неоднократно сказано, что без меня никаких таких решений не принимать.;По проекту у нее в доме датчик не предусмотрен.;joint_m
И вообще никого в дом не пускать.;И раньше ей было неоднократно сказано, что без меня никаких таких решений не принимать.;joint_m
На что она мне сказала, что ей женщина представилась как сотрудник газовой службы,;Теща мне и говорит, что проверили наличие/отсутствие утечки газа;joint_m
показала какое-то удостоверение, с фотографией и печатью (святая простота, как же, официальный документ);На что она мне сказала, что ей женщина представилась как сотрудник газовой службы,;joint_m
проверив каким-то прибором утечку газа сказала,;что у нас все хорошо,;condition_r
что у нас все хорошо,;На что она мне сказала, что ей женщина представилась как сотрудник газовой службы,;joint_m
утечки нет.;что у нас все хорошо,;cause_r
Но сказала, что газовая служба (газовщики) отказались обслуживать газовое оборудование;и что теперь газовое оборудование будут обслуживать они;cause_r
