EDU_1;EDU_2;Relation
Привет. Я — Сергей.;Поэтому собираюсь провести новогоднюю ночь за рулём и поделиться со всеми, кому будет  интересно.;preparation_r
Живу в одном из городков нашей планеты.;Привет. Я — Сергей.;elaboration_r
И в этом же городке занимаюсь работой в такси.;Живу в одном из городков нашей планеты.;joint_m
Многие мне говорят, что всех денег не заработаешь;Поэтому собираюсь провести новогоднюю ночь за рулём и поделиться со всеми, кому будет  интересно.;cause_r
и работать на Новый год совсем не стоит,;Многие мне говорят, что всех денег не заработаешь;joint_m
особенно когда ты не в найме, а самостоятелен.;и работать на Новый год совсем не стоит,;elaboration_r
По поводу денег я согласен, конечно.;Многие мне говорят, что всех денег не заработаешь;evaluation_r
Но уверен,;По поводу денег я согласен, конечно.;contrast_m
что те деньги, которые заработать можно,;зарабатывать нужно.;condition_r
зарабатывать нужно.;Но уверен,;same-unit_m
Тем более, когда твой род деятельности соответствует ситуации.;Но уверен,;joint_m
Под катом 70+ фотографий.;Поэтому собираюсь провести новогоднюю ночь за рулём и поделиться со всеми, кому будет  интересно.;elaboration_r
Наверное, после такого вступления, название поста все уже расшифровали.;Один мой Новый год.;preparation_r
Но на всякий случай сделаю это и я.;Наверное, после такого вступления, название поста все уже расшифровали.;contrast_m
Один мой Новый год.;Итак, поехали...;preparation_r
Итак, поехали...;Вставать запланировал по-раньше.;preparation_r
Будильник сработал,;поэтому всё закрутилось.;cause_r
поэтому всё закрутилось.;Вставать запланировал по-раньше.;sequence_m
Мелодия в будильнике у меня весёлая.;поэтому всё закрутилось.;elaboration_r
Все говорят,;и в этот момент никому не даю спать.;evaluation_r
что установив её,;я поступил очень эгоистично;condition_r
я поступил очень эгоистично;Все говорят,;same-unit_m
и в этот момент никому не даю спать.;Мелодия в будильнике у меня весёлая.;elaboration_r
Но эта мелодия каждый раз напоминает мне, что нужно пожелать доброго утра одной моей очень хорошей знакомой...;и в этот момент никому не даю спать.;contrast_m
Чем сразу быстренько и займусь);Уж не подумайте, что таким образом я её могу разбудить.;preparation_r
Просто,;Уж не подумайте, что таким образом я её могу разбудить.;contrast_m
когда она проснётся,;то как минимум одно «Доброе утро» у неё уже будет;condition_r
то как минимум одно «Доброе утро» у неё уже будет;Просто,;same-unit_m
и она, может быть, улыбнётся);Просто,;joint_m
Теперь нужно проснуться...;50 приседаний, 30 отжиманий от пола и 20 пресса очень даже помогают.;preparation_r
Теперь утренний холодный душ и...;50 приседаний, 30 отжиманий от пола и 20 пресса очень даже помогают.;sequence_m
Просыпание прошло успешно!);50 приседаний, 30 отжиманий от пола и 20 пресса очень даже помогают.;evaluation_r
Фотки не выкладываю)));Просыпание прошло успешно!);concession_r
Времени мало, поэтому всё делаю быстро!;Просыпание прошло успешно!);joint_m
и заняться ещё одним важным делом.;Теперь нужно позавтракать;sequence_m
Должно хватить минут 30.;и заняться ещё одним важным делом.;elaboration_r
Важное дело...;и заняться ещё одним важным делом.;elaboration_r
После каждой «рабочей смены» выделяю 10 usd на покупку «биточков».;Важное дело...;elaboration_r
Утром они уже на счету биржи криптовалют.;После каждой «рабочей смены» выделяю 10 usd на покупку «биточков».;elaboration_r
И с ними необходимо поработать.;Утром они уже на счету биржи криптовалют.;joint_m
Что с ними делаю — отдельная тема.;Утром они уже на счету биржи криптовалют.;elaboration_r
Но за год уже накопился норм капиталец).;Что с ними делаю — отдельная тема.;contrast_m
Ведь не всю жизнь в такси «танцевать»);Но за год уже накопился норм капиталец).;cause_r
Провожающие... Будильник разбудил не только меня);Теперь нужно позавтракать;sequence_m
Теперь бегом на «дачу».;бежать не далеко);preparation_r
Она в гараже,;бежать не далеко);cause_r
График опережаю на 4 минуты);бежать не далеко);elaboration_r
