EDU_1;EDU_2;Relation
Lime Crime Velvetines #Red Velvet;Пост об отличной красной помаде);preparation_r
Пост об отличной красной помаде);поэтому дополнительной упаковки у нее не было.;preparation_r
Моя помада – подарок за покупку,;поэтому дополнительной упаковки у нее не было.;cause_r
Насколько я знаю, обычно они упакованы в картонные коробки.;поэтому дополнительной упаковки у нее не было.;evidence_r
Футляр сделан из крепкого пластика,;поэтому дополнительной упаковки у нее не было.;elaboration_r
розочки и надписи на колпачке медленно, но верно стираются.;Поэтому просто в сумке помаду лучше не носить.;cause_r
Поэтому просто в сумке помаду лучше не носить.;Футляр сделан из крепкого пластика,;joint_m
Объем полноразмера как у некоторых миниатюр 😑 – 2,6 мл.;Футляр сделан из крепкого пластика,;joint_m
для меня он удобен.;Спонжик скошенный,;evaluation_r
Ограничитель вроде бы есть,;Спонжик скошенный,;joint_m
но в то же время свою функцию он выполняет плохо,;поэтому излишки помады я всегда убираю о горлышко.;cause_r
поэтому излишки помады я всегда убираю о горлышко.;Ограничитель вроде бы есть,;contrast_m
на губы ложится тонким слоем.;По текстуре помада очень жидкая,;joint_m
Пигментация – огонь,;помада сразу перекрывает родной цвет;evaluation_r
помада сразу перекрывает родной цвет;По текстуре помада очень жидкая,;joint_m
и ложится ровно,;помада сразу перекрывает родной цвет;joint_m
наслаивания не требует.;помада сразу перекрывает родной цвет;joint_m
Отдушка ванильная, довольно яркая и немного химозная.;По текстуре помада очень жидкая,;joint_m
Оттенок – классический красный.;По текстуре помада очень жидкая,;joint_m
Только нанесла, дневной свет от окна;По текстуре помада очень жидкая,;elaboration_r
Помада застыла, также свет от окна,;Только нанесла, дневной свет от окна;sequence_m
но солнце успело спрятаться;Помада застыла, также свет от окна,;contrast_m
– ложится ровно,;По тх помада хороша;evidence_r
никуда не проваливается;– ложится ровно,;joint_m
и не затекает,;– ложится ровно,;joint_m
ни на чем не отпечатывается;– ложится ровно,;joint_m
и боится только жирной пищи.;– ложится ровно,;joint_m
После обеда ее можно аккуратно подправить,;и боится только жирной пищи.;elaboration_r
но, конечно, зависит от того, что вы ели);После обеда ее можно аккуратно подправить,;contrast_m
Финиш полностью матовый,;По тх помада хороша;joint_m
застывает помада где-то за минуту.;Финиш полностью матовый,;joint_m
Мне очень нравится, как вельветины выглядят на губах;Финиш полностью матовый,;joint_m
– даже на макро видно, что рельеф не подчеркнут.;Мне очень нравится, как вельветины выглядят на губах;evidence_r
Конечно, губы должны быть в хорошем состоянии перед нанесением,;Мне очень нравится, как вельветины выглядят на губах;evaluation_r
но пару мелких шелушинок помада простит.;Конечно, губы должны быть в хорошем состоянии перед нанесением,;contrast_m
Касательно комфорта – я наношу помаду на голые губы,;к вечеру может появиться легкая стянутость.;cause_r
без подложки в виде бальзама,;Касательно комфорта – я наношу помаду на голые губы,;condition_r
Если носить вельветины несколько дней подряд;то губы довольно сильно начинают сохнуть.;condition_r
и на ночь использовать легкий бальзам,;Если носить вельветины несколько дней подряд;joint_m
то губы довольно сильно начинают сохнуть.;к вечеру может появиться легкая стянутость.;elaboration_r
Я обычно после них ночью использую что-то более мощное, например, carmex или blistex.;то губы довольно сильно начинают сохнуть.;elaboration_r
Тогда все отлично);Я обычно после них ночью использую что-то более мощное, например, carmex или blistex.;evaluation_r
Демакияж беспроблемный,;к вечеру может появиться легкая стянутость.;joint_m
я использую двухфазное средство или гидрофильное масло,;Демакияж беспроблемный,;elaboration_r
тинта помада не оставляет.;я использую двухфазное средство или гидрофильное масло,;joint_m
;Демакияж беспроблемный,;elaboration_r
20$ цена;к вечеру может появиться легкая стянутость.;elaboration_r
10/10 оценка;20$ цена;evaluation_r
4 месяца, 1р/в неделю использование;10/10 оценка;elaboration_r
