EDU_1;EDU_2;Relation
Сил нет, как надоела бесплатная медицина.;Бесплатная в кавычках,;preparation_r
т.к. все знают, что ничего бесплатного в этом мире не бывает;Бесплатная в кавычках,;cause_r
— в СССР был ЕСН (Единый социальный налог) в размере 27% от фонда заработной платы,;т.к. все знают, что ничего бесплатного в этом мире не бывает;elaboration_r
сейчас - в гораздо большем размере различные взносы в ФОМС, ФСС и ПФ,;— в СССР был ЕСН (Единый социальный налог) в размере 27% от фонда заработной платы,;comparison_m
которые почему-то убраны из числа налогов;сейчас - в гораздо большем размере различные взносы в ФОМС, ФСС и ПФ,;elaboration_r
(наверное, чтоб кричать на каждом углу, что у нас в стране одни из самых низких налогов в мире),;которые почему-то убраны из числа налогов;purpose_r
но являются обязательными платежами,;которые почему-то убраны из числа налогов;contrast_m
то есть по сути - те же скрытые налоги.;но являются обязательными платежами,;restatement_m
У каждого из нас есть страховой полис, в котором указана конкретная страховая компания.;Люди, мы с вами ЗАСТРАХОВАНЫ!;preparation_r
Мы ходим в наши бесплатные больницы ПО СТРАХОВКАМ!;Люди, мы с вами ЗАСТРАХОВАНЫ!;elaboration_r
И по этим страховкам нам положено медицинское обслуживание, которое должна оплачивать страховая компания!;Мы ходим в наши бесплатные больницы ПО СТРАХОВКАМ!;elaboration_r
А не мы с вами из своего кармана.;И по этим страховкам нам положено медицинское обслуживание, которое должна оплачивать страховая компания!;contrast_m
Мы уже из своей зарплаты все-все-все оплатили (ну кроме эстетической стоматологии, косметологии и некоторых других моментов, но я ведь не об этом).;И по этим страховкам нам положено медицинское обслуживание, которое должна оплачивать страховая компания!;elaboration_r
Господи, когда же это дойдет до наших врачей???;Люди, мы с вами ЗАСТРАХОВАНЫ!;evaluation_r
Кате скоро рожать,;и она, как путняя, ходит по врачам.;cause_r
и она, как путняя, ходит по врачам.;Только на мою аритмию забили,;preparation_r
Как и мне 22 года назад, ей поставили аритмию.;и она, как путняя, ходит по врачам.;background_r
потому что в то время кроме допотопного УЗИ-аппарата, ничего не было;Только на мою аритмию забили,;cause_r
(врач что-то посмотрел там,;потому что в то время кроме допотопного УЗИ-аппарата, ничего не было;elaboration_r
