EDU_1;EDU_2;Relation
Я занимаюсь веб программированием 15 лет.;IE 6 был самым передовым и инновационным браузером,;preparation_r
Когда я начинал работать за деньги;IE 6 был самым передовым и инновационным браузером,;condition_r
(компьютер у меня был и раньше, конечно),;Когда я начинал работать за деньги;background_r
Firefox должен был вот-вот появиться,;IE 6 был самым передовым и инновационным браузером,;joint_m
разработчики верили, что будущее за XHTML,;IE 6 был самым передовым и инновационным браузером,;joint_m
до первого драфта HTML 5 и запуска StackOverflow оставалось 4 года,;IE 6 был самым передовым и инновационным браузером,;joint_m
а до первого Chrome – пять лет.;IE 6 был самым передовым и инновационным браузером,;joint_m
Мы все ждали, когда же он вот все вообще поглотит,;С вебом было связяно много неоправданных надежд, хайпа, завышенных ожиданий.;elaboration_r
заменит,;Мы все ждали, когда же он вот все вообще поглотит,;joint_m
научится всему;Мы все ждали, когда же он вот все вообще поглотит,;joint_m
и вообще останется чуть ли не единственным инструментом,;Мы все ждали, когда же он вот все вообще поглотит,;joint_m
с которым будут работать вообще все.;и вообще останется чуть ли не единственным инструментом,;elaboration_r
Сейчас ажиотаж спал;и можно взглянуть трезво,;cause_r
и можно взглянуть трезво,;что он такое есть;evaluation_r
что он такое есть;С вебом было связяно много неоправданных надежд, хайпа, завышенных ожиданий.;sequence_m
и что он такое нет.;что он такое есть;contrast_m
Получается вот как.;Веб хорош;preparation_r
для быстрого прототипирования, простого delivery,;Веб хорош;purpose_r
но масштаб его роста сильно ограничен.;Веб хорош;contrast_m
Грубо говоря, он подходит только для прототипов и игрушечных задач.;Веб хорош;evaluation_r
Что-то вроде языка Basic,;Веб хорош;comparison_m
вроде и программы писать на нем можно,;Что-то вроде языка Basic,;elaboration_r
но всерьез его никто не берет.;вроде и программы писать на нем можно,;contrast_m
Веб, конечно, не пропадет,;Веб хорош;evaluation_r
но в конечном счете займет место какого-нибудь там питона,;Веб, конечно, не пропадет,;contrast_m
на котором будут детей в MIT учить;но в конечном счете займет место какого-нибудь там питона,;elaboration_r
и ученые не слишком требовательные графики рисовать.;на котором будут детей в MIT учить;joint_m
Почему?;Качество.;solutionhood_r
Все, сделанное на вебе, просто не доводится до какого-то сносного качества.;Качество.;elaboration_r
Да, на вебе можно начать,;Все, сделанное на вебе, просто не доводится до какого-то сносного качества.;elaboration_r
и это будет быстрый старт.;Да, на вебе можно начать,;evaluation_r
Но веб нельзя дожать до приемлимого состояния.;Да, на вебе можно начать,;contrast_m
От слова никак.;Но веб нельзя дожать до приемлимого состояния.;evaluation_r
Обязательно будет смешно, плохо и стыдно,;Но веб нельзя дожать до приемлимого состояния.;cause_r
а хорошо и быстро — никогда.;Обязательно будет смешно, плохо и стыдно,;contrast_m
Все веб-программисты на самом деле верят, что это они недостаточно стараются,;Но веб нельзя дожать до приемлимого состояния.;elaboration_r
но если было бы время,;можно было бы сделать нормально.;condition_r
можно было бы сделать нормально.;Все веб-программисты на самом деле верят, что это они недостаточно стараются,;contrast_m
На этом самообмане вообще вся веб-индустрия держится.;Все веб-программисты на самом деле верят, что это они недостаточно стараются,;evaluation_r
Но нет. Нельзя.;Все веб-программисты на самом деле верят, что это они недостаточно стараются,;contrast_m
Ни за какие деньги.;Но нет. Нельзя.;condition_r
Просто физически невозможно.;Но нет. Нельзя.;condition_r
С адблоком и reader mode жить можно.;Ладно, простые статические страницы с текстом — ок, может быть.;joint_m
Хотя и тут есть умельцы,;которые умудряются сто слов отрендерить в страницу в 20 мегабайт,;evaluation_r
которые умудряются сто слов отрендерить в страницу в 20 мегабайт,;Ладно, простые статические страницы с текстом — ок, может быть.;concession_r
потому что технологии, инновации и disruption.;которые умудряются сто слов отрендерить в страницу в 20 мегабайт,;cause_r
Что-то чуть сложнее — все,;Сразу вешайтесь.;solutionhood_r
говно лезет из всех щелей.;Что-то чуть сложнее — все,;evaluation_r
Веб-приложения?;Что-то чуть сложнее — все,;elaboration_r
Интерфейсы?;Веб-приложения?;joint_m
Сразу вешайтесь.;Ладно, простые статические страницы с текстом — ок, может быть.;contrast_m
Веб не создан;Нет ни одного человека, который бы искренне любил веб-версию чего-либо;background_r
для приложений;Веб не создан;purpose_r
и не развивается в эту сторону даже.;Веб не создан;joint_m
Нет ни одного человека, который бы искренне любил веб-версию чего-либо;Сразу вешайтесь.;cause_r
и предпочитал ее нативной.;Нет ни одного человека, который бы искренне любил веб-версию чего-либо;joint_m
Как только появляется альтернатива, даже иллюзия альтернативы, даже электрон-приложение,;— всё, команда с крысами покинула корабль.;condition_r
— всё, команда с крысами покинула корабль.;Нет ни одного человека, который бы искренне любил веб-версию чего-либо;cause_r
можно только если очень, очень сильно смотреть на какой-то очень и очень частный случай сквозь пальцы,;Сказать, что веб-приложение работает «нормально»;condition_r
стиснутые настолько сильно,;можно только если очень, очень сильно смотреть на какой-то очень и очень частный случай сквозь пальцы,;elaboration_r
что они превращаются в фейспалм,;стиснутые настолько сильно,;evaluation_r
и только если очень, очень верить в идею веба;можно только если очень, очень сильно смотреть на какой-то очень и очень частный случай сквозь пальцы,;joint_m
и хотеть это «нормально» увидеть.;и только если очень, очень верить в идею веба;joint_m
В определенных условиях на определенной мощности машине;страничка может проскроллиться относительно плавно.;condition_r
страничка может проскроллиться относительно плавно.;Сказать, что веб-приложение работает «нормально»;elaboration_r
В определенном месте экватора сайт может открыться условно быстро,;страничка может проскроллиться относительно плавно.;joint_m
а в определенное время конкретного дня в веб-консоли даже не будет ни одной ошибки.;страничка может проскроллиться относительно плавно.;joint_m
Но если взять платформу в целом,;иллюзия пропадает.;condition_r
без сверхподвигов и свехржертв,;иллюзия пропадает.;condition_r
иллюзия пропадает.;Начинается бесконечный поток убогостей, шероховатостей, заусенцев, тормозов, проблем, ошибок,;cause_r
Если дать на нее посмотреть человеку,;иллюзия пропадает.;condition_r
не укушенному веб-пропагандой,;Если дать на нее посмотреть человеку,;condition_r
иллюзия пропадает.;иллюзия пропадает.;joint_m
Как только приложение открывает кто-то, отличный от его собственного разработчика на гигабитном интернете и двенадцатиядерном аймаке про,;иллюзия пропадает.;condition_r
иллюзия пропадает.;иллюзия пропадает.;joint_m
которые в принципе не устранить никаким образом.;Начинается бесконечный поток убогостей, шероховатостей, заусенцев, тормозов, проблем, ошибок,;elaboration_r
Даже если у разработчика есть внимание и желание возиться с такими глупостями,;— нет, оно не исправляется в принципе.;condition_r
даже если приложить бесконенчые усилия;Даже если у разработчика есть внимание и желание возиться с такими глупостями,;joint_m
— нет, оно не исправляется в принципе.;которые в принципе не устранить никаким образом.;elaboration_r
Я знаю, я сам такой разработчик,;— нет, оно не исправляется в принципе.;evidence_r
и я пробовал много раз,;Я знаю, я сам такой разработчик,;joint_m
и много раз обжигался.;Я знаю, я сам такой разработчик,;joint_m
Хотя когда смотришь издалека,;на бумаге, вроде все хорошо.;condition_r
на бумаге, вроде все хорошо.;— нет, оно не исправляется в принципе.;concession_r
Что может пойти не так?;Да все что угодно.;solutionhood_r
Да все что угодно.;на бумаге, вроде все хорошо.;elaboration_r
И не только может,;Да все что угодно.;elaboration_r
но и пойдет, причем в самом неожиданном месте.;И не только может,;joint_m
Веб это такой аналог российского автопрома;Да все что угодно.;comparison_m
— издалека вроде тоже машина,;Веб это такой аналог российского автопрома;elaboration_r
вроде тоже ездит,;— издалека вроде тоже машина,;joint_m
че еще надо-то?;— издалека вроде тоже машина,;joint_m
Но, как мы все прекрасно знаем, есть нюанс.;Веб это такой аналог российского автопрома;contrast_m
Существует ли версия этой реальности,;А что WebAssebly?;preparation_r
где веб вырастает во что-то более значимое?;Существует ли версия этой реальности,;condition_r
А как же WebAssembly?;Существует ли версия этой реальности,;joint_m
Эта чехарда имеет смысл только только для людей, которые думают, что компьютеров нигде кроме браузера не существует.;А что WebAssebly?;evaluation_r
Очнитесь, ребята, это еще один никому ненужный слой абстракции.;А что WebAssebly?;contrast_m
Мы с радостью себя отбросили на N лет назад;Очнитесь, ребята, это еще один никому ненужный слой абстракции.;elaboration_r
и теперь с радостью это преодолеваем.;Мы с радостью себя отбросили на N лет назад;joint_m
WebAssembly — это попытка запихнуть в веб то, что без веба прекрасно работало уже несколько десятков лет как — С++ приложения.;А что WebAssebly?;elaboration_r
Чтобы что?;Я не знаю чтобы что.;solutionhood_r
Я не знаю чтобы что.;WebAssembly — это попытка запихнуть в веб то, что без веба прекрасно работало уже несколько десятков лет как — С++ приложения.;purpose_r
Чтобы условный Вася все равно качал себе Слак,;Я не знаю чтобы что.;contrast_m
завернутый в Электрон,;Чтобы условный Вася все равно качал себе Слак,;elaboration_r
зато теперь написаный на WebAssembly.;завернутый в Электрон,;contrast_m
Смотри, мам, он почти как нативный,;Чтобы условный Вася все равно качал себе Слак,;elaboration_r
даже иконочка есть!;Смотри, мам, он почти как нативный,;elaboration_r
И почти не тормозит. Почти-почти.;Смотри, мам, он почти как нативный,;joint_m
