EDU_1;EDU_2;Relation
На прошлой неделе исследователь Джонатан Лейтсач опубликовал весьма эмоциональный пост;об уязвимостях в клиенте для веб-конференций Zoom для операционной системы macOS.;attribution_r
об уязвимостях в клиенте для веб-конференций Zoom для операционной системы macOS.;Попробуем разобраться,;background_r
В данном случае не совсем понятно, была ли уязвимость непреднамеренным багом или заранее спланированной фичей.;об уязвимостях в клиенте для веб-конференций Zoom для операционной системы macOS.;evaluation_r
но;Попробуем разобраться,;contrast_m
если коротко,;выходит так:;condition_r
выходит так:;но;same-unit_m
если у вас установлен клиент Zoom,;злоумышленник может подключить вас к своей телеконференции без спроса,;condition_r
злоумышленник может подключить вас к своей телеконференции без спроса,;но;elaboration_r
более того — он может активировать веб-камеру,;злоумышленник может подключить вас к своей телеконференции без спроса,;joint_m
не спрашивая дополнительных разрешений.;более того — он может активировать веб-камеру,;condition_r
Тот момент, когда вместо поиска пропатченной версии кто-то решит просто удалить клиент из системы.;В опасности, таким образом, оказались даже те, кто когда-то пользовался сервисами Zoom,;cause_r
Но в данном случае это не поможет:;Тот момент, когда вместо поиска пропатченной версии кто-то решит просто удалить клиент из системы.;contrast_m
вместе с клиентом устанавливается веб-сервер, который работает даже после деинсталляции;Но в данном случае это не поможет:;elaboration_r
— он даже способен «вернуть» клиентское ПО на место.;вместе с клиентом устанавливается веб-сервер, который работает даже после деинсталляции;joint_m
В опасности, таким образом, оказались даже те, кто когда-то пользовался сервисами Zoom,;К ним на помощь пришла компания Apple,;solutionhood_r
но потом перестал.;В опасности, таким образом, оказались даже те, кто когда-то пользовался сервисами Zoom,;contrast_m
без особых фанфар удалившая веб-сервер апдейтом для ОС.;К ним на помощь пришла компания Apple,;elaboration_r
Эта история — настоящая infosec-драма,;К ним на помощь пришла компания Apple,;elaboration_r
в которой пользователям остается только наблюдать, как на их компьютерах появляется;Эта история — настоящая infosec-драма,;elaboration_r
и исчезает разнообразный софт.;в которой пользователям остается только наблюдать, как на их компьютерах появляется;joint_m
к нему пытается обратиться сайт сервиса;Исследование методов работы клиента Zoom началось с изучения локального веб-сервера:;elaboration_r
при открытии ссылки;к нему пытается обратиться сайт сервиса;condition_r
для подключения к телеконференции.;к нему пытается обратиться сайт сервиса;purpose_r
