EDU_1;EDU_2;Relation
Для начала дисклеймер:;Текст призван ознакомить широкие массы с реальной ситуацией;preparation_r
Нижеследующий текст написан не для того,;Текст призван ознакомить широкие массы с реальной ситуацией;solutionhood_r
чтобы жаловаться,;Нижеследующий текст написан не для того,;purpose_r
выбивать финансирование;чтобы жаловаться,;joint_m
или бороться «за лучшее место под солнцем».;чтобы жаловаться,;joint_m
У меня есть свой бизнес,;так что лично меня с точки зрения личного благополучия всё устраивает.;cause_r
который приносит мне стабильный доход,;У меня есть свой бизнес,;elaboration_r
в связи с прошедшим ПМЭФ;я познакомился с несколькими людьми, которые предлагают мне перспективные проекты,;cause_r
я познакомился с несколькими людьми, которые предлагают мне перспективные проекты,;У меня есть свой бизнес,;joint_m
так что лично меня с точки зрения личного благополучия всё устраивает.;Нижеследующий текст написан не для того,;contrast_m
И на госфинансирование я не претендую.;так что лично меня с точки зрения личного благополучия всё устраивает.;joint_m
Более того, всё написанное никак не изменит моих антимайданных и антизападных убеждений.;так что лично меня с точки зрения личного благополучия всё устраивает.;joint_m
(или, если точнее, то с моей точкой зрения на то, как эта реальность выглядит).;Текст призван ознакомить широкие массы с реальной ситуацией;evaluation_r
Теперь,;что Кремль закидывает патриотических блогеров деньгами и прочими ништяками.;preparation_r
когда мы это оговорили,;приступим.;condition_r
приступим.;Теперь,;same-unit_m
В ширнармассах существует странное убеждение;что Кремль закидывает патриотических блогеров деньгами и прочими ништяками.;evaluation_r
(активно поддерживаемое оппозицией),;В ширнармассах существует странное убеждение;background_r
Это не так.;что Кремль закидывает патриотических блогеров деньгами и прочими ништяками.;contrast_m
Вообще не так.;Это не так.;evaluation_r
Всё ровным счётом наоборот.;Это не так.;evaluation_r
У руководства России есть телевидение.;Всё ровным счётом наоборот.;elaboration_r
И ничего больше его не интересует.;У руководства России есть телевидение.;contrast_m
Всё финансирование идёт всяким «Первым каналам», «Россиям-1/24» и так далее.;У руководства России есть телевидение.;elaboration_r
На блогеров или интернет-вещание никто не тратится.;Всё финансирование идёт всяким «Первым каналам», «Россиям-1/24» и так далее.;contrast_m
Это для них «слишком мелко».;На блогеров или интернет-вещание никто не тратится.;cause_r
Они привыкли «бить по площадям», ковровыми бомбардировками.;Это для них «слишком мелко».;cause_r
Среди чиновников доминирует мнение,;то заниматься блогерами или интернет-СМИ,;attribution_r
что если ТВ охватывает 50-70 миллионов человек,;то заниматься блогерами или интернет-СМИ,;condition_r
то заниматься блогерами или интернет-СМИ,;Они привыкли «бить по площадям», ковровыми бомбардировками.;elaboration_r
аудитория которых исчисляется даже сотнями тысяч;то заниматься блогерами или интернет-СМИ,;background_r
– не интересно.;то заниматься блогерами или интернет-СМИ,;evaluation_r
Руководство России совершает в информационной политике ту же ошибку,;то заниматься блогерами или интернет-СМИ,;evaluation_r
что и Советский Союз когда-то – сосредоточено на официальной пропаганде;Руководство России совершает в информационной политике ту же ошибку,;comparison_m
и игнорирует блогосферу и «сарафанное радио».;что и Советский Союз когда-то – сосредоточено на официальной пропаганде;joint_m
А ведь когда-то именно подпольное вещание «Радио Свобода», «Дойче Велле» и «Голос Америки» внесло существенный вклад в развал СССР.;Руководство России совершает в информационной политике ту же ошибку,;cause_r
А вот оппоботов, укроботов и американских (или, более широко, западные) ботов – десятки тысяч.;Кстати, никаких «ольгинских ботов» тоже не существует. Вообще.;contrast_m
Мне известно про восемь разных «ферм».;А вот оппоботов, укроботов и американских (или, более широко, западные) ботов – десятки тысяч.;elaboration_r
Плюс, например, у КПРФ есть своя фабрика ботов, вполне легальная;А вот оппоботов, укроботов и американских (или, более широко, западные) ботов – десятки тысяч.;joint_m
(я даже выкладывал фото Зюганова с этими деятелями);Плюс, например, у КПРФ есть своя фабрика ботов, вполне легальная;background_r
и вполне себе оппозиционно-майданная.;Плюс, например, у КПРФ есть своя фабрика ботов, вполне легальная;joint_m
Правда, она очень топорная;Плюс, например, у КПРФ есть своя фабрика ботов, вполне легальная;contrast_m
и пропаганду ведёт предельно тупую,;в стиле «Я на выборы никогда не ходил»;evaluation_r
в стиле «Я на выборы никогда не ходил»;Правда, она очень топорная;joint_m
и/или «В топ! Грудинина/Платошкина/Лукошкина в президенты!».;в стиле «Я на выборы никогда не ходил»;contrast_m
Накручивают просмотры, лайки и репосты,;Правда, она очень топорная;elaboration_r
устраивают массовые набеги в комменты с бессвязными оскорблениями и матами,;Накручивают просмотры, лайки и репосты,;joint_m
распространяют фейки про неугодных им персонажей и так далее.;Накручивают просмотры, лайки и репосты,;joint_m
На всё это выделяются и осваиваются нехилые бюджеты.;А вот оппоботов, укроботов и американских (или, более широко, западные) ботов – десятки тысяч.;elaboration_r
Ниточки финансирования идут через таких персонажей, как Навальный, Гудков, Рашкин, Пономарёв к западным спецслужбам,;На всё это выделяются и осваиваются нехилые бюджеты.;elaboration_r
которые используют деньги от наркоторговли (а иногда, как оказывается, и наркотики напрямую);Ниточки финансирования идут через таких персонажей, как Навальный, Гудков, Рашкин, Пономарёв к западным спецслужбам,;background_r
для финансирования своих нелегальных операций.;которые используют деньги от наркоторговли (а иногда, как оказывается, и наркотики напрямую);purpose_r
Если на финансирование «RT» государство российское тратит порядка 80 миллионов долларов в год,;В любом случае, масштабы финансирования несопоставимы.;evidence_r
то американцы тратят на свою русофобскую пропаганду около 30 миллиардов.;Если на финансирование «RT» государство российское тратит порядка 80 миллионов долларов в год,;comparison_m
На три порядка больше.;Если на финансирование «RT» государство российское тратит порядка 80 миллионов долларов в год,;evaluation_r
Если даже «Раша Тудэй» получает минимальное финансирование;поэтому активно использует волонтёрский труд),;cause_r
(и, как мне рассказали изнутри,;поэтому активно использует волонтёрский труд),;attribution_r
поэтому активно использует волонтёрский труд),;то что уже говорить о блогосфере?;condition_r
то что уже говорить о блогосфере?;Ей попросту никто не занимается. Вообще.;solutionhood_r
Ей попросту никто не занимается. Вообще.;В любом случае, масштабы финансирования несопоставимы.;contrast_m
Все так называемые «охранители» в интернете – это исключительно добровольцы.;Именно поэтому на таких сайтах, как «Ньюз-фронт» или «Журналистская правда» всегда много рекламы с дурацких «партнёрских обменок».;cause_r
И существуют исключительно на самофинансировании.;Все так называемые «охранители» в интернете – это исключительно добровольцы.;elaboration_r
Именно поэтому на таких сайтах, как «Ньюз-фронт» или «Журналистская правда» всегда много рекламы с дурацких «партнёрских обменок».;Ей попросту никто не занимается. Вообще.;evidence_r
Потому что бюджетов на рекламу попросту НЕТ.;Именно поэтому на таких сайтах, как «Ньюз-фронт» или «Журналистская правда» всегда много рекламы с дурацких «партнёрских обменок».;cause_r
А «партнёрки» бесплатны,;Потому что бюджетов на рекламу попросту НЕТ.;joint_m
и дают хоть какие-то дополнительные просмотры.;А «партнёрки» бесплатны,;joint_m
Факты. Всегда смотрите на факты.;У «оппозиции» всегда полно денег.;preparation_r
У «оппозиции» всегда полно денег.;то у него внезапно решаются все финансовые проблемы,;solutionhood_r
Их попросту заливают деньгами.;У «оппозиции» всегда полно денег.;evaluation_r
И это всегда видно.;У «оппозиции» всегда полно денег.;elaboration_r
