EDU_1;EDU_2;Relation
для улучшение пищеварения, избавления от лишних сантиметров, повышения бодрости и легкости.;Сочетание продуктов — один из самых простых и эффективных инструментов;purpose_r
Главные правила достаточно просты,;Сочетание продуктов — один из самых простых и эффективных инструментов;evaluation_r
но в начале можно запутаться.;Главные правила достаточно просты,;contrast_m
Эти простые принципы помогут быстро перейти от теории к практике;Сочетание продуктов — один из самых простых и эффективных инструментов;elaboration_r
и ответят на самые частые вопросы о сочетании продуктов.;Эти простые принципы помогут быстро перейти от теории к практике;joint_m
Впервые о сочетании продуктов я прочитала лет 10 назад в книге американского натуропата Герберта Шелтона.;Сегодня эти принципы сочетания рекомендуют многие специалисты по питанию.;background_r
Когда я стала использовать его рекомендации,;сразу заметила улучшение пищеварения,;condition_r
сразу заметила улучшение пищеварения,;Впервые о сочетании продуктов я прочитала лет 10 назад в книге американского натуропата Герберта Шелтона.;evaluation_r
появилось больше энергии;сразу заметила улучшение пищеварения,;joint_m
и пропало чувство тяжести после еды.;сразу заметила улучшение пищеварения,;joint_m
Более простую систему по сочетанию продуктов я узнала во время обучения у Наталии Роуз, американского специалиста по детоксу.;Впервые о сочетании продуктов я прочитала лет 10 назад в книге американского натуропата Герберта Шелтона.;comparison_m
Именно этой системой я пользуюсь сама;Сегодня эти принципы сочетания рекомендуют многие специалисты по питанию.;elaboration_r
и рассказываю о ней на своих семинарах.;Именно этой системой я пользуюсь сама;joint_m
На принципах сочетания продуктов строится меню в нашей онлайн детокс-программе.;Сегодня эти принципы сочетания рекомендуют многие специалисты по питанию.;elaboration_r
На сайте уже был пост про сочетание продуктов.;В этом посте разберем частые вопросы, исключения и важные детали.;background_r
В нем расписано, в чем суть подхода,;На сайте уже был пост про сочетание продуктов.;elaboration_r
и на какие категории делятся продукты.;В нем расписано, в чем суть подхода,;joint_m
В этом посте разберем частые вопросы, исключения и важные детали.;На принципах сочетания продуктов строится меню в нашей онлайн детокс-программе.;elaboration_r
・ ・ ・ 1 ・ ・ ・ Животные белки не дружат с крахмалами;Мясо, курица, рыба, сыр, яйца лучше употреблять отдельно от картофеля, макарон, теста, риса, гречки и других круп.;preparation_r
Это самое главное правило,;Мясо, курица, рыба, сыр, яйца лучше употреблять отдельно от картофеля, макарон, теста, риса, гречки и других круп.;evaluation_r
применение которого на практике кардинально меняет пищеварение в лучшую сторону,;Это самое главное правило,;elaboration_r
помогает забыть о сонливости и тяжести после еды.;применение которого на практике кардинально меняет пищеварение в лучшую сторону,;joint_m
— Животные белки и крахмалы лучше употреблять в разные приемы пищи,;Мясо, курица, рыба, сыр, яйца лучше употреблять отдельно от картофеля, макарон, теста, риса, гречки и других круп.;elaboration_r
сочетая их со свежими или приготовленными овощами.;— Животные белки и крахмалы лучше употреблять в разные приемы пищи,;condition_r
Например:;— Животные белки и крахмалы лучше употреблять в разные приемы пищи,;elaboration_r
— на обед: гречка + овощной салат с авокадо;Например:;elaboration_r
— на ужин: рыба + овощи-гриль;— на обед: гречка + овощной салат с авокадо;joint_m
・ ・ ・ 2 ・ ・ ・  Тяжелые «белки» + тяжелые «крахмалы» = очень тяжело;В каждой категории продуктов есть продукты более тяжелые;preparation_r
для усвоения,;В каждой категории продуктов есть продукты более тяжелые;purpose_r
а есть более легкие.;В каждой категории продуктов есть продукты более тяжелые;contrast_m
