EDU_1;EDU_2;Relation
Прям иностранными-иностранным его можно было назвать исключительно условно.;Когда мне было лет эдак 12 в наш сибирский городок с первыми лучами мнимой свободы и вседозволенности неожиданно нагрянул заграничный Лунапарк.;evaluation_r
Не помню уж сейчас откуда это чудо-чудное, диво-дивное на гастроли приехало,;Когда мне было лет эдак 12 в наш сибирский городок с первыми лучами мнимой свободы и вседозволенности неожиданно нагрянул заграничный Лунапарк.;elaboration_r
точно знаю, что из стран околосоветского пространства.;Не помню уж сейчас откуда это чудо-чудное, диво-дивное на гастроли приехало,;elaboration_r
Польша?;точно знаю, что из стран околосоветского пространства.;elaboration_r
Югославия...Хз. Не суть.;Польша?;joint_m
на самом то деле не отличающихся особым разнообразием и выдумкой (как уже понимаешь сейчас),;Средь диковинных сосучих леденцов, круглых, но плоских, предтечи мирового бренда с логотипом от Дали, и таких же, но других конфет в виде маленьких посохов, средь сладкой ваты и непременных жвачек, мечт простого, фактически еще советского ребенка, средь аттракционов;elaboration_r
но таких желанных;на самом то деле не отличающихся особым разнообразием и выдумкой (как уже понимаешь сейчас),;contrast_m
и манких своею новизной,;но таких желанных;joint_m
средь всего этого фестивально-капустнического великолепия капли цивилизации в далекой провинции,;Средь диковинных сосучих леденцов, круглых, но плоских, предтечи мирового бренда с логотипом от Дали, и таких же, но других конфет в виде маленьких посохов, средь сладкой ваты и непременных жвачек, мечт простого, фактически еще советского ребенка, средь аттракционов;same-unit_m
была привезена так называемая Комната страха.;Средь диковинных сосучих леденцов, круглых, но плоских, предтечи мирового бренда с логотипом от Дали, и таких же, но других конфет в виде маленьких посохов, средь сладкой ваты и непременных жвачек, мечт простого, фактически еще советского ребенка, средь аттракционов;same-unit_m
Помещение с чучелАми невинно убиенных зомби, внезапно возникающими из тьмы.;Средь диковинных сосучих леденцов, круглых, но плоских, предтечи мирового бренда с логотипом от Дали, и таких же, но других конфет в виде маленьких посохов, средь сладкой ваты и непременных жвачек, мечт простого, фактически еще советского ребенка, средь аттракционов;joint_m
