EDU_1;EDU_2;Relation
когда у кого-то начинает что-либо хорошо получаться,;то почти всегда найдутся «подражатели», которые попытаются повторить тот же самый успех, путем копирования видимых действий оригинала?;cause_r
то почти всегда найдутся «подражатели», которые попытаются повторить тот же самый успех, путем копирования видимых действий оригинала?;Замечали ли вы за собой, своими коллегами или друзьями одну интересную особенность:;elaboration_r
При этом обычно, это подражание ни к чему не приводит,;Замечали ли вы за собой, своими коллегами или друзьями одну интересную особенность:;joint_m
поскольку «подражатель» начинает копировать лишь несколько видимых аспектов,;При этом обычно, это подражание ни к чему не приводит,;cause_r
без понимания всех внутренних причин успеха.;поскольку «подражатель» начинает копировать лишь несколько видимых аспектов,;condition_r
Первые примеры такого подражания легко увидеть у детей или подростков.;Вспомните, как мы встречались мальчишками осенью;preparation_r
Вспомните, как мы встречались мальчишками осенью;Сразу же вокруг него соберется группа однокашников, страстно желающих узнать рецепт успеха.;cause_r
и кто-то начинал хвастаться своими бицепсами.;Вспомните, как мы встречались мальчишками осенью;joint_m
При этом самое смешное, наблюдать, как избирательно работает наш мозг,;Сразу же вокруг него соберется группа однокашников, страстно желающих узнать рецепт успеха.;joint_m
который воспринимает лишь то, что мы хотим услышать.;При этом самое смешное, наблюдать, как избирательно работает наш мозг,;elaboration_r
Так во фразе: я тренировался на турнике каждый день по 40 минут в течении трех месяцев, мы услышим лишь «тренировался на турнике»;и будем озадачены отсутствием результата через неделю,;cause_r
и будем озадачены отсутствием результата через неделю,;При этом самое смешное, наблюдать, как избирательно работает наш мозг,;evidence_r
подтянувшись за все это время 4 раза.;и будем озадачены отсутствием результата через неделю,;condition_r
А, турник – это не для меня!;и будем озадачены отсутствием результата через неделю,;sequence_m
У меня мышцы спины слабые;А, турник – это не для меня!;cause_r
(руки слишком длинные,;У меня мышцы спины слабые;joint_m
турник во дворе кривой,;У меня мышцы спины слабые;joint_m
нет подходящих перчаток и т.п.), услышим мы через неделю,;У меня мышцы спины слабые;joint_m
