EDU_1;EDU_2;Relation
Сейчас идёт сбор средств на вторую стадию Штаба Преображения Петербурга.;Мы собираем 500к рублей,;preparation_r
если этот сбор будет успешным;— крупный жертвователь Городских Проектов добавит ещё 500к,;condition_r
— крупный жертвователь Городских Проектов добавит ещё 500к,;и с общим бюджетом в миллион мы сможем запустить много новых интересных проектов.;cause_r
и с общим бюджетом в миллион мы сможем запустить много новых интересных проектов.;Мы собираем 500к рублей,;purpose_r
На данный момент собрано 186,000;Мы собираем 500к рублей,;elaboration_r
— это неплохо,;На данный момент собрано 186,000;evaluation_r
но пока недостаточно.;— это неплохо,;contrast_m
Сегодня хочу вам показать проекты, которые мы уже сделали.;Мы собираем 500к рублей,;joint_m
Все их можно посмотреть на сайте штаба.;Сегодня хочу вам показать проекты, которые мы уже сделали.;elaboration_r
чтобы каждый проект не только показывал принципы улучшения конкретного места,;Мы стараемся делать так,;purpose_r
но и мог стать примером;чтобы каждый проект не только показывал принципы улучшения конкретного места,;joint_m
для работы с другими похожими пространствами.;но и мог стать примером;purpose_r
Ясное дело, что с бюджетом в 80к рублей можно сделать лишь концепцию и красивые картиночки.;Мы стараемся делать так,;evaluation_r
Но проблемы в Петербурге настолько простые и настолько на поверхности,;что совершенно очевидно, как их решать,;cause_r
что совершенно очевидно, как их решать,;Ясное дело, что с бюджетом в 80к рублей можно сделать лишь концепцию и красивые картиночки.;contrast_m
и глубоких исследований не требуется;что совершенно очевидно, как их решать,;joint_m
для такой демонстрации.;и глубоких исследований не требуется;purpose_r
Начнём с Казанского сада.;Это просто какой-то провал и позорище,;preparation_r
как умудрились такой красивейший собор,;Это просто какой-то провал и позорище,;evaluation_r
находящийся в таком месте у всех на виду,;как умудрились такой красивейший собор,;background_r
превратить в тупо склад хаотично припаркованных машин;как умудрились такой красивейший собор,;same-unit_m
Обратите внимание сверху справа на кнопку «показать сноски с комментариями».;Там можно увидеть комментарии Петербуржских архитекторов, которые делали проект.;preparation_r
Все проекты делают только Петербуржские архитектурные бюро,;Там можно увидеть комментарии Петербуржских архитекторов, которые делали проект.;elaboration_r
то есть город,;Все проекты делают только Петербуржские архитектурные бюро,;restatement_m
если захочет,;то есть город,;condition_r
прямо завтра может у них же заказать детальную проработку проекта;то есть город,;same-unit_m
и уже летом существенно улучшить это пространство,;то есть город,;sequence_m
а на следующий год высадить и предлагаемый яблоневый сад,;то есть город,;sequence_m
привезя крупномеры, например, из этого или любого другого питомника.;а на следующий год высадить и предлагаемый яблоневый сад,;condition_r
