EDU_1;EDU_2;Relation
Может я и счастливый человек,;что до 33 лет не ведал проблем с зубами,;evaluation_r
что до 33 лет не ведал проблем с зубами,;Как ни гнал я от себя эту крамольную мысль,;preparation_r
но всё когда-то бывает впервые.;что до 33 лет не ведал проблем с зубами,;contrast_m
но пришёл и мой черёд осознать что заветного кресла мне не избежать.;Как ни гнал я от себя эту крамольную мысль,;contrast_m
Осознание это пришло не сразу.;но пришёл и мой черёд осознать что заветного кресла мне не избежать.;elaboration_r
Когда от нижней челюсти заболела верхняя и левое ухо,;тут ещё можно было как-то стерпеть,;condition_r
тут ещё можно было как-то стерпеть,;Осознание это пришло не сразу.;elaboration_r
заткнуть дырку в зубе кусочком анальгина.;тут ещё можно было как-то стерпеть,;elaboration_r
Но когда боль перешла на ногу;— вот тут я реально испугался.;condition_r
— вот тут я реально испугался.;тут ещё можно было как-то стерпеть,;contrast_m
Дело в том, что я с детства боялся стоматологического кабинета.;То есть как боялся:;preparation_r
я ни когда туда не ходил;То есть как боялся:;elaboration_r
и ни чего об этом не знал,;я ни когда туда не ходил;joint_m
но время от времени слушал страшные истории об ужасах, там происходящих;я ни когда туда не ходил;contrast_m
и по-настоящему в это верил.;но время от времени слушал страшные истории об ужасах, там происходящих;evaluation_r
Даже сцена из фильма Иван Васильевич меняет профессию,;где Шпак отбойным молотком длбит в рот пациента (простите за каламбур);attribution_r
где Шпак отбойным молотком длбит в рот пациента (простите за каламбур);но время от времени слушал страшные истории об ужасах, там происходящих;elaboration_r
подсознательно казалась мне правдивой.;где Шпак отбойным молотком длбит в рот пациента (простите за каламбур);evaluation_r
И даже аналогичная сцена;где Шпак отбойным молотком длбит в рот пациента (простите за каламбур);joint_m
из мультфильма В поисках Немо,;И даже аналогичная сцена;same-unit_m
вышедшего на экраны в начале нулевых,;из мультфильма В поисках Немо,;background_r
когда я был уже во взрослом возрасте;из мультфильма В поисках Немо,;background_r
— только укрепила во мне эту стоматофобию.;И даже аналогичная сцена;same-unit_m
Ой:) сейчас же в моде такие словечки: Ксенофобия, пидорофобия и вот теперь ещё и стоматофобия.;— только укрепила во мне эту стоматофобию.;background_r
Ну таки вот. Настал самый счастливый день в моей жизни,;когда я впервые увидел стоматологическое кресло;evaluation_r
когда я впервые увидел стоматологическое кресло;У меня возникла аналогия с американскими фильмами про психологов,;preparation_r
и он мне сразу понравилось.;когда я впервые увидел стоматологическое кресло;joint_m
когда приходит человек к психологу,;У меня возникла аналогия с американскими фильмами про психологов,;elaboration_r
ложится в такое же мягкое и удобное полукресло-полукровать;когда приходит человек к психологу,;sequence_m
и рассказывает о своих гомофобиях.;когда приходит человек к психологу,;sequence_m
Психолог делает приглушенный свет, (слегка даже интимный);У меня возникла аналогия с американскими фильмами про психологов,;joint_m
садится у изголовья пациента;Психолог делает приглушенный свет, (слегка даже интимный);sequence_m
и слушает.;Психолог делает приглушенный свет, (слегка даже интимный);sequence_m
А потом пациент встаёт,;У меня возникла аналогия с американскими фильмами про психологов,;sequence_m
платит деньги психологу за то что тот слушал;А потом пациент встаёт,;sequence_m
и счастливый уходит домой.;А потом пациент встаёт,;sequence_m
Вот и у меня мелькнула шальная мысль что лягу я сейчас в это кресло;У меня возникла аналогия с американскими фильмами про психологов,;comparison_m
и поговорю по душам с доктором,;Вот и у меня мелькнула шальная мысль что лягу я сейчас в это кресло;joint_m
пожалуюсь на жизнь тяжёлую: клаустрофобию, агорафобию и дальше по списку;и поговорю по душам с доктором,;joint_m
да на то как жена моя не верит;что у меня зубок болит,;evaluation_r
что у меня зубок болит,;и поговорю по душам с доктором,;joint_m
за последние дни я его ласково стал называть зубок.;что у меня зубок болит,;evaluation_r
И потом меня эта зубная боль так измучила,;что я готов был в любое кресло сесть,;cause_r
что я готов был в любое кресло сесть,;Вот и у меня мелькнула шальная мысль что лягу я сейчас в это кресло;elaboration_r
лишь бы только кто-нибудь мне помог.;что я готов был в любое кресло сесть,;purpose_r
Оказалось всё ни так уж и страшно.;Кресло действительно мягкое и удобное;preparation_r
— знаете, я бы у себя такое в саду поставил,;Кресло действительно мягкое и удобное;elaboration_r
чтобы сидеть,;— знаете, я бы у себя такое в саду поставил,;purpose_r
пить чай;чтобы сидеть,;joint_m
и созерцать пышное природы увяданье;чтобы сидеть,;joint_m
— доктор, молодая и красивая женщина примерно моего возраста, с большими выразительными глазами,;Кресло действительно мягкое и удобное;joint_m
которые становятся ещё больше;— доктор, молодая и красивая женщина примерно моего возраста, с большими выразительными глазами,;elaboration_r
и выразительнее,;которые становятся ещё больше;joint_m
когда она всё остальное лицо маской закрывает.;которые становятся ещё больше;condition_r
Эти глаза её имеют колоссальное значение в её профессии,;которые становятся ещё больше;evaluation_r
они действуют как кролик на удава — вот какие у неё глаза.;Эти глаза её имеют колоссальное значение в её профессии,;joint_m
А в особенности голос у неё такой тихий и успокаивающий.;— доктор, молодая и красивая женщина примерно моего возраста, с большими выразительными глазами,;elaboration_r
Как заговорит она своим вежливым и пронзительным голосом:;А в особенности голос у неё такой тихий и успокаивающий.;elaboration_r
Откройте шире пожалуйста;Как заговорит она своим вежливым и пронзительным голосом:;elaboration_r
не бойтесь;Откройте шире пожалуйста;joint_m
потерпите,;Откройте шире пожалуйста;joint_m
сейчас будет немного больно;Откройте шире пожалуйста;joint_m
Тише, тише.;Откройте шире пожалуйста;joint_m
Ну что ты так боишься.....;Тише, тише.;evaluation_r
Ох, вы бы слышали какой милый у неё голос.;Как заговорит она своим вежливым и пронзительным голосом:;evaluation_r
Хочется отдаться ей полностью;Ох, вы бы слышали какой милый у неё голос.;evaluation_r
и пусть делает со мной всё что хочет — вот какой у неё голос.;Хочется отдаться ей полностью;joint_m
А вот зубок мой спасти, похоже так и не удастся.;он у меня окончательно развалился.;preparation_r
Пока я столько лет упорно отказывался идти к стоматологу,;он у меня окончательно развалился.;cause_r
Доктор Татьяна мне просто его рассверлила;он у меня окончательно развалился.;sequence_m
и каналы прочистила такой иголочкой с зазубринками типа натфеля, только очень маленького.;Доктор Татьяна мне просто его рассверлила;joint_m
Вот эта процедура самая больная оказалась.;Доктор Татьяна мне просто его рассверлила;evaluation_r
Я даже чуть не обоссался от боли, честное слово.;Вот эта процедура самая больная оказалась.;evaluation_r
Перфоратор же этот,;он у меня окончательно развалился.;contrast_m
от одного только жужжания которого некоторые юзеры сознание теряют;Перфоратор же этот,;evaluation_r
(правда-правда, есть и такие),;от одного только жужжания которого некоторые юзеры сознание теряют;evaluation_r
оказался ни таким уж и страшным.;Перфоратор же этот,;same-unit_m
Была только ода единственная малюсенькая фобийка,;Перфоратор же этот,;contrast_m
что у неё сейчас рука дрогнет;Была только ода единственная малюсенькая фобийка,;elaboration_r
и она мне щёку просверлит насквозь.;что у неё сейчас рука дрогнет;sequence_m
Да вот ещё воняет очень палёными ногтями во рту,;Была только ода единственная малюсенькая фобийка,;elaboration_r
когда она остатки зубочка моего сверлила.;Да вот ещё воняет очень палёными ногтями во рту,;condition_r
и попить амоксициллин.;После выполнения всех процедур назначила она мне полоскать рот содой;joint_m
А после того как стихнет боль;После выполнения всех процедур назначила она мне полоскать рот содой;sequence_m
и сойдёт восполение,;А после того как стихнет боль;joint_m
велела удалять.;После выполнения всех процедур назначила она мне полоскать рот содой;sequence_m
Вот и всё.;велела удалять.;evaluation_r
Поговорить мне с ней так и не удалось,;После выполнения всех процедур назначила она мне полоскать рот содой;contrast_m
потому что она мне всё время в рот железки какие-то засовывала,;Поговорить мне с ней так и не удалось,;cause_r
а в конце начала готовиться к следующему пациенту, который уже стоял в дверях.;потому что она мне всё время в рот железки какие-то засовывала,;joint_m
Так благополучно закончился мой первый к стоматологу.;первым делом развёл чайную ложку соды в стакане тёплой воды —;preparation_r
Когда я пришёл домой,;первым делом развёл чайную ложку соды в стакане тёплой воды —;condition_r
всё как она велела —;первым делом развёл чайную ложку соды в стакане тёплой воды —;elaboration_r
и в этот момент совершил удивительное открытие:;первым делом развёл чайную ложку соды в стакане тёплой воды —;elaboration_r
Оказывается все эти минеральные воды в пластиковых бутылках,;и в этот момент совершил удивительное открытие:;elaboration_r
которые продаются в нашем сельпо,;Оказывается все эти минеральные воды в пластиковых бутылках,;background_r
имеют вкус идентичный моей ложке соды в стакане воды.;Оказывается все эти минеральные воды в пластиковых бутылках,;same-unit_m
Теперь я мечтаю съездить когда-нибудь в Ессентуки;Оказывается все эти минеральные воды в пластиковых бутылках,;evaluation_r
и самому попробовать,;Теперь я мечтаю съездить когда-нибудь в Ессентуки;joint_m
