EDU_1;EDU_2;Relation
не едят ничего вредного,;Многие девушки, которые начинают тренироваться, начинают вести правильный режим питания,;joint_m
спустя 2-3 недели начинают разочаровываться.;Многие девушки, которые начинают тренироваться, начинают вести правильный режим питания,;sequence_m
А разочарование приходит с таким вопросом,;Многие девушки, которые начинают тренироваться, начинают вести правильный режим питания,;elaboration_r
почему я тренируюсь 2-3 недели,;А разочарование приходит с таким вопросом,;elaboration_r
кушаю правильно,;почему я тренируюсь 2-3 недели,;joint_m
а мой вес стоит?;почему я тренируюсь 2-3 недели,;contrast_m
потому что в голове сидит установка,;Такие мысли возникают практически у каждой девушки,;cause_r
когда следуешь диете;– ты худеешь быстро!;condition_r
– ты худеешь быстро!;потому что в голове сидит установка,;elaboration_r
А тут начала тренироваться,;Такие мысли возникают практически у каждой девушки,;contrast_m
питаться правильно,;А тут начала тренироваться,;joint_m
и за 2-3 недели ничего не случается!;А тут начала тренироваться,;contrast_m
Вот села бы на кефирную(гречневую, кремлёвскую) диету;и за это время стала бы уже тростиночкой!!!;condition_r
и за это время стала бы уже тростиночкой!!!;А тут начала тренироваться,;evaluation_r
– это не путь девушки, которая приходит к тренировкам и правильной системе питания.;Девушки, то, о чём вы грезите, о быстрых результатах;contrast_m
Быстрые результаты – это путь к плохому здоровью,;Девушки, то, о чём вы грезите, о быстрых результатах;elaboration_r
быстро из нашего организма уходят только мышцы и вода,;Быстрые результаты – это путь к плохому здоровью,;evidence_r
которые мы уничтожаем в процессе нездоровых диет, пестрящих в интернете своей уникальностью и супер-результатам!;быстро из нашего организма уходят только мышцы и вода,;elaboration_r
Сидя на диете,;вы теряете вес за счёт мышц, за счёт воды,;condition_r
вы теряете вес за счёт мышц, за счёт воды,;и вы радуетесь.;cause_r
весы показывают снижение вашего веса;вы теряете вес за счёт мышц, за счёт воды,;sequence_m
А далее, что вы получаете?;Вы похудели на 5, на 10, на 20 килограммов;solutionhood_r
Получаете меньше килограмм, меньше мышечной ткани, лёгкие кости, обезвоженное тело,;Вы похудели на 5, на 10, на 20 килограммов;cause_r
но при этом % жира вырос;Получаете меньше килограмм, меньше мышечной ткани, лёгкие кости, обезвоженное тело,;contrast_m
и ваши бока такие же жирные,;Получаете меньше килограмм, меньше мышечной ткани, лёгкие кости, обезвоженное тело,;joint_m
ноги дряблые,;и ваши бока такие же жирные,;joint_m
но зато вы радуетесь цифре на весах!;и ваши бока такие же жирные,;contrast_m
благодаря диете!;Вы похудели на 5, на 10, на 20 килограммов;cause_r
Дряблая кожа, отсутствие мышц и большая прослойка жира всё ещё есть!;Вы похудели на 5, на 10, на 20 килограммов;contrast_m
Далее, начинаете кушать, как прежде,;Вы похудели на 5, на 10, на 20 килограммов;sequence_m
вес начинает расти,;Далее, начинаете кушать, как прежде,;sequence_m
потому что во время такой диеты тело находилось в стрессе,;вес начинает расти,;cause_r
вес растёт быстро,;Далее, начинаете кушать, как прежде,;sequence_m
и это вес совсем не мышечной массы, тех красивых форм и изгибов, а жира! Того самого жира,;вес растёт быстро,;joint_m
который добавляет вам бугры на теле, в виде целлюлита, складок на боках, спине и животе и толстых ног!;и это вес совсем не мышечной массы, тех красивых форм и изгибов, а жира! Того самого жира,;elaboration_r
Если ваша задача именно такой результат,;то сидите на диетах,;condition_r
то сидите на диетах,;Вы похудели на 5, на 10, на 20 килограммов;evaluation_r
но вы никогда не будете довольны результатом!;то сидите на диетах,;contrast_m
А теперь поговорим и тренировках и сбалансированном питании.;Эту часть я хочу посвятить и своим ученицам;preparation_r
(часть которых не понимает, что быстрых результатов не бывает),;Эту часть я хочу посвятить и своим ученицам;elaboration_r
а также тем девушкам,;Эту часть я хочу посвятить и своим ученицам;same-unit_m
которые быстро разочаровываются в фитнесе;а также тем девушкам,;elaboration_r
и бросают его,;которые быстро разочаровываются в фитнесе;joint_m
как бы не видя результатов и даже увеличивающегося веса!;которые быстро разочаровываются в фитнесе;cause_r
Когда мы начинаем заниматься спортом,;мы начинаем нагружать наши мышцы.;condition_r
мы начинаем нагружать наши мышцы.;Для кого-то даже работа с маленьким весом, как 1 кг. гантели;preparation_r
– это уже приводит к даже небольшому разрыву мышечных волокон.;Для кого-то даже работа с маленьким весом, как 1 кг. гантели;cause_r
Долго держатся мышечные боли,;– это уже приводит к даже небольшому разрыву мышечных волокон.;elaboration_r
тело требует восстановления…;Долго держатся мышечные боли,;joint_m
И вес  стоит…;Долго держатся мышечные боли,;joint_m
А у кого-то даже увеличивается на 1-2 кг.;И вес  стоит…;contrast_m
с длительной задержкой воды.;Процесс восстановления и укрепления мышц проходит;condition_r
Потому что нашим мышечным волокнам нужна жидкость,;Процесс восстановления и укрепления мышц проходит;cause_r
с помощью которой все обменные процессы на уровне клеток проходят быстрее.;Потому что нашим мышечным волокнам нужна жидкость,;cause_r
Вы, наверное, замечали, что на слизистых шрамы и любые порезы заживают быстрее, не оставляя следа.;Процесс восстановления и укрепления мышц проходит;elaboration_r
Наш организм естественно создаёт такие же условия;Вы, наверное, замечали, что на слизистых шрамы и любые порезы заживают быстрее, не оставляя следа.;comparison_m
для восстановления мышц.;Наш организм естественно создаёт такие же условия;purpose_r
У нас задерживается много жидкости;Наш организм естественно создаёт такие же условия;elaboration_r
для восстановления мышечных волокон,;У нас задерживается много жидкости;purpose_r
которые мы травмируем во время тренировок, даже начального уровня.;для восстановления мышечных волокон,;elaboration_r
чтобы не было никаких сбоев в работе гормональной системы и всех обменных процессов.;Своим качественным питанием мы настраиваем работу наших гормонов на нужный лад, так,;purpose_r
Именно благодаря такому состоянию организма, во время сбалансированного питания,;наше тело выполняет свои функции без сбоев в работе,;cause_r
наше тело выполняет свои функции без сбоев в работе,;Своим качественным питанием мы настраиваем работу наших гормонов на нужный лад, так,;elaboration_r
восстановление происходит быстрее и легче.;наше тело выполняет свои функции без сбоев в работе,;joint_m
А это значит, что необходимые для нас процессы происходят быстрее,;наше тело выполняет свои функции без сбоев в работе,;evaluation_r
тело перестраивается на полноценную работу, регенерацию тканей, восстановление мышечной ткани, укрепления её, а также жиросжигания.;А это значит, что необходимые для нас процессы происходят быстрее,;elaboration_r
как нам этого хочется.;Жир, к сожалению, не горит так быстро,;comparison_m
Для этого, нужно создавать условия жиросжигания.;Жир, к сожалению, не горит так быстро,;purpose_r
Помните, мы сжигаем жир не только на тренировке,;Жир, к сожалению, не горит так быстро,;background_r
но большую часть именно в период восстановления наших мышц и организма после интенсивного тренинга.;Помните, мы сжигаем жир не только на тренировке,;contrast_m
При поддержании правильного режима питания и при сохранении режима тренировок;вы разгоняете свои обменные процессы до высоких скоростей,;condition_r
но, ПОМНИТЕ – это не процесс 1-2 недель.;вы разгоняете свои обменные процессы до высоких скоростей,;contrast_m
