EDU_1;EDU_2;Relation
На днях стала свидетелем беседы тренера с подопечной.;– Ты ела сегодня?;preparation_r
Идиот с жизнерадостной улыбкой дебила нагрузил девку так, что она чуть не свалилась в обморок.;На днях стала свидетелем беседы тренера с подопечной.;elaboration_r
– Ела!;– Ты ела сегодня?;contrast_m
– Что ела?;– Ела!;elaboration_r
– Омлет с помидорами, яблоко, ветчину!;– Что ела?;elaboration_r
– Хм, а почему тогда «заваливаешься» на тренировке?;– Ела!;contrast_m
Странно это, всё очень странно!;– Хм, а почему тогда «заваливаешься» на тренировке?;evaluation_r
Дебил. Идиот.;– Ты ела сегодня?;evaluation_r
Бедная девочка!;Дебил. Идиот.;contrast_m
Вы знаете, что построение тела зависит от питания не меньше, чем от занятий.;Поговорим о секретах питания?;preparation_r
Но правильное питание – тема очень индивидуальная,;Вы знаете, что построение тела зависит от питания не меньше, чем от занятий.;contrast_m
а урезание калорий – не всегда путь к похудению.;Но правильное питание – тема очень индивидуальная,;joint_m
Поговорим о секретах питания?;Секрет первый состоит в том, что мышцам;solutionhood_r
для роста,;Секрет первый состоит в том, что мышцам;purpose_r
вопреки расхожему стереотипу,;Секрет первый состоит в том, что мышцам;concession_r
нужны не только и не столько белки, сколько углеводы.;Секрет первый состоит в том, что мышцам;same-unit_m
Они же, сложные углеводы, дают силы;Секрет первый состоит в том, что мышцам;elaboration_r
для тренировки.;Они же, сложные углеводы, дают силы;purpose_r
Я понимаю, что большинству нужно худеть,;Они же, сложные углеводы, дают силы;evaluation_r
но одного ограничения калорий для этого недостаточно.;Я понимаю, что большинству нужно худеть,;contrast_m
Скинув пять килограмм на диете,;вы моментально их наберёте,;condition_r
вы моментально их наберёте,;Потребляйте углеводы.;solutionhood_r
как только начнёте есть.;вы моментально их наберёте,;condition_r
А вы – начнёте,;как только начнёте есть.;evaluation_r
потому что постоянно сидеть на дефиците калорий физиологически невозможно.;А вы – начнёте,;cause_r
Качественно и надолго похудеть можно лишь построив мышцы.;вы моментально их наберёте,;contrast_m
Во-первых, тело будет красивым,;Качественно и надолго похудеть можно лишь построив мышцы.;cause_r
а во-вторых, мышцам нужно больше калорий,;Во-первых, тело будет красивым,;joint_m
даже если вы лежите себе на диване.;а во-вторых, мышцам нужно больше калорий,;condition_r
Отказ от всех углеводов;Качественно и надолго похудеть можно лишь построив мышцы.;concession_r
позволит, конечно, сбросить вес,;Отказ от всех углеводов;purpose_r
но такая диета бесполезна.;Отказ от всех углеводов;evaluation_r
Конечно, не быстрые – не сахар и не фруктозу, а сложные – кашу.;Потребляйте углеводы.;elaboration_r
За два часа перед тренировкой необходимо поесть, но не омлет-яблоко-ветчину, а овсянку с бананом.;Конечно, не быстрые – не сахар и не фруктозу, а сложные – кашу.;elaboration_r
В противном случае, тренировку можно считать напрасной тратой времени и сил – толка от неё не будет.;За два часа перед тренировкой необходимо поесть, но не омлет-яблоко-ветчину, а овсянку с бананом.;contrast_m
Секрет второй: правильное питание – это не одинаковый набор продуктов для всех,;Я уже писала, каким должен быть алгоритм похудения:;preparation_r
а зависит от целей на нынешнем этапе строительства тела.;Секрет второй: правильное питание – это не одинаковый набор продуктов для всех,;contrast_m
Я уже писала, каким должен быть алгоритм похудения:;Почему большинство тренирующихся замирают на первом этапе?;background_r
сначала вы худеете,;Я уже писала, каким должен быть алгоритм похудения:;elaboration_r
начав тренировки,;сначала вы худеете,;condition_r
доводите процент жира в организме до 15-17 единиц,;сначала вы худеете,;elaboration_r
затем набираете мышечную массу,;сначала вы худеете,;sequence_m
а после этого снова худеете.;сначала вы худеете,;sequence_m
Очевидно, что питание на каждом из этих этапов должно быть разное.;Я уже писала, каким должен быть алгоритм похудения:;evaluation_r
Почему большинство тренирующихся замирают на первом этапе?;Нельзя питаться всегда одинаково – результата не будет.;solutionhood_r
Да потому, что питание – пусть и правильное! – первого этапа не подходит для второго!;Почему большинство тренирующихся замирают на первом этапе?;cause_r
Если на первой стадии достаточно урезать количество калорий,;то на втором нужно создать их профицит за счёт правильного распределения БЖУ.;condition_r
то на втором нужно создать их профицит за счёт правильного распределения БЖУ.;Почему большинство тренирующихся замирают на первом этапе?;elaboration_r
Составляйте своё меню в зависимости от целей.;Нельзя питаться всегда одинаково – результата не будет.;contrast_m
Секрет третий: понимайте то, для чего вы едите.;Да съешьте, в конце-то концов!;preparation_r
Не нужно становиться заложниками правильного питания.;Секрет третий: понимайте то, для чего вы едите.;contrast_m
До дрожи в коленках хочется заточить сладкое?;Да съешьте, в конце-то концов!;solutionhood_r
Да съешьте, в конце-то концов!;Достаточно принципиально соблюдать режим правильного питания,;solutionhood_r
Но перед или сразу после тренировки.;Да съешьте, в конце-то концов!;contrast_m
Эта конфетка или ложка варенья просто сразу сгорит,;Но перед или сразу после тренировки.;cause_r
а вы безнаказанно удовлетворите свою тягу к сладкому.;Эта конфетка или ложка варенья просто сразу сгорит,;joint_m
Не будьте маньячками,;Да съешьте, в конце-то концов!;evaluation_r
скрупулёзный подсчёт калорий годами – это уже диагноз дурдома.;Не будьте маньячками,;evaluation_r
а небольшие огрехи в еде не повредят.;Достаточно принципиально соблюдать режим правильного питания,;contrast_m
Если в первой половине дня или перед/после тренировки вам нужны углеводы,;то во второй половине дня предпочтение следует отдать белковой пище.;condition_r
то во второй половине дня предпочтение следует отдать белковой пище.;Достаточно принципиально соблюдать режим правильного питания,;elaboration_r
Для чего вы едите то или иное блюдо?;Углеводы – это сила.;solutionhood_r
Углеводы – это сила.;Достаточно принципиально соблюдать режим правильного питания,;joint_m
Белки – это инструмент строительства мышц.;Углеводы – это сила.;joint_m
Правильные жиры – это здоровье сосудов, внутренних органов, эластичность кожи.;Углеводы – это сила.;joint_m
Когда вам, например, нужна сила,;ешьте кашу.;condition_r
ешьте кашу.;Углеводы – это сила.;evaluation_r
