EDU_1;EDU_2;Relation
В прошлом году в Санкт-Петербурге я участвовала в дискуссии о будущем библиотек;В то время как во всех прогрессивных странах библиотеки давно перестали быть просто местом, где можно взять книгу на дом,;preparation_r
и вышла оттуда со смешанными чувствами.;В прошлом году в Санкт-Петербурге я участвовала в дискуссии о будущем библиотек;evaluation_r
и превратились в общественные пространства,;В то время как во всех прогрессивных странах библиотеки давно перестали быть просто местом, где можно взять книгу на дом,;contrast_m
в нашей стране библиотекам пока не хватает ни сил, ни денег, ни фантазии, а порой и желания что-либо менять.;В то время как во всех прогрессивных странах библиотеки давно перестали быть просто местом, где можно взять книгу на дом,;contrast_m
Чем это в итоге грозит всей библиотечной системе;в нашей стране библиотекам пока не хватает ни сил, ни денег, ни фантазии, а порой и желания что-либо менять.;evaluation_r
и что можно изменить,;Чем это в итоге грозит всей библиотечной системе;joint_m
чтобы библиотеки внесли свой вклад в развитие современного общества и сохранение окружающей среды?;и что можно изменить,;purpose_r
Проводила там все школьные каникулы;Я с детства не вылезала из библиотек.;elaboration_r
и читала всё, что не приколочено,;Проводила там все школьные каникулы;joint_m
а что нельзя было вынести из библиотеки,;читала прямо там.;condition_r
читала прямо там.;Проводила там все школьные каникулы;contrast_m
Тогда это считалось нормой,;Проводила там все школьные каникулы;evaluation_r
поскольку компьютеры и мобильные устройства были недоступны.;Тогда это считалось нормой,;cause_r
Сегодня же норма — нагуглить книгу за пару секунд,;Неудивительно, что популярность библиотек стремительно падает.;cause_r
и вот она уже в твоём смартфоне.;Сегодня же норма — нагуглить книгу за пару секунд,;joint_m
Неудивительно, что популярность библиотек стремительно падает.;Я с детства не вылезала из библиотек.;contrast_m
Мир давно и бесповоротно изменился,;Неудивительно, что популярность библиотек стремительно падает.;evaluation_r
а библиотеки в России остались примерно такими же,;Мир давно и бесповоротно изменился,;contrast_m
какими я их помню.;а библиотеки в России остались примерно такими же,;background_r
Разве что в них появились компьютеры с доступом в интернет.;а библиотеки в России остались примерно такими же,;concession_r
В такой ситуации,;На мой взгляд, будущее библиотек — в открытости.;solutionhood_r
чтобы окончательно не потерять читателей;библиотекам нужно меняться, и чем быстрее, тем лучше.;purpose_r
и идти в ногу со временем,;чтобы окончательно не потерять читателей;joint_m
библиотекам нужно меняться, и чем быстрее, тем лучше.;В такой ситуации,;same-unit_m
Посмотрите на скандинавских соседей.;На мой взгляд, будущее библиотек — в открытости.;evidence_r
Они открывают библиотеки для всех желающих,;Посмотрите на скандинавских соседей.;elaboration_r
сдают в них вещи в аренду;Они открывают библиотеки для всех желающих,;joint_m
и даже устанавливают швейные машинки и паяльные станции,;Они открывают библиотеки для всех желающих,;joint_m
которыми может воспользоваться любой желающий.;и даже устанавливают швейные машинки и паяльные станции,;elaboration_r
Я побывала в новой Oodi в Хельсинки;Посмотрите на скандинавских соседей.;elaboration_r
и увидела в ней идеальную библиотеку.;Я побывала в новой Oodi в Хельсинки;joint_m
На её примере я покажу, как библиотека может стать пространством не только;Я побывала в новой Oodi в Хельсинки;evidence_r
для самообразования, но и для общения, и реализации принципов циклической экономики.;На её примере я покажу, как библиотека может стать пространством не только;purpose_r
Место для чтения;Третий этаж Oodi не просто так назвали книжными небесами.;preparation_r
Когда смотришь на здание снаружи,;кажется, будто сверху его окутывает облако.;condition_r
кажется, будто сверху его окутывает облако.;Третий этаж Oodi не просто так назвали книжными небесами.;elaboration_r
Такой эффект достигается за счёт специального нанесения на двойное стекло.;кажется, будто сверху его окутывает облако.;elaboration_r
У «небесного» названия есть и другой смысл:;кажется, будто сверху его окутывает облако.;evaluation_r
здесь настоящий рай для любителей книг.;У «небесного» названия есть и другой смысл:;elaboration_r
Берите любую;здесь настоящий рай для любителей книг.;elaboration_r
— тут собраны около 100 тысяч изданий на 20-ти языках —;Берите любую;elaboration_r
и читайте,;Берите любую;joint_m
уютно расположившись в любом удобном месте: в кресле у панорамного окна с видом на город, на деревянных ступеньках или огромной мягкой подушке,;и читайте,;condition_r
а можете и вовсе прилечь на диван в центре зала.;уютно расположившись в любом удобном месте: в кресле у панорамного окна с видом на город, на деревянных ступеньках или огромной мягкой подушке,;joint_m
Выбирайте любую удобную позу,;уютно расположившись в любом удобном месте: в кресле у панорамного окна с видом на город, на деревянных ступеньках или огромной мягкой подушке,;evaluation_r
никто на вас косо не посмотрит.;Выбирайте любую удобную позу,;contrast_m
Цифровые издания,;Берите любую;elaboration_r
которых тут 3,4 миллиона,;Цифровые издания,;elaboration_r
делают Oodi самой большой электронной библиотекой в скандинавских странах.;Цифровые издания,;same-unit_m
Ну а главная прелесть — вам не нужен читательский билет,;здесь настоящий рай для любителей книг.;elaboration_r
чтобы пользоваться всей этой красотой.;Ну а главная прелесть — вам не нужен читательский билет,;purpose_r
Он будет необходим лишь в случае,;Ну а главная прелесть — вам не нужен читательский билет,;contrast_m
если вы захотите вынести книгу из библиотеки.;Он будет необходим лишь в случае,;condition_r
Мастерская для творчества;На втором этаже Oodi, в пространстве Urban Workshop, любой желающий может создавать новые вещи;preparation_r
и ремонтировать/обновлять старые,;На втором этаже Oodi, в пространстве Urban Workshop, любой желающий может создавать новые вещи;joint_m
используя разнообразные инструменты — от паяльной станции и лазерного резака до 3D-принтера и швейной машинки.;и ремонтировать/обновлять старые,;condition_r
Идеальный пример экономики совместного потребления,;На втором этаже Oodi, в пространстве Urban Workshop, любой желающий может создавать новые вещи;evaluation_r
когда вы не покупаете инструменты,;Идеальный пример экономики совместного потребления,;condition_r
