EDU_1;EDU_2;Relation
Была ранняя ранняя весна,;Было раннее, раннее утро,;background_r
но солнышко уже во всю припекало, уничтожая зимнее господство,;Была ранняя ранняя весна,;contrast_m
пели ручьи,;но солнышко уже во всю припекало, уничтожая зимнее господство,;joint_m
недобитые сугробы скукоживались;но солнышко уже во всю припекало, уничтожая зимнее господство,;joint_m
и темнели.;недобитые сугробы скукоживались;joint_m
но я уже одетая, умытая, причесанная и даже почти позавтракавшая тряслась в вагоне метро уносившем меня в далекое Строгино.;Было раннее, раннее утро,;contrast_m
Отражение на темных окнах, мелькание станций, огней.;Было раннее, раннее утро,;joint_m
Глаза мои выражали решительность и собранность.;Было раннее, раннее утро,;joint_m
Сейчас или никогда.;Глаза мои выражали решительность и собранность.;joint_m
Полная и безоговорочная уверенность.;Глаза мои выражали решительность и собранность.;joint_m
800 вопросов наизусть.;Глаза мои выражали решительность и собранность.;joint_m
Каждый ответ как фотография в мозгу.;Глаза мои выражали решительность и собранность.;joint_m
Главное успеть ко времени сбора;Глаза мои выражали решительность и собранность.;joint_m
и в 8.00 быть около зала ПДД.;Главное успеть ко времени сбора;joint_m
Метро не ускоришь.;Глаза мои выражали решительность и собранность.;joint_m
По переходу бегом.;Глаза мои выражали решительность и собранность.;joint_m
Время, время.;Глаза мои выражали решительность и собранность.;joint_m
В ту пору экзамены можно было сдавать экстерном.;И вот я неслась высунув язык,;background_r
Подала документы,;В ту пору экзамены можно было сдавать экстерном.;elaboration_r
записалась;Подала документы,;sequence_m
и вуаля - такого-то числа к такому-то времени и ни минутой позже быть у зала;Подала документы,;sequence_m
— вас вызовут.;и вуаля - такого-то числа к такому-то времени и ни минутой позже быть у зала;cause_r
боясь опоздать, огибая скользкие подтеки на тротуарах, медлительных прохожих и умиляясь начавшемуся яркому рассвету.;И вот я неслась высунув язык,;cause_r
— Сегодня будет великолепный день!;И вот я неслась высунув язык,;evaluation_r
Кто-то читал бумажные билеты шелестя страницами,;Четко в 8.00 я запыхавшаяся и взмокшая, стояла около дверей зала ПДД в окружении таких же страждущих.;elaboration_r
кто-то из особо продвинутых щелкал ответы на экране смартфонов.;Кто-то читал бумажные билеты шелестя страницами,;joint_m
Успела!;Четко в 8.00 я запыхавшаяся и взмокшая, стояла около дверей зала ПДД в окружении таких же страждущих.;evaluation_r
Народу тьма...;Четко в 8.00 я запыхавшаяся и взмокшая, стояла около дверей зала ПДД в окружении таких же страждущих.;joint_m
И все к 8-ми?;Похоже что так... Эх...;solutionhood_r
Похоже что так... Эх...;Народу тьма...;elaboration_r
Я думала что это будет быстро,;Народу тьма...;evaluation_r
но вероятно все как всегда.;Я думала что это будет быстро,;contrast_m
И зачем я так неслась сшибая прохожих.;Я думала что это будет быстро,;concession_r
Стою,;Четко в 8.00 я запыхавшаяся и взмокшая, стояла около дверей зала ПДД в окружении таких же страждущих.;joint_m
перевожу дух.;Стою,;joint_m
Вокруг шастают гаишники туда-сюда, туда-сюда. С бумажками и без.;Четко в 8.00 я запыхавшаяся и взмокшая, стояла около дверей зала ПДД в окружении таких же страждущих.;joint_m
Некоторые как зомби )));Вокруг шастают гаишники туда-сюда, туда-сюда. С бумажками и без.;comparison_m
Уже 8.15,;все ждут. Кого? Чего?;background_r
уже 8.30...;Уже 8.15,;sequence_m
Читают,;все ждут. Кого? Чего?;elaboration_r
щелкают,;Читают,;joint_m
волнуются,;Читают,;joint_m
шепчутся,;Читают,;joint_m
гаишники ходят...;Читают,;joint_m
Подпирая стену жду и я.;все ждут. Кого? Чего?;joint_m
Выковорила из рюкзака бутылочку чая нестиа.;Подпирая стену жду и я.;joint_m
Вкусно...;Выковорила из рюкзака бутылочку чая нестиа.;evaluation_r
Зашибись...;Вкусно...;joint_m
Когда же наконец начнется действо?;Подпирая стену жду и я.;evaluation_r
Мимо нас проследовал высокий гаишник в руках которого были какие-то папки;8.45 что-то зашевелилось в воздухе.;elaboration_r
и устремился прямо к залу,;Мимо нас проследовал высокий гаишник в руках которого были какие-то папки;sequence_m
вставил ключ в замок,;Мимо нас проследовал высокий гаишник в руках которого были какие-то папки;sequence_m
открыл дверь...;Мимо нас проследовал высокий гаишник в руках которого были какие-то папки;sequence_m
Народ зашептался,;8.45 что-то зашевелилось в воздухе.;elaboration_r
оживился, кто-то с еще большим усердием стал шелестеть билетами,;Народ зашептался,;joint_m
щелкать смартфонами, стараясь хоть в последнюю минутку, хоть что-то уловить.;Народ зашептался,;joint_m
Началось!;8.45 что-то зашевелилось в воздухе.;evaluation_r
Гаишник зашел внутрь зала;Народ выдохнул.;cause_r
и закрыл за собой дверь. И тишина...;Гаишник зашел внутрь зала;sequence_m
Народ выдохнул.;8.45 что-то зашевелилось в воздухе.;joint_m
отхлебываю еще пару глотков чая;9.00 подпираю стену,;joint_m
и думаю что же там делает этот самый гаишник за закрытой дверью;9.00 подпираю стену,;sequence_m
и вообще как там в этом зале что там, понятно что компьютеры,;и думаю что же там делает этот самый гаишник за закрытой дверью;joint_m
но все же как там?;и думаю что же там делает этот самый гаишник за закрытой дверью;contrast_m
9.10 дверь открывается;9.00 подпираю стену,;sequence_m
и выходит наш гаишник со стопкой папок;9.10 дверь открывается;sequence_m
и начинает зачитывать фамилии тех счасливчиков которые войдут внутрь.;9.10 дверь открывается;sequence_m
Зачитывает по папкам;9.10 дверь открывается;sequence_m
и после откладывает папки вниз,;Зачитывает по папкам;sequence_m
зачитывает;Зачитывает по папкам;sequence_m
и откладывает.;Зачитывает по папкам;sequence_m
Десять человек в числе которых оказалась и я.;9.10 дверь открывается;elaboration_r
Моя фамилия прозвучала предпоследней.;Десять человек в числе которых оказалась и я.;elaboration_r
Быстренько чай в рюкзак;Десять человек в числе которых оказалась и я.;joint_m
и вот я уже вхожу в зал.;Быстренько чай в рюкзак;sequence_m
По периферии зала стоят столы с пронумерованными компьютерами. Около двери вешалка. У противоположной от двери стены письменный стол с компьютером и папками, бумагами.;Все названные выстроились около вешалки.;background_r
Все названные выстроились около вешалки.;9.00 подпираю стену,;sequence_m
