EDU_1;EDU_2;Relation
Людей с плохими границами всегда очень волнует вопрос этики. Чужой этики особенно. Но и своей тоже.;Это то самое белое пальто,;preparation_r
Это то самое белое пальто,;Сейчас расскажу, почему об этике полезно думать нерыбам,;solutionhood_r
которое как белый саван покрывает слепым пятном все собственные изъяны.;Это то самое белое пальто,;elaboration_r
Любой личностный изъян можно прикрыть белым пальто,;Это то самое белое пальто,;elaboration_r
называя это этикой.;Любой личностный изъян можно прикрыть белым пальто,;evaluation_r
Зависимая самооценка?;Любой личностный изъян можно прикрыть белым пальто,;elaboration_r
Нет, это этика и чуткость к мнению окружающих.;Зависимая самооценка?;contrast_m
Границы в слиянии?;Зависимая самооценка?;joint_m
Нет, это этика и забота об окружающих, неравнодушие к ним.;Границы в слиянии?;contrast_m
но бесполезно рыбам;Сейчас расскажу, почему об этике полезно думать нерыбам,;contrast_m
и вредно рапанам.;но бесполезно рыбам;joint_m
Какой-то минимальной этики,;Сейчас расскажу, почему об этике полезно думать нерыбам,;background_r
типа не убий;Какой-то минимальной этики,;elaboration_r
и не кради,;типа не убий;joint_m
это не касается,;Какой-то минимальной этики,;same-unit_m
но эту этику можно рассматривать как разумный эгоизм,;Какой-то минимальной этики,;contrast_m
то есть те же самые нормальные границы.;но эту этику можно рассматривать как разумный эгоизм,;restatement_m
Не делай то,;и останешься в правовом поле,;condition_r
за что придется дорого заплатить,;Не делай то,;condition_r
соблюдай правила безопасности в социуме,;Не делай то,;joint_m
уважай чужую собственность и чужое право на жизнь,;Не делай то,;joint_m
и останешься в правовом поле,;Какой-то минимальной этики,;elaboration_r
которое будет тебя защищать.;и останешься в правовом поле,;elaboration_r
о щедрости;А вот что касается разговора о более тонкой и высокой этике, об альтруизме, о готовности жертвовать собой ради блага других,;same-unit_m
вопреки своей выгоде,;о щедрости;contrast_m
о заботе о чужом благе более, чем о своем - вот эта вся прекрасная этика,;А вот что касается разговора о более тонкой и высокой этике, об альтруизме, о готовности жертвовать собой ради блага других,;same-unit_m
необходимая для настоящей эволюции личности,;о заботе о чужом благе более, чем о своем - вот эта вся прекрасная этика,;purpose_r
совершенно бесполезна;А вот что касается разговора о более тонкой и высокой этике, об альтруизме, о готовности жертвовать собой ради блага других,;same-unit_m
или даже вредна для людей с несформированными границами.;А вот что касается разговора о более тонкой и высокой этике, об альтруизме, о готовности жертвовать собой ради блага других,;joint_m
Не нужно онежьим онегиным наряжаться в белое пальто;За такими этическими мотивами ничего кроме слияния не стоит.;cause_r
и рассуждать о высоких мотивах.;Не нужно онежьим онегиным наряжаться в белое пальто;joint_m
За такими этическими мотивами ничего кроме слияния не стоит.;А вот что касается разговора о более тонкой и высокой этике, об альтруизме, о готовности жертвовать собой ради блага других,;contrast_m
Им нужно думать о формировании границ,;За такими этическими мотивами ничего кроме слияния не стоит.;contrast_m
