EDU_1;EDU_2;Relation
Для начала;опишу распространенный страх, и даже ужас.;purpose_r
опишу распространенный страх, и даже ужас.;Исчезает регулятор человеческих отношений.;preparation_r
Если человек, совершивший ошибку, преступление, правонарушение, не будет чувствовать вину,;то будет продолжать совершать ошибки, преступления и правонарушения.;condition_r
то будет продолжать совершать ошибки, преступления и правонарушения.;Наступает апокалипсис.;cause_r
Люди будут думать только о своих удовольствиях,;то будет продолжать совершать ошибки, преступления и правонарушения.;joint_m
и перестанут заботиться о других.;Люди будут думать только о своих удовольствиях,;joint_m
Наступает апокалипсис.;Исчезает регулятор человеческих отношений.;elaboration_r
Откуда такие ужасы?.;От того, что мы не знали другого опыта.;solutionhood_r
Мы мало видели людей,;Наши родители не признавали свои чувства, свои состояния,;background_r
или вообще не видели, которые осознавали, что такое ответственность.;Мы мало видели людей,;joint_m
Наши родители не признавали свои чувства, свои состояния,;От того, что мы не знали другого опыта.;elaboration_r
и перекладывали ответственность на детей.;Наши родители не признавали свои чувства, свои состояния,;joint_m
То есть обвиняли.;Наши родители не признавали свои чувства, свои состояния,;restatement_m
Такие же нормы приняты в школе, и в обществе вообще.;Наши родители не признавали свои чувства, свои состояния,;comparison_m
Если мы не видели осознанного отношения к себе,;то мы не можем опереться на тот опыт,;cause_r
и не видели, как старшие берут свою ответственность за свой вклад в отношения, или в свою работу,;Если мы не видели осознанного отношения к себе,;joint_m
то мы не можем опереться на тот опыт,;От того, что мы не знали другого опыта.;joint_m
которого не было.;то мы не можем опереться на тот опыт,;condition_r
За них предусмотрена ответственность по закону.;Преступления и правонарушения — это отдельная тема.;evidence_r
А вот сфера человеческих отношений регулируется именно виной.;Преступления и правонарушения — это отдельная тема.;contrast_m
(Еще страхом и стыдом).;А вот сфера человеческих отношений регулируется именно виной.;elaboration_r
Представьте себе, в своем детстве, нескольких человек, которые умели бы это делать.;Что было бы?;preparation_r
Могли бы говорить, что вот сейчас им нужно время побыть с собой,;Представьте себе, в своем детстве, нескольких человек, которые умели бы это делать.;elaboration_r
а не набрасывались бы на вас с упреками, что вы делаете их жизнь невыносимой.;Могли бы говорить, что вот сейчас им нужно время побыть с собой,;contrast_m
Или учителя осознавали бы ваши ограничения (это тоже ответственность),;Представьте себе, в своем детстве, нескольких человек, которые умели бы это делать.;joint_m
и не требовали бы от вас больше, чем вы можете.;Или учителя осознавали бы ваши ограничения (это тоже ответственность),;joint_m
И другие люди, которые больше увлечены своей жизнью, чем вашей, не оценивали бы вас, насколько вы хороши или плохи.;Представьте себе, в своем детстве, нескольких человек, которые умели бы это делать.;joint_m
При этом вас бы не обвиняли,;И другие люди, которые больше увлечены своей жизнью, чем вашей, не оценивали бы вас, насколько вы хороши или плохи.;condition_r
или не создавались бы такие ситуации, в которых вы чувствовали себя плохим.;При этом вас бы не обвиняли,;joint_m
Что было бы?;Вы чувствовали бы себя хорошим,;solutionhood_r
что в вас верят,;Вы чувствовали бы себя хорошим,;joint_m
и хотели бы проявиться в этом мире.;Вы чувствовали бы себя хорошим,;joint_m
И еще перенимали бы этот способ ответственности:;Вы чувствовали бы себя хорошим,;joint_m
осознавали бы свои ограничения,;И еще перенимали бы этот способ ответственности:;elaboration_r
и не перекладывали бы за них ответственность на других людей и обстоятельства.;осознавали бы свои ограничения,;joint_m
И все это без мучительных переживаний, без ощущения своей плохости, с которой еще нужно как-то справиться.;Вы чувствовали бы себя хорошим,;condition_r
Когда ребенок совершает ошибку;это не значит, что он всегда будет делать такие ошибки.;condition_r
(даже ошибкой невозможно назвать временные ограничения или неопытность),;Когда ребенок совершает ошибку;contrast_m
это не значит, что он всегда будет делать такие ошибки.;— это не навсегда.;preparation_r
Если он забыл про ваше поручение,;— это не навсегда.;condition_r
или получил двойку за урок,;Если он забыл про ваше поручение,;joint_m
или по неопытности кого-то подвел;Если он забыл про ваше поручение,;joint_m
Это один эпизод,;— это не навсегда.;elaboration_r
который он (ребенок) может взять в опыт,;Это один эпизод,;elaboration_r
но может начать сопротивляться,;который он (ребенок) может взять в опыт,;contrast_m
если его обвиняют.;но может начать сопротивляться,;condition_r
Последствия наступают:;— это не навсегда.;joint_m
он видит расстроенных родителей, или товарищей,;и сам расстраивается.;cause_r
и сам расстраивается.;Последствия наступают:;elaboration_r
Напротив, ему больше всего нужна поддержка;Последствия наступают:;contrast_m
в случае ошибки,;Напротив, ему больше всего нужна поддержка;condition_r
чтобы научиться.;Напротив, ему больше всего нужна поддержка;purpose_r
