EDU_1;EDU_2;Relation
целью которого было понять, как разные виды пластика, в том числе компостируемого и биоразлагаемого, ведут себя в естественной среде,;Недавно стали известны результаты эксперимента исследователей из Университета Плимута в Великобритании,;purpose_r
как каждый из них влияет на засорение окружающей среды.;целью которого было понять, как разные виды пластика, в том числе компостируемого и биоразлагаемого, ведут себя в естественной среде,;elaboration_r
Выводы неприятно удивили общественность.;что безобидного пластика в принципе не существует.;evaluation_r
Учёные заговорили о том,;что безобидного пластика в принципе не существует.;attribution_r
что безобидного пластика в принципе не существует.;Недавно стали известны результаты эксперимента исследователей из Университета Плимута в Великобритании,;evaluation_r
но намного эффективнее — показать, что с ним происходит;Я уже подробно рассказывала о проблеме биоразлагаемого пластика,;contrast_m
(или не происходит);но намного эффективнее — показать, что с ним происходит;contrast_m
в естественной среде на самом деле.;но намного эффективнее — показать, что с ним происходит;same-unit_m
Ведь производители биоразлагаемых и оксобиоразлагаемых пакетов и упаковки постоянно твердят,;что их пластик разлагается на органические вещества в естественной среде,;attribution_r
что их пластик разлагается на органические вещества в естественной среде,;Я уже подробно рассказывала о проблеме биоразлагаемого пластика,;cause_r
причём делает это быстро, буквально за 1-3 года.;что их пластик разлагается на органические вещества в естественной среде,;joint_m
однако ещё в 2015 году ООН сообщила,;это приведёт к тому, что люди станут больше его использовать,;attribution_r
что биоразлагаемый пластик редко полностью разлагается естественной среде,;и если продолжать маркировать биопластик как полностью разлагаемый,;cause_r
и если продолжать маркировать биопластик как полностью разлагаемый,;это приведёт к тому, что люди станут больше его использовать,;cause_r
это приведёт к тому, что люди станут больше его использовать,;Звучит здорово,;contrast_m
легкомысленно выбрасывая,;это приведёт к тому, что люди станут больше его использовать,;joint_m
а не перерабатывая,;это приведёт к тому, что люди станут больше его использовать,;contrast_m
поскольку будут уверены, что пластик быстро разложится без следа.;а не перерабатывая,;cause_r
Очередным подтверждением тому стал эксперимент, проведённый Университетом Плимута.;Исследователи взяли пять разных пакетов: обычный пластиковый два оксобиоразлагаемых;preparation_r
один пакет,;Исследователи взяли пять разных пакетов: обычный пластиковый два оксобиоразлагаемых;same-unit_m
продаваемый как биоразлагаемый,;один пакет,;elaboration_r
но без подтверждения разлагаемости;продаваемый как биоразлагаемый,;contrast_m
и один пакет,;Исследователи взяли пять разных пакетов: обычный пластиковый два оксобиоразлагаемых;same-unit_m
пригодный для компостирования,;и один пакет,;purpose_r
сертифицированный в соответствии с европейским стандартом 13432.;и один пакет,;elaboration_r
Они поместили по одному такому «пластиковому» набору в морскую воду, почву, а также в среду с доступом кислорода.;Исследователи взяли пять разных пакетов: обычный пластиковый два оксобиоразлагаемых;sequence_m
В итоге, спустя три года, в море «выжили» все пакеты,;Исследователи взяли пять разных пакетов: обычный пластиковый два оксобиоразлагаемых;sequence_m
кроме компостируемого, который растворился через три месяца.;В итоге, спустя три года, в море «выжили» все пакеты,;contrast_m
В земле компостируемый пакет тоже повёл себя лучше остальных,;Исследователи взяли пять разных пакетов: обычный пластиковый два оксобиоразлагаемых;comparison_m
хотя его частицы обнаружили в почве спустя 27 месяцев.;В земле компостируемый пакет тоже повёл себя лучше остальных,;concession_r
На воздухе все мешки развалились на куски за девять месяцев.;Исследователи взяли пять разных пакетов: обычный пластиковый два оксобиоразлагаемых;comparison_m
Биоразлагаемый пакет, который пробыл в морской воде три года;;elaboration_r
и не разложился.;Биоразлагаемый пакет, который пробыл в морской воде три года;joint_m
Он легко выдержал вес покупок.;Биоразлагаемый пакет, который пробыл в морской воде три года;contrast_m
