EDU_1;EDU_2;Relation
Для начала;констатируем очевидное:;purpose_r
констатируем очевидное:;Из чего и будем исходить...;preparation_r
если даже в самые хорошие, самые скрепные времена Россия экспортировала в развитые страны только сырье, лес и сельхозпродукты,;то сейчас, как видим, целых 5.9% российского экспорта составляют продукты отечественного производства,;condition_r
то сейчас, как видим, целых 5.9% российского экспорта составляют продукты отечественного производства,;констатируем очевидное:;elaboration_r
— и это бесспорное свидетельство прорыва в дестилетие ярких побед.;то сейчас, как видим, целых 5.9% российского экспорта составляют продукты отечественного производства,;evaluation_r
Из чего и будем исходить...;—TXT;elaboration_r
На мой взгляд, точка зрения уважаемого Владимира Федорова и тональность развернувшейся вокруг неё дискуссии выдержаны в излишне скептических тонах.;—TXT;evaluation_r
На самом же деле,;—TXT;contrast_m
даже если все так,;повода ни для скепсиса, ни для негатива нет.;condition_r
повода ни для скепсиса, ни для негатива нет.;На самом же деле,;same-unit_m
Договор об аренде заключен в законном порядке законной властью,;—TXT;elaboration_r
а право законного владельца продавать,;Договор об аренде заключен в законном порядке законной властью,;joint_m
дарить,;а право законного владельца продавать,;joint_m
отчуждать;а право законного владельца продавать,;joint_m
или сдавать в аренду свою собственность несомненно.;а право законного владельца продавать,;joint_m
Особым же придирам, которые заявят, что владелец сибирских гектаров со всеми их угодьям все-таки не власть, а население Российской Федерации,;Договор об аренде заключен в законном порядке законной властью,;contrast_m
именуемое также народом,;Особым же придирам, которые заявят, что владелец сибирских гектаров со всеми их угодьям все-таки не власть, а население Российской Федерации,;elaboration_r
следует принять во внимание тот факт,;Особым же придирам, которые заявят, что владелец сибирских гектаров со всеми их угодьям все-таки не власть, а население Российской Федерации,;same-unit_m
что упомянутое население (народ) на всех последних выборах подтвердил полномочия именно данной власти,;тем самым выписав ей генеральную доверенность на решение всех вопросов,;cause_r
тем самым выписав ей генеральную доверенность на решение всех вопросов,;а следовательно, заранее одобрил все ее решения, в том числе, и это.;cause_r
а следовательно, заранее одобрил все ее решения, в том числе, и это.;Особым же придирам, которые заявят, что владелец сибирских гектаров со всеми их угодьям все-таки не власть, а население Российской Федерации,;elaboration_r
Таким образом, юридически все тип-топ, и в политическом ракурсе тоже.;Договор об аренде заключен в законном порядке законной властью,;evaluation_r
В конце концов, абсолютно идентичный договор имел место в хорошие, скрепные времена,;Таким образом, юридически все тип-топ, и в политическом ракурсе тоже.;evidence_r
когда Китай обижали злые соседи,;В конце концов, абсолютно идентичный договор имел место в хорошие, скрепные времена,;elaboration_r
и он рассчитывал на помощь России.;когда Китай обижали злые соседи,;joint_m
Сейчас то же самое, только функции сторон изменились.;В конце концов, абсолютно идентичный договор имел место в хорошие, скрепные времена,;comparison_m
Уважаемый Владимир Федоров,;И наконец, о стеклянных бусах.;elaboration_r
— это ясно,;Уважаемый Владимир Федоров,;evaluation_r
— намекает;на  продажу индейцами голландцам целого Манхеттена за кучу ширпотреба,;attribution_r
на  продажу индейцами голландцам целого Манхеттена за кучу ширпотреба,;Уважаемый Владимир Федоров,;same-unit_m
подразумевая, что российские дикари отдают ценнейшие угодья в обмен на двух красивых, но бессмысленных животных,;Уважаемый Владимир Федоров,;restatement_m
— и он не прав:;И наконец, о стеклянных бусах.;contrast_m
во-первых, ценность любого товара относительна.;И наконец, о стеклянных бусах.;cause_r
Для индейцев островок никакой ценности не представлял;во-первых, ценность любого товара относительна.;elaboration_r
(земли у них было немеряно),;Для индейцев островок никакой ценности не представлял;cause_r
бусы же, кроме как у голландцев, взять было неоткуда,;Для индейцев островок никакой ценности не представлял;comparison_m
— и точно так же у Москвы сибирских гектаров хоть жопой ешь,;Для индейцев островок никакой ценности не представлял;comparison_m
тогда как панды в глухом дефиците,;— и точно так же у Москвы сибирских гектаров хоть жопой ешь,;comparison_m
а во-вторых, - и это главное, - Манхэттен индейцы продали навсегда,;во-первых, ценность любого товара относительна.;joint_m
а тут речь об аренде.;а во-вторых, - и это главное, - Манхэттен индейцы продали навсегда,;contrast_m
Через 15 лет зверушки (или то, что от них останется) вернутся в Пекин,;а во-вторых, - и это главное, - Манхэттен индейцы продали навсегда,;elaboration_r
а через 40 лет китайцы  вернут сибирские гектары (с тем, что там останется) Российской Федерации или ее законному правопреемнику...;Через 15 лет зверушки (или то, что от них останется) вернутся в Пекин,;sequence_m
