EDU_1;EDU_2;Relation
Первомай встречали на даче.;Идея появилась на михневском рынке.;preparation_r
Впервые решила попробовать отыскать весенние грибы - сморчки.;Первомай встречали на даче.;joint_m
Идея появилась на михневском рынке.;Итак, за грибами.;preparation_r
Там они продавались по 100р за кучку.;Идея появилась на михневском рынке.;elaboration_r
Тщательно осмотрев и обнюхав грибы,;подумала - сходим;cause_r
подумала - сходим;Идея появилась на михневском рынке.;elaboration_r
и найдём сами.;подумала - сходим;joint_m
Тем более, что друзья рассказывали, как в прошлые годы собирали сморчки;подумала - сходим;elaboration_r
и даже готовили из них что-то вкусное.;Тем более, что друзья рассказывали, как в прошлые годы собирали сморчки;joint_m
Везде уже наросла сныть;Найти сморчки сначала пыталась среди молодой зелени.;background_r
и зацвели желтые и сиреневые цветочки, очень симпатичные в яркой траве.;Везде уже наросла сныть;joint_m
Лес был влажным;Найти сморчки сначала пыталась среди молодой зелени.;elaboration_r
от прошедших недавно дождей.;Лес был влажным;cause_r
Сапоги - наше всё.;Лес был влажным;evaluation_r
Ищу сморчки.;Найти сморчки сначала пыталась среди молодой зелени.;joint_m
Это оказалось весьма непросто.;Ищу сморчки.;evaluation_r
Целый час ходила;Ищу сморчки.;elaboration_r
и никаких признаков этих грибов не было.;Целый час ходила;joint_m
Были поганки, куда же без них.;и никаких признаков этих грибов не было.;contrast_m
Множество различных древесных грибов, свеженьких и мягких наощупь.;Были поганки, куда же без них.;joint_m
А также старых, гигантских размеров.;Множество различных древесных грибов, свеженьких и мягких наощупь.;joint_m
Помню, в детском лагере делала пепельницу для папы из такого гриба.;Старательно выдалбливала внутренность;background_r
и подарила на родительском дне.;Старательно выдалбливала внутренность;joint_m
Наверное, он выкинул этот шедевр,;Старательно выдалбливала внутренность;evaluation_r
дома я таких пепельниц не помню.;Наверное, он выкинул этот шедевр,;cause_r
Обследовав пни,;обнаружила еще и старые непрезентабельного вида дымовики, которые исправно дымили,;cause_r
обнаружила еще и старые непрезентабельного вида дымовики, которые исправно дымили,;Старательно выдалбливала внутренность;joint_m
несмотря на пережитую зиму.;обнаружила еще и старые непрезентабельного вида дымовики, которые исправно дымили,;concession_r
Вот это явно не грибы,;обнаружила еще и старые непрезентабельного вида дымовики, которые исправно дымили,;elaboration_r
больше похоже на цветок.;Вот это явно не грибы,;evaluation_r
Рвать не стала,;Вот это явно не грибы,;joint_m
кто знает что за чудо такое без листочков, прямо из земли растущее?;Рвать не стала,;cause_r
Проснулась бабочка,;Старательно выдалбливала внутренность;joint_m
долго сидела,;Проснулась бабочка,;joint_m
грелась на солнышке, расправив крылья.;Проснулась бабочка,;joint_m
Попадалось всё что угодно, кроме искомых сморчков.;Возле ствола дерева почти незаметное зеркальце от мотоцикла и босоножки, висящие на ремешке.;preparation_r
Примерять не стала, еще не сезон.;Возле ствола дерева почти незаметное зеркальце от мотоцикла и босоножки, висящие на ремешке.;evaluation_r
В зеркальце посмотрелась. Как-то так.;Возле ствола дерева почти незаметное зеркальце от мотоцикла и босоножки, висящие на ремешке.;joint_m
Но вот прошел небольшой отряд грибников,;Свернув к бурелому, я долго продиралась как медведь сквозь лесной валежник,;cause_r
у них были сморчки!;Но вот прошел небольшой отряд грибников,;elaboration_r
Оказывается, искать надо там, где поваленные деревья.;Но вот прошел небольшой отряд грибников,;elaboration_r
Свернув к бурелому, я долго продиралась как медведь сквозь лесной валежник,;Возле ствола дерева почти незаметное зеркальце от мотоцикла и босоножки, висящие на ремешке.;contrast_m
и вот он - первый гриб!;Свернув к бурелому, я долго продиралась как медведь сквозь лесной валежник,;sequence_m
То есть это уже второй,;Свернув к бурелому, я долго продиралась как медведь сквозь лесной валежник,;same-unit_m
первый я сорвала,;То есть это уже второй,;elaboration_r
забыв сфотографировать.;первый я сорвала,;cause_r
Поскольку уж очень долго искала.;Свернув к бурелому, я долго продиралась как медведь сквозь лесной валежник,;cause_r
и пахнут хорошими грибами, эти сморчки.;Они прохладные в руке;joint_m
Много собирать не стала,;Они прохладные в руке;elaboration_r
вдруг не понравятся на вкус.;Много собирать не стала,;cause_r
А лазить по бурелому удовольствие то ещё.;Много собирать не стала,;evaluation_r
Зацепившись за ветку, не удержалась;и встала на коленки в небольшое лесное болотце.;cause_r
и встала на коленки в небольшое лесное болотце.;Они прохладные в руке;joint_m
Потом, правда, джинсы быстро высохли - жара.;и встала на коленки в небольшое лесное болотце.;sequence_m
который сажали пионеры в 50-х годах;На обратном пути заглянула в ельник возле дач,;background_r
Ёлки вымахали огромные,;На обратном пути заглянула в ельник возле дач,;elaboration_r
там было прохладно, тень и хвойный запах.;Ёлки вымахали огромные,;joint_m
На толстом слое веток, среди шишек и опавшей хвои лежали скорлупки голубых птичьих яиц.;Ёлки вымахали огромные,;joint_m
Самих дроздов на дачах мы встречали неоднократно, как черных, так и рябинников.;Предположительно это были скорлупки яиц дрозда.;elaboration_r
Они, видимо, вьют гнёзда в нашем ельнике.;Самих дроздов на дачах мы встречали неоднократно, как черных, так и рябинников.;elaboration_r
Погода была отличная,;Предположительно это были скорлупки яиц дрозда.;joint_m
прогулялась я от души;Погода была отличная,;joint_m
и шагомер в телефоне к концу прогулки показал больше пяти километров пройденного пути по пересеченной местности.;Погода была отличная,;joint_m
А сморчки приготовить оказалось не очень сложно.;Предположительно это были скорлупки яиц дрозда.;joint_m
На вкус они чем-то напомнили лисички.;А сморчки приготовить оказалось не очень сложно.;comparison_m
При жарке;стреляли,;condition_r
стреляли,;их надо резать помельче.;cause_r
поскольку в них много пустых полостей,;стреляли,;cause_r
их надо резать помельче.;А сморчки приготовить оказалось не очень сложно.;elaboration_r
И перед жаркой три раза слить закипевшую воду,;их надо резать помельче.;joint_m
ибо условно-съедобность их очевидна.;И перед жаркой три раза слить закипевшую воду,;cause_r
Попробовав одну штучку,;успокоилась,;cause_r
успокоилась,;А сморчки приготовить оказалось не очень сложно.;elaboration_r
а всеядные домашние доели всю оставшуюся сковородку под жареную картошку.;успокоилась,;contrast_m
Сбор грибов прошёл не даром.;успокоилась,;evaluation_r
И прогулялись,;Сбор грибов прошёл не даром.;elaboration_r
и новое блюдо опробовали.;И прогулялись,;joint_m
Вот как тут разобрать непонятные весенние условно-съедобные грибы?;Через некоторое время получаю я информацию, что это были не сморчки, а строчки!;evaluation_r
Вот эти самые сморчки попались уже позже,;Через некоторое время получаю я информацию, что это были не сморчки, а строчки!;contrast_m
когда мы их не искали совсем.;Вот эти самые сморчки попались уже позже,;condition_r
Они росли прямо на участке;Вот эти самые сморчки попались уже позже,;elaboration_r
и выглядели вот так:;Они росли прямо на участке;joint_m
На мой взгляд, не особенно аппетитно.;Вот эти самые сморчки попались уже позже,;evaluation_r
когда до них дотронешься.;И пылили спорами,;condition_r
Кто собирал такие грибы;Поделитесь опытом, грибоеды!;condition_r
и, главное, осмелился их пробовать?;Кто собирал такие грибы;joint_m
Поделитесь опытом, грибоеды!;И пылили спорами,;joint_m
