EDU_1;EDU_2;Relation
Всем здравствуйте!;Меня зовут Мария,;preparation_r
Меня зовут Мария,;Так что показываю место работы,;preparation_r
я живу в Москве,;Меня зовут Мария,;background_r
и это один мой рабочий день.;Меня зовут Мария,;elaboration_r
Вообще-то я собиралась показать вам вчерашний рабочий день,;Так что показываю место работы,;cause_r
по средам и воскресеньям моя дорога на работу гораздо красочнее,;Вообще-то я собиралась показать вам вчерашний рабочий день,;cause_r
и внутри места, где эта работа проходит, красивее,;по средам и воскресеньям моя дорога на работу гораздо красочнее,;joint_m
и движухи больше.;по средам и воскресеньям моя дорога на работу гораздо красочнее,;joint_m
Но в среду я напрочь забыла о своем намерении снимать ОМД.;Вообще-то я собиралась показать вам вчерашний рабочий день,;contrast_m
где я бываю по вторникам и четвергам.;Так что показываю место работы,;background_r
Как вы уже поняли, будет много текста, и 53 телефонофотографии.;Так что показываю место работы,;elaboration_r
Где-то в сообществе есть еще два моих поста,;Как вы уже поняли, будет много текста, и 53 телефонофотографии.;background_r
но я не смогла их найти.;Где-то в сообществе есть еще два моих поста,;contrast_m
Итак, 8-55, меня разбудил будильник.;Долго крутилась в постели,;preparation_r
Так как легла я оочень для себя поздно,;будильник я сегодня ненавижу.;cause_r
будильник я сегодня ненавижу.;Итак, 8-55, меня разбудил будильник.;evaluation_r
пытаясь заставить телефон что-нибудь увидеть.;Долго крутилась в постели,;condition_r
В зимних сумерках увидеть он смог только окно. Вот и оно.;пытаясь заставить телефон что-нибудь увидеть.;elaboration_r
На подоконнике махровый плед - котиковое хозяйство.;В зимних сумерках увидеть он смог только окно. Вот и оно.;elaboration_r
Самого кота там нет.;На подоконнике махровый плед - котиковое хозяйство.;contrast_m
Он в изгнании на кухне.;Самого кота там нет.;elaboration_r
На окнах сетки антикошка.;Из-за этого я вечно чувствую себя в заточении,;cause_r
Из-за этого я вечно чувствую себя в заточении,;даже в окно выглядывать не охота.;cause_r
даже в окно выглядывать не охота.;На подоконнике махровый плед - котиковое хозяйство.;evaluation_r
Угу, к концу года я устала,;поэтому слегка в миноре.;cause_r
поэтому слегка в миноре.;Моя сонная физиономия, грязное зеркало и микрованная (моя боль и печаль).;evaluation_r
