EDU_1;EDU_2;Relation
С появлением смартфонов и ноутбуков нам стало заметно легче жить;Вот топ заболеваний, от которых все чаще страдают жители мегаполисов;preparation_r
— чего не скажешь о нашем позвоночнике.;С появлением смартфонов и ноутбуков нам стало заметно легче жить;contrast_m
из-за любви к гаджетам.;Вот топ заболеваний, от которых все чаще страдают жители мегаполисов;cause_r
И, конечно, работающие советы, как можно помочь своей спине;Вот топ заболеваний, от которых все чаще страдают жители мегаполисов;joint_m
№1. «Компьютерная» шея;У набирающего обороты синдрома есть еще второе название — i-горб,;preparation_r
У набирающего обороты синдрома есть еще второе название — i-горб,;тем самым увеличивая давление на шейный отдел позвоночника.;preparation_r
которое намекает на чрезмерную увлеченность современного поколения устройствами известной марки.;У набирающего обороты синдрома есть еще второе название — i-горб,;elaboration_r
Как правило,;тем самым увеличивая давление на шейный отдел позвоночника.;cause_r
держа в руках смартфон,;пользователи непроизвольно наклоняют голову вперед,;condition_r
пользователи непроизвольно наклоняют голову вперед,;Как правило,;same-unit_m
Эта же проблема касается и тех, кто часами работает за компьютером в подобном положении.;тем самым увеличивая давление на шейный отдел позвоночника.;elaboration_r
Со временем синдром начинает напоминать о себе сильными и стреляющими болями в шее,;тем самым увеличивая давление на шейный отдел позвоночника.;elaboration_r
не исключено и появление небольшого горба в районе пятого-седьмого позвонков.;Со временем синдром начинает напоминать о себе сильными и стреляющими болями в шее,;joint_m
Как лечить?;Эффективным лечением синдрома «компьютерной» шеи считается курс мануальной терапии или лечебного массажа у опытного специалиста.;solutionhood_r
Исходя из запущенности медицинского случая,;может потребоваться от четырех до шести сеансов,;condition_r
может потребоваться от четырех до шести сеансов,;Эффективным лечением синдрома «компьютерной» шеи считается курс мануальной терапии или лечебного массажа у опытного специалиста.;elaboration_r
но большинство пациентов замечают облегчение уже после первого приема.;может потребоваться от четырех до шести сеансов,;contrast_m
Профилактика.;Здоровье спины современного человека неразрывно связано с правильной организацией рабочего места;preparation_r
вне зависимости от того, где он работает — в офисе, коворкинге или дома.;Здоровье спины современного человека неразрывно связано с правильной организацией рабочего места;condition_r
Идеальный вариант:;Здоровье спины современного человека неразрывно связано с правильной организацией рабочего места;elaboration_r
— монитор находится на уровне глаз;Идеальный вариант:;elaboration_r
(то же самое касается и любимого смартфона);— монитор находится на уровне глаз;elaboration_r
— удобное кресло, на котором вы сидите с ровной спиной,;— монитор находится на уровне глаз;joint_m
опираясь на поясницу;— удобное кресло, на котором вы сидите с ровной спиной,;condition_r
— руки на столе под прямым углом;— монитор находится на уровне глаз;joint_m
— ноги не скрещивать,;— монитор находится на уровне глаз;joint_m
