EDU_1;EDU_2;Relation
Помимо стандартного набора;Профессиональную линейку;preparation_r
для ухода за волосами «шампунь + кондиционер»;у меня всегда присутствует ещё как минимум масло,;purpose_r
у меня всегда присутствует ещё как минимум масло,;Помимо стандартного набора;same-unit_m
именно о нём сегодняшний отзыв.;Помимо стандартного набора;elaboration_r
Моё мнение:;Профессиональную линейку;preparation_r
для ухода за волосами от L’Oreal;Профессиональную линейку;purpose_r
я безусловно знаю,;Профессиональную линейку;same-unit_m
но как-то так сложилось, что ничего не пробовала.;Профессиональную линейку;contrast_m
Знакомство началось с масла Mythic Oil Nourishing Oil For All Hair Types.;Масло L’Oreal оказалось действительно хорошим.;preparation_r
У меня сухие, тонкие, окрашенные волосы,;Масло – мой must-have.;background_r
требующие тщательного ухода и максимального увлажнения.;У меня сухие, тонкие, окрашенные волосы,;elaboration_r
Масло – мой must-have.;Знакомство началось с масла Mythic Oil Nourishing Oil For All Hair Types.;elaboration_r
Оно имеет классическую масляную текстуру;Масло L’Oreal оказалось действительно хорошим.;elaboration_r
(как заявляет производитель;в составе только масла;attribution_r
в составе только масла;Оно имеет классическую масляную текстуру;elaboration_r
и нет силикона,;в составе только масла;contrast_m
но тут я не поняла прикола, ведь в составе значится Dimethiconol,;в составе только масла;contrast_m
то ли наврали,;но тут я не поняла прикола, ведь в составе значится Dimethiconol,;elaboration_r
то ли что-то напутали в описании,;то ли наврали,;joint_m
в любом случае, для меня не страшно,;но тут я не поняла прикола, ведь в составе значится Dimethiconol,;evaluation_r
я силикона в средствах для волос не боюсь).;в любом случае, для меня не страшно,;cause_r
Масло концентрированное,;поэтому расход экономичен,;cause_r
если взять много,;то мои тонкие волосы может переутяжелить;condition_r
то мои тонкие волосы может переутяжелить;поэтому расход экономичен,;elaboration_r
и убрать свежесть и объём.;то мои тонкие волосы может переутяжелить;joint_m
После пары применений я уже знала свою «дозу».;поэтому расход экономичен,;elaboration_r
Впитывается быстро.;поэтому расход экономичен,;joint_m
Моментально смягчает,;Впитывается быстро.;joint_m
увлажняет;Моментально смягчает,;joint_m
и питает волосы,;Моментально смягчает,;joint_m
из сухих и безжизненный они превращаются в нормальные.;Моментально смягчает,;joint_m
На ощупь волосы становятся очень приятными.;Моментально смягчает,;evaluation_r
Я наношу масло после мытья на отжатые полотенцем волосы,;поэтому расход экономичен,;joint_m
далее даю им высохнуть либо самостоятельно,;Я наношу масло после мытья на отжатые полотенцем волосы,;sequence_m
либо укладываю феном.;далее даю им высохнуть либо самостоятельно,;joint_m
Также капельку наношу уже на сухие волосы,;Я наношу масло после мытья на отжатые полотенцем волосы,;sequence_m
чтобы убрать пушистость;Также капельку наношу уже на сухие волосы,;purpose_r
и придать дополнительный блеск.;чтобы убрать пушистость;joint_m
На моих светлых волосах блеск не сильно заметен,;Также капельку наношу уже на сухие волосы,;elaboration_r
но он есть,;На моих светлых волосах блеск не сильно заметен,;contrast_m
думаю, на тёмных волосах он будет более выраженным.;На моих светлых волосах блеск не сильно заметен,;comparison_m
Если вы в поисках базового масла для волос,;то Mythic Oil неплохой вариант,;condition_r
то Mythic Oil неплохой вариант,;поэтому расход экономичен,;evaluation_r
оно не делает чудес,;то Mythic Oil неплохой вариант,;elaboration_r
но ухаживает за волосами от мытья до мытья.;оно не делает чудес,;contrast_m
брала специально;У меня масло в миниатюрном формате,;cause_r
для отпуска.;брала специально;purpose_r
Но даже миниатюрная упаковка сделана на совесть – из стекла );У меня масло в миниатюрном формате,;contrast_m
транспортировку в багаже флакон прошёл без проблем.;Но даже миниатюрная упаковка сделана на совесть – из стекла );elaboration_r
Единственное, когда у меня осталась где-то 1/3;дозатор перестал нормально выдавать средство,;condition_r
дозатор перестал нормально выдавать средство,;У меня масло в миниатюрном формате,;elaboration_r
а начал плеваться.;дозатор перестал нормально выдавать средство,;contrast_m
Аромат приятный — лёгкий цветочный.;У меня масло в миниатюрном формате,;evaluation_r
;У меня масло в миниатюрном формате,;elaboration_r
Срок использования: 1,5 месяца;;elaboration_r
Цена: около 500 руб.;Срок использования: 1,5 месяца;joint_m
Оценка: 5;Срок использования: 1,5 месяца;evaluation_r
