EDU_1;EDU_2;Relation
Опять появилась и уже нависла в виде законопроекта идея обязательного тестирования приемных родителей;Что ж, давайте обсудим идею.;preparation_r
здесь;Опять появилась и уже нависла в виде законопроекта идея обязательного тестирования приемных родителей;attribution_r
Впрочем, самого текста законопроекта там нет,;Опять появилась и уже нависла в виде законопроекта идея обязательного тестирования приемных родителей;elaboration_r
нам предлагается за 2 недели обсудить смутную идею.;Впрочем, самого текста законопроекта там нет,;contrast_m
1. Всегда хочется иметь способ отделить агнцев от козлищ,;Тестирование кажется крайне заманчивой идеей.;solutionhood_r
и чтобы научно и наверняка.;1. Всегда хочется иметь способ отделить агнцев от козлищ,;purpose_r
Тестирование кажется крайне заманчивой идеей.;что у психологов есть такие волшебные тесты, которые узнают о тебе все что нужно.;preparation_r
Мало смыслящим в психодиагностике людям всегда кажется,;что у психологов есть такие волшебные тесты, которые узнают о тебе все что нужно.;cause_r
Это заблуждение.;что у психологов есть такие волшебные тесты, которые узнают о тебе все что нужно.;contrast_m
По настоящему валидных, верифицированных на больших выборках тестовых методик существует не так много.;Это заблуждение.;evidence_r
И выявляют они обычно с большой достоверностью только очень явные, яркие проявления и отклонения,;По настоящему валидных, верифицированных на больших выборках тестовых методик существует не так много.;joint_m
которые;И выявляют они обычно с большой достоверностью только очень явные, яркие проявления и отклонения,;elaboration_r
при длительном неформальном общении;и так видны.;condition_r
и так видны.;которые;same-unit_m
Эти тесты довольно достоверно выявили бы депрессию, психопатию и шизофрению.;По настоящему валидных, верифицированных на больших выборках тестовых методик существует не так много.;elaboration_r
Если бы люди с этими состояниями рвались в приемные родители.;Эти тесты довольно достоверно выявили бы депрессию, психопатию и шизофрению.;elaboration_r
Но я такого не припомню.;Если бы люди с этими состояниями рвались в приемные родители.;contrast_m
Это не говоря о том, что кандидаты в приемные родители в обязательном порядке получают заключение психиатра.;что у психологов есть такие волшебные тесты, которые узнают о тебе все что нужно.;joint_m
Если у него возникнут сомнения,;он может использовать все имеющиеся психодиагностические методы,;condition_r
он может использовать все имеющиеся психодиагностические методы,;Это не говоря о том, что кандидаты в приемные родители в обязательном порядке получают заключение психиатра.;elaboration_r
включая тесты.;он может использовать все имеющиеся психодиагностические методы,;condition_r
2. Отдельный вопрос, какие из этих методик могут быть применены;Предъявите исследования, которые устанавливают значимую корреляцию между теми или иными характеристиками личности или семьи и способностью растить приемного ребенка.;preparation_r
для тестирования приемных родителей.;2. Отдельный вопрос, какие из этих методик могут быть применены;purpose_r
Что мы хотим узнать?;Предъявите исследования, которые устанавливают значимую корреляцию между теми или иными характеристиками личности или семьи и способностью растить приемного ребенка.;solutionhood_r
Вот выявили мы личностный профиль – и что?;Что мы хотим узнать?;joint_m
Какие черты характера помогают,;Что мы хотим узнать?;joint_m
а какие мешают хорошо растить приемного ребенка?;Какие черты характера помогают,;contrast_m
Или мы будем мерять дисфункцию семьи?;Какие черты характера помогают,;joint_m
Но где тут критерии?;Или мы будем мерять дисфункцию семьи?;contrast_m
Что будет основанием для позитивного или негативного прогноза?;Какие черты характера помогают,;joint_m
Если мы по результатам теста будем лишать взрослых права стать приемными родителями,;у нас должны быть очень серьезные основания для этого, не так ли?;condition_r
у нас должны быть очень серьезные основания для этого, не так ли?;Предъявите исследования, которые устанавливают значимую корреляцию между теми или иными характеристиками личности или семьи и способностью растить приемного ребенка.;elaboration_r
Они есть?;у нас должны быть очень серьезные основания для этого, не так ли?;contrast_m
Где они опубликованы?;Они есть?;elaboration_r
3. Как вы понимаете, этим вопросом задавались давно и многие.;все социальные службы развитых стран давно бы использовали стандартизированные тестовые методики.;preparation_r
И проводились длительные с довольно широким охватом исследования на эту тему, в Европе, в США, в Израиле.;3. Как вы понимаете, этим вопросом задавались давно и многие.;elaboration_r
Простите, я не беру в расчет кандидатскую диссертацию, защищенную в российском областном центре на примере 17 семей и 3 авторских методик, сочиненных самим автором.;И проводились длительные с довольно широким охватом исследования на эту тему, в Европе, в США, в Израиле.;elaboration_r
Я про реальные серьезные исследования.;Простите, я не беру в расчет кандидатскую диссертацию, защищенную в российском областном центре на примере 17 семей и 3 авторских методик, сочиненных самим автором.;contrast_m
Насколько я знаю;все социальные службы развитых стран давно бы использовали стандартизированные тестовые методики.;solutionhood_r
(не могу сказать, что все знаю,;Насколько я знаю;concession_r
но интересовалась);(не могу сказать, что все знаю,;contrast_m
во всех этих исследования корреляция результатов предварительного тестирования кандидатов в приемные родители и катамнеза;Насколько я знаю;same-unit_m
(как потом у них получилось с приемным ребенком);во всех этих исследования корреляция результатов предварительного тестирования кандидатов в приемные родители и катамнеза;elaboration_r
нулевая.;во всех этих исследования корреляция результатов предварительного тестирования кандидатов в приемные родители и катамнеза;same-unit_m
