EDU_1;EDU_2;Relation
свернув с трассы Казань-Зеленодольск,;попадаешь сначала в заповедный лес, затем в Местечко Раифа на берегу живописного Раифского озера.;condition_r
попадаешь сначала в заповедный лес, затем в Местечко Раифа на берегу живописного Раифского озера.;По дороге к Раифскому Богородицкому мужскому монастырю,;same-unit_m
Дорога закончится автостоянкой,;дальше не проедешь.;cause_r
дальше не проедешь.;По дороге к Раифскому Богородицкому мужскому монастырю,;elaboration_r
Ну, а пеший путь легко определяется по группам туристов и паломников.;По дороге к Раифскому Богородицкому мужскому монастырю,;joint_m
Прекрасным ориентиром будет также и  колокольня над Святыми Вратами, сооружение самое высокое на территории монастыря.;Ну, а пеший путь легко определяется по группам туристов и паломников.;joint_m
Двигаясь по улочке с едальнями и сувенирными лавками взгляд упирается именно в нее.;Прекрасным ориентиром будет также и  колокольня над Святыми Вратами, сооружение самое высокое на территории монастыря.;elaboration_r
избравший путь странника после смерти родителей.;Основателем монастыря является отшельник Филарет,;elaboration_r
Раздав имущество;Основателем монастыря является отшельник Филарет,;elaboration_r
он пустился в путь по Поволжью;Раздав имущество;sequence_m
и, в итоге, в 1613 году выбрал место для своей кельи на берегу Раифского озера;Раздав имущество;sequence_m
(скорее всего озеро имело другое название на тот момент).;и, в итоге, в 1613 году выбрал место для своей кельи на берегу Раифского озера;evaluation_r
Первыми соседями по территории с Филаретом оказались мари-язычники,;Основателем монастыря является отшельник Филарет,;joint_m
также совершающие свои обряды в этих местах.;Первыми соседями по территории с Филаретом оказались мари-язычники,;elaboration_r
Как известно, часть марийцев избрала христианскую веру.;Первыми соседями по территории с Филаретом оказались мари-язычники,;evidence_r
Возможно именно с этого момента, но точных сведений у меня нет.;Первыми соседями по территории с Филаретом оказались мари-язычники,;evaluation_r
Тем не менее слухи о монахе разошлись быстро;и вскоре на этом месте строится первая часовня.;cause_r
Датой же основания монастыря принято считать 1661 год,;и вскоре на этом месте строится первая часовня.;background_r
за два года до этого Филарет умер.;Датой же основания монастыря принято считать 1661 год,;sequence_m
В монастырь привезли точную копию Грузинской иконы Божьей Матери,;и вскоре на этом месте строится первая часовня.;joint_m
которая и по сей день является главной святыней монастыря.;В монастырь привезли точную копию Грузинской иконы Божьей Матери,;elaboration_r
Деревянные постройки разрушил пожар.;Каменные здания стали появляться в начале 18-го века.;cause_r
Каменные здания стали появляться в начале 18-го века.;и вскоре на этом месте строится первая часовня.;joint_m
Чуть ранее началось строительство стены вокруг монастыря.;Каменные здания стали появляться в начале 18-го века.;sequence_m
Церковь в честь Святых Отцов в Синае и Раифе избиенных. Год возведения 1708-й, таким образом это самое старое здание храма на территории монастыря.;В самом центре территории - Троицкий собор. Нео русский стиль. Относительно свежее сооружение, 1910 год окончания строительства.;joint_m
В названии церкви кроется и идея посвящения монастыря в честь монахов в синайской обители Раифа,;Церковь в честь Святых Отцов в Синае и Раифе избиенных. Год возведения 1708-й, таким образом это самое старое здание храма на территории монастыря.;elaboration_r
погибших;В названии церкви кроется и идея посвящения монастыря в честь монахов в синайской обители Раифа,;elaboration_r
в результате разбойного нападения африканских язычников.;погибших;cause_r
Небольшая Софийская церковь построена чуть позже над братскими кельями.;В самом центре территории - Троицкий собор. Нео русский стиль. Относительно свежее сооружение, 1910 год окончания строительства.;joint_m
Котика видите?;Небольшая Софийская церковь построена чуть позже над братскими кельями.;joint_m
Их здесь много,;Котика видите?;solutionhood_r
показывал их отдельно вот здесь.;Их здесь много,;elaboration_r
Фрагмент забора и башня. Периметр монастыря более полукилометра.;Небольшая Софийская церковь построена чуть позже над братскими кельями.;elaboration_r
После октябрьской революции;монастырь официально был закрыт,;cause_r
однако до 1930 года службы не прекращались.;монастырь официально был закрыт,;contrast_m
В 30-м году были арестованы;монастырь официально был закрыт,;sequence_m
и расстреляны 6 человек, иеромонахов и послушников,;В 30-м году были арестованы;joint_m
а бывшая обитель стала выполнять функции тюрьмы с мастерскими, основанными в храмах.;В 30-м году были арестованы;joint_m
Русский и татарин братья навек.;После возвращения монастыря РПЦ в 1991 году первую помощь в восстановлении монахи получили от мусульман,;preparation_r
Глубоко осознать это можно только в Казани.;Русский и татарин братья навек.;elaboration_r
а президент Шаймиев пожертвовал деньги на новые кресты для Троицкого собора.;После возвращения монастыря РПЦ в 1991 году первую помощь в восстановлении монахи получили от мусульман,;joint_m
На сегодняшний день в братии около 60 человек.;После возвращения монастыря РПЦ в 1991 году первую помощь в восстановлении монахи получили от мусульман,;joint_m
Территория ухоженная,;После возвращения монастыря РПЦ в 1991 году первую помощь в восстановлении монахи получили от мусульман,;elaboration_r
есть даже такой симпатичный прудик.;Территория ухоженная,;joint_m
Часовня. Перед ней на площади солнечные часы весьма интересной конструкции.;Территория ухоженная,;joint_m
Ну и напоследок вид на то самое живописное Раифское озеро.;Главное, что это не повод сидеть дома,;solutionhood_r
В солнечный день, наверное, и вода играет другими красками.;Ну и напоследок вид на то самое живописное Раифское озеро.;evaluation_r
Ну а наше нынешнее лето было такое, какое было.;Ну и напоследок вид на то самое живописное Раифское озеро.;contrast_m
надо успевать поездить посмотреть. Интересных мест еще много!;Главное, что это не повод сидеть дома,;contrast_m
