EDU_1;EDU_2;Relation
ДОЗАСЕДАВШИЕСЯ -TXT;Вопрос с тразитом российского газа в ЕС через Украину возник давно,;preparation_r
О чем это?;Все о том же.;solutionhood_r
Все о том же.;ДОЗАСЕДАВШИЕСЯ -TXT;elaboration_r
Но раз уж целый сенатор пророчит,;есть смысл вернуться...;condition_r
есть смысл вернуться...;Все о том же.;contrast_m
и проект СП-2, как известно,;Вопрос с тразитом российского газа в ЕС через Украину возник давно,;joint_m
связан, в частности, и с понятным желанием Москвы прекратить покражи Киевом газа,;и проект СП-2, как известно,;cause_r
а также;связан, в частности, и с понятным желанием Москвы прекратить покражи Киевом газа,;same-unit_m
(вслух об этом не говорят,;создать Киеву очень серьзеные финансовые проблемы,;evaluation_r
но все ж ясно);(вслух об этом не говорят,;contrast_m
создать Киеву очень серьзеные финансовые проблемы,;а также;same-unit_m
и в июне 2015 года Газпром устами г-на Медведева, зампреда правления компании;После окончания транзитного контракта с Украиной ни продления, ни заключения нового не будет;attribution_r
(шишка, как ни крути, немалая и официальная);и в июне 2015 года Газпром устами г-на Медведева, зампреда правления компании;evaluation_r
четко заявил:;и в июне 2015 года Газпром устами г-на Медведева, зампреда правления компании;same-unit_m
После окончания транзитного контракта с Украиной ни продления, ни заключения нового не будет;Вопрос с тразитом российского газа в ЕС через Украину возник давно,;sequence_m
ни при каких условиях.;После окончания транзитного контракта с Украиной ни продления, ни заключения нового не будет;condition_r
Согласитесь, грозно.;После окончания транзитного контракта с Украиной ни продления, ни заключения нового не будет;evaluation_r
Проблема лишь в том,;что Запад такой пируэт не устраивает.;evaluation_r
что Запад такой пируэт не устраивает.;Согласитесь, грозно.;contrast_m
США;что Запад такой пируэт не устраивает.;background_r
по массе причин (экономических и политических);вообще пытаются обнулись СП-2,;cause_r
вообще пытаются обнулись СП-2,;США;same-unit_m
ЕС (в первую очередь, Германия) против самого СП-2 не возражают,;в связи с чем Запад тут же выразил недовольство,;cause_r
но возражают против ущемления Украины,;ЕС (в первую очередь, Германия) против самого СП-2 не возражают,;contrast_m
и уже пару недель спустя г-н Миллер внес поправку: дескать,;президент готов к дальнейшему транзиту,;attribution_r
президент готов к дальнейшему транзиту,;в связи с чем Запад тут же выразил недовольство,;sequence_m
и мы не отказываемся,;президент готов к дальнейшему транзиту,;joint_m
но контракт подпишем;и мы не отказываемся,;contrast_m
только на выгодных для нас условиях.;но контракт подпишем;condition_r
То есть, как бы г-н Медведев был не в курсе.;президент готов к дальнейшему транзиту,;restatement_m
Ага, ага.;То есть, как бы г-н Медведев был не в курсе.;evaluation_r
Короче говоря, границы возможного прощупали,;и летом 2018 года,;preparation_r
после серьезной беседы с фрау Меркель,;что транзит газа через Украину будет сохранен,;cause_r
великий человек дал задний ход, сообщив,;что транзит газа через Украину будет сохранен,;attribution_r
что транзит газа через Украину будет сохранен,;и летом 2018 года,;same-unit_m
а в декабре еще раз подтвердил это,;и летом 2018 года,;sequence_m
как нечто, уже окончательно решенное.;а в декабре еще раз подтвердил это,;evaluation_r
Что ж, с великим человеком не поспоришь,;и летом 2018 года,;sequence_m
осталось только согласовать цену,;Что ж, с великим человеком не поспоришь,;contrast_m
чтобы вовсе уж в убытке не быть,;осталось только согласовать цену,;purpose_r
и г-н Миллер становится шелково уступчив:;он уже не диктует в категорическом императиве,;attribution_r
он уже не диктует в категорическом императиве,;осталось только согласовать цену,;elaboration_r
а предлагает Киеву вполне приличный, достойный компромисс - снижение цены аж на 25%,;он уже не диктует в категорическом императиве,;contrast_m
но в Киеве, как ни странно, сидят не идиоты:;и теперь уже диктуют условия они, - в том же категорическом императиве,;evaluation_r
у них на руках  решения суда из Стокгольма,;и теперь уже диктуют условия они, - в том же категорическом императиве,;cause_r
они знают, что Москва оказалась в пиковом положении,;у них на руках  решения суда из Стокгольма,;joint_m
ибо против воли фрау не попрешь,;они знают, что Москва оказалась в пиковом положении,;cause_r
и теперь уже диктуют условия они, - в том же категорическом императиве,;Что ж, с великим человеком не поспоришь,;contrast_m
от которого отказался г-н Миллер.;и теперь уже диктуют условия они, - в том же категорическом императиве,;contrast_m
Для Кремля это очень неприятный оборот сюжета,;и поэтому реакция на ультиматум Нафтогаза идет не из Газпрома,;preparation_r
причем экономический аспект уходит на задний план,;и поэтому реакция на ультиматум Нафтогаза идет не из Газпрома,;cause_r
уступая авансцену политике,;причем экономический аспект уходит на задний план,;contrast_m
как по логике следовало,;и поэтому реакция на ультиматум Нафтогаза идет не из Газпрома,;evaluation_r
но аж из Министерства иностранных дел:;Никто никогда не заявлял, что мы откажемся.;attribution_r
Никто никогда не заявлял, что мы откажемся.;и поэтому реакция на ультиматум Нафтогаза идет не из Газпрома,;contrast_m
Это было бы убийственно для нас и нерационально.;Никто никогда не заявлял, что мы откажемся.;joint_m
Но и пойти на такие ультиматумы,;Никто никогда не заявлял, что мы откажемся.;contrast_m
что вам все равно некуда деться,;поэтому берите наши условия и вперед -;cause_r
вы часть будете через нас качать,;что вам все равно некуда деться,;joint_m
поэтому берите наши условия и вперед -;Но и пойти на такие ультиматумы,;elaboration_r
это не тот метод, который мы поддерживаем.;Но и пойти на такие ультиматумы,;evaluation_r
Что самое интересное, г-н Панкин, заместитель г-на Лаврова,  почти не врет, - но только почти:;отказ от транзита через Украины не только не рационален,;preparation_r
МИД, в самом деле, никогда не заявлял,;что Кремль откажется от транзита,;attribution_r
но вот насчет никто получается странно,;что Кремль откажется от транзита,;contrast_m
поскольку об отказе от транзита заявлял Газпром.;но вот насчет никто получается странно,;cause_r
Впрочем, спишем казус на склероз,;что Кремль откажется от транзита,;evaluation_r
и обратим внимание на главное.;Впрочем, спишем казус на склероз,;contrast_m
По мнению Кремля,;отказ от транзита через Украины не только не рационален,;attribution_r
но и убийственен.;отказ от транзита через Украины не только не рационален,;joint_m
То есть, смерти подобен;но и убийственен.;restatement_m
(ибо тогда от СП-2 может отказаться и Берлин),;То есть, смерти подобен;cause_r
и единственное,;То есть, смерти подобен;elaboration_r
на чем настаивает Кремль,;это чтобы его не шантажировали.;attribution_r
это чтобы его не шантажировали.;и единственное,;same-unit_m
Так и говорят:;шантаж не тот метод, который мы поддерживаем,;attribution_r
шантаж не тот метод, который мы поддерживаем,;и единственное,;restatement_m
мы не хотим, чтобы с нами работали в стиле вам все равно некуда деться.;шантаж не тот метод, который мы поддерживаем,;joint_m
Понятная позиция,;шантаж не тот метод, который мы поддерживаем,;evaluation_r
— вот только никуда Москве не уйти от того факта, что деться таки некуда.;Чем Киев и пользуется,;cause_r
Чем Киев и пользуется,;Понятная позиция,;contrast_m
не интересуясь, какие методы поддерживает Москва.;Чем Киев и пользуется,;condition_r
как бы его контору не закрыли за ненадобностью,;С учетом всего этого г-ну Пушкову стоит попробовать написать  роман на тему;elaboration_r
если газ по ГТС поступать перестанет.;как бы его контору не закрыли за ненадобностью,;condition_r
С фантазией у сенатора все в порядке, и;произведение может иметь немалый успех...;condition_r
если со стилем тоже,;произведение может иметь немалый успех...;condition_r
произведение может иметь немалый успех...;С учетом всего этого г-ну Пушкову стоит попробовать написать  роман на тему;elaboration_r
