EDU_1;EDU_2;Relation
Итак, Монголия. Сначала и не думала заворачивать в эту страну.;Решили ехать на Байкал, с иркутской стороны, соответственно.;preparation_r
Потом к Байкалу плавно приплюсовали Бурятию;Решили ехать на Байкал, с иркутской стороны, соответственно.;sequence_m
(и не пожалели ни разу!),;Потом к Байкалу плавно приплюсовали Бурятию;elaboration_r
а потом я рассмотрела, что с Улан-Удэ не так далеко и до Улан-Батора!;Потом к Байкалу плавно приплюсовали Бурятию;joint_m
Не далеко — это 500 километров.;а потом я рассмотрела, что с Улан-Удэ не так далеко и до Улан-Батора!;elaboration_r
когда стала искать виды транспортировки из Улан-Удэ в Монголию,;Выбор подтвердился окончательно,;condition_r
и нашла рейс монгольских авиалиний.;когда стала искать виды транспортировки из Улан-Удэ в Монголию,;joint_m
Летает он несколько раз в неделю.;Выбор подтвердился окончательно,;elaboration_r
Еще есть поезд, также пару раз в неделю.;Выбор подтвердился окончательно,;joint_m
Причем, цена на самолет и поезд практически одна и та же — 5000 руб., плюс/минус.;Выбор подтвердился окончательно,;cause_r
Только вот самолетом доберетесь за 1,5 часа,;Причем, цена на самолет и поезд практически одна и та же — 5000 руб., плюс/минус.;elaboration_r
а поезд плетётся 14,5 часов.;Только вот самолетом доберетесь за 1,5 часа,;comparison_m
Мы сделали так: в Улан-Батор полетели самолетом, а обратно — поездом.;Выбор подтвердился окончательно,;elaboration_r
Во-первых, так было удобнее по датам и времени,;Мы сделали так: в Улан-Батор полетели самолетом, а обратно — поездом.;cause_r
а во-вторых, ни капли не пожалели, выбрав поезд,;Во-первых, так было удобнее по датам и времени,;joint_m
потому что виды за окном были потрясающие.;а во-вторых, ни капли не пожалели, выбрав поезд,;cause_r
Монголии я побаивалась, честно сказать.;Выбор подтвердился окончательно,;joint_m
Знала о ней несколько отдалённых фактов: степи, степи, большая территория, мало жителей, большинство из которых — кочевники, лошади,;Монголии я побаивалась, честно сказать.;elaboration_r
Улан-Батор — самая холодная столица мира,;Знала о ней несколько отдалённых фактов: степи, степи, большая территория, мало жителей, большинство из которых — кочевники, лошади,;joint_m
и то, что один мой знакомый ездил туда охотиться с монголами.;Улан-Батор — самая холодная столица мира,;joint_m
С таким набором я бы, наверно, ещё долго не выбрала Монголию как объект посещения.;Знала о ней несколько отдалённых фактов: степи, степи, большая территория, мало жителей, большинство из которых — кочевники, лошади,;evaluation_r
Ещё казалось, что вот сейчас выйду из аэропорта,;Знала о ней несколько отдалённых фактов: степи, степи, большая территория, мало жителей, большинство из которых — кочевники, лошади,;joint_m
а там — коровы какие-нибудь ходят, гужевые повозки с лошадьми, монголы в национальных одеждах, ни одного магазина, и вот она, я...;Ещё казалось, что вот сейчас выйду из аэропорта,;joint_m
Но, каково было удивление, что сначала встретила в аэропорту огромную толпу туристов из Южной Кореи;Монголии я побаивалась, честно сказать.;contrast_m
(уже, думаю, не одни тут будем :),;Но, каково было удивление, что сначала встретила в аэропорту огромную толпу туристов из Южной Кореи;elaboration_r
а потом нас вёз очень даже симпатичный, модный, молодой монгол, и не на гужевой повозке, а на вполне хорошем авто.;Но, каково было удивление, что сначала встретила в аэропорту огромную толпу туристов из Южной Кореи;joint_m
Да и музыка в машине играла приятная.;а потом нас вёз очень даже симпатичный, модный, молодой монгол, и не на гужевой повозке, а на вполне хорошем авто.;elaboration_r
Аэропорт имени, конечно же, Чингисхана!;Но, каково было удивление, что сначала встретила в аэропорту огромную толпу туристов из Южной Кореи;elaboration_r
В общем — выдохнула.;Ещё больше расслабилась,;preparation_r
когда заселились в отель;Ещё больше расслабилась,;condition_r
— вот уж действительно, это вам не сибирский сервис — номер оказался просто огромный!;Ещё больше расслабилась,;evaluation_r
И воду питьевую не забыли, и все принадлежности на месте, и даже печеньки в качестве комплимента.;Ещё больше расслабилась,;joint_m
Вот, думаю, тебе и монголы!;Ещё больше расслабилась,;evaluation_r
вместе с которой мы и начали изучение страны.;В Монголии у нас была местная гид — Болор,;elaboration_r
Болор хорошо знает русский язык,;В Монголии у нас была местная гид — Болор,;elaboration_r
так как училась в школе при российском посольстве.;Болор хорошо знает русский язык,;cause_r
Хотя это, скорее, исключение.;Болор хорошо знает русский язык,;elaboration_r
Русский язык в Монголии не знают, общение с туристами — на английском либо «на пальцах».;Болор хорошо знает русский язык,;elaboration_r
Туристов, кстати, не мало. Особенно много корейцев.;Русский язык в Монголии не знают, общение с туристами — на английском либо «на пальцах».;elaboration_r
Так и не поняла с чем это связано.;Туристов, кстати, не мало. Особенно много корейцев.;evaluation_r
Очень много корейских ресторанов, кафе, и чуть ли не несколько рейсов в день прилетает из Сеула.;Туристов, кстати, не мало. Особенно много корейцев.;evidence_r
Есть туристы из Китая, но больше, так называемых, внутренних монголов.;Очень много корейских ресторанов, кафе, и чуть ли не несколько рейсов в день прилетает из Сеула.;comparison_m
Это те же самые монголы, которые живут обособленно на китайской территории, граничащей с Монголией.;Есть туристы из Китая, но больше, так называемых, внутренних монголов.;restatement_m
Естественно, китайцам такое соседство сто лет не нужно,;Есть туристы из Китая, но больше, так называемых, внутренних монголов.;elaboration_r
и притесняют несчастных всеми способами.;Естественно, китайцам такое соседство сто лет не нужно,;joint_m
Русских туристов совсем не много.;Очень много корейских ресторанов, кафе, и чуть ли не несколько рейсов в день прилетает из Сеула.;comparison_m
Видимо, это связано с очень дорогими рейсами из Москвы в Улан-Батор:;Русских туристов совсем не много.;evaluation_r
