EDU_1;EDU_2;Relation
Закончившиеся банки были безжалостно выброшены,;поэтому расскажу о 3-х оставшихся: Granactive Retinoid 5% in Squalane Hyaluronic Acid 2% + B5 Niacinamide 10% + Zinc 1%;cause_r
поэтому расскажу о 3-х оставшихся: Granactive Retinoid 5% in Squalane Hyaluronic Acid 2% + B5 Niacinamide 10% + Zinc 1%;В общей сложности у меня было 8 продуктов этого бренда.;elaboration_r
У меня нет сомнений, что здесь остались девушки, которые не знают об этом бренде, его истории, концепции, скандалах.;В общей сложности у меня было 8 продуктов этого бренда.;evaluation_r
Не буду повторяться,;У меня нет сомнений, что здесь остались девушки, которые не знают об этом бренде, его истории, концепции, скандалах.;contrast_m
сразу перейду к делу.;Не буду повторяться,;joint_m
Моя кожа: 29 лет, комбинированный тип, чувствительная, акне в ремиссии, пост-акне,;В общей сложности у меня было 8 продуктов этого бренда.;background_r
быстро забиваются поры.;Моя кожа: 29 лет, комбинированный тип, чувствительная, акне в ремиссии, пост-акне,;elaboration_r
Очень сложно подобрать подходящее средство,;поэтому на полках пылятся разнообразные банки,;cause_r
поэтому на полках пылятся разнообразные банки,;Моя кожа: 29 лет, комбинированный тип, чувствительная, акне в ремиссии, пост-акне,;evaluation_r
сделавшие только хуже (в основном).;поэтому на полках пылятся разнообразные банки,;evaluation_r
Granactive Retinoid 5% in Squalane The Ordinary  Granactive Retinoid 5% in Squalane The Ordinary;поэтому выбрала ретиноиды в сквалане.;preparation_r
Я честно пользовалась этой сывороткой на протяжении 5-ти месяцев.;поэтому выбрала ретиноиды в сквалане.;background_r
Это время пришлось как раз на тот период,;Кожа была иссушенной, чувствительной, с большим количеством заломов.;cause_r
когда я закончила применение аптечных ретиноидов.;Это время пришлось как раз на тот период,;condition_r
Кожа была иссушенной, чувствительной, с большим количеством заломов.;Я честно пользовалась этой сывороткой на протяжении 5-ти месяцев.;elaboration_r
Изначально я хотела взять эмульсию с ретиноидами и ретинолом,;поэтому выбрала ретиноиды в сквалане.;cause_r
но никак она мне не попадалась,;Изначально я хотела взять эмульсию с ретиноидами и ретинолом,;contrast_m
Концентрацию 5% хапнула от жадности,;поэтому выбрала ретиноиды в сквалане.;elaboration_r
хотя был вариант взять 2%.;Концентрацию 5% хапнула от жадности,;concession_r
Сыворотка заключена в стеклянную бутылочку с затемнением.;поэтому выбрала ретиноиды в сквалане.;elaboration_r
Снабжена удобной пипеткой-дозатором.;Сыворотка заключена в стеклянную бутылочку с затемнением.;joint_m
Плотно закрывается,;Сыворотка заключена в стеклянную бутылочку с затемнением.;joint_m
никаких проблем с упаковкой нет.;Плотно закрывается,;evaluation_r
Эту сыворотку я хранила в прохладном темном месте.;Сыворотка заключена в стеклянную бутылочку с затемнением.;elaboration_r
Granactive Retinoid 5% in Squalane The Ordinary;Эту сыворотку я хранила в прохладном темном месте.;elaboration_r
Объем: 30 мл;Granactive Retinoid 5% in Squalane The Ordinary;elaboration_r
Срок годности:;Объем: 30 мл;joint_m
Состав:  Состав Granactive Retinoid 5% in Squalane The Ordinary;Объем: 30 мл;joint_m
Стойкое ощущение, словно ты находишься в каком-то гараже,;Первое, что меня оттолкнуло — запах.;elaboration_r
но уже через 5-7 минут после нанесения запах абсолютно не ощущается.;Стойкое ощущение, словно ты находишься в каком-то гараже,;contrast_m
Вторая негативная реакция была связана с консистенцией сыворотки.;Первое, что меня оттолкнуло — запах.;joint_m
Я ожидала, что она будет маслянистой,;Вторая негативная реакция была связана с консистенцией сыворотки.;elaboration_r
но тут консистенция немного не такая,;Я ожидала, что она будет маслянистой,;contrast_m
более противная что ли.;но тут консистенция немного не такая,;evaluation_r
Трудно объяснить.;но тут консистенция немного не такая,;evaluation_r
Неприятная, некомфортная.;но тут консистенция немного не такая,;evaluation_r
Особенно для моей комбинированной и проблемной кожи.;Неприятная, некомфортная.;elaboration_r
Сразу после нанесения кожу немного покалывает,;После нанесения этой сыворотки у меня всегда появлялось ощущение какой-то слоености на лице, пирога, теплицы.;elaboration_r
она краснеет.;Сразу после нанесения кожу немного покалывает,;joint_m
Впитывается довольно долго.;После нанесения этой сыворотки у меня всегда появлялось ощущение какой-то слоености на лице, пирога, теплицы.;joint_m
Через полчаса все еще ощущается.;Впитывается довольно долго.;elaboration_r
В первое время лицо немного шелушится,;После нанесения этой сыворотки у меня всегда появлялось ощущение какой-то слоености на лице, пирога, теплицы.;joint_m
но это проходит буквально через пару недель использования.;В первое время лицо немного шелушится,;contrast_m
Я наносила сыворотку на ладони,;После нанесения этой сыворотки у меня всегда появлялось ощущение какой-то слоености на лице, пирога, теплицы.;joint_m
2-3 капли растирала в руках;Я наносила сыворотку на ладони,;sequence_m
и переносила на лицо.;Я наносила сыворотку на ладони,;sequence_m
Она словно скользит по поверхности кожи,;и переносила на лицо.;evaluation_r
хорошо распределяется.;Она словно скользит по поверхности кожи,;joint_m
Пользовалась 3 раза в неделю исключительно на ночь.;После нанесения этой сыворотки у меня всегда появлялось ощущение какой-то слоености на лице, пирога, теплицы.;joint_m
С таким расходом сыворотки хватило почти на 5 месяцев применения.;Пользовалась 3 раза в неделю исключительно на ночь.;elaboration_r
Что смогу сказать?;В качестве анти-эйдж средства я ее не поняла,;solutionhood_r
В качестве анти-эйдж средства я ее не поняла,;После нанесения этой сыворотки у меня всегда появлялось ощущение какой-то слоености на лице, пирога, теплицы.;evaluation_r
хотя признаю, что ждать какого-то сверхэффекта от ретиноида за такой срок нельзя.;В качестве анти-эйдж средства я ее не поняла,;concession_r
Зато она отлично зашла мне в качестве поддерживающей терапии после курса аптечных ретиноидов.;В качестве анти-эйдж средства я ее не поняла,;contrast_m
Она вполне себе сдерживает воспаления,;Зато она отлично зашла мне в качестве поддерживающей терапии после курса аптечных ретиноидов.;elaboration_r
не забивает поры,;Она вполне себе сдерживает воспаления,;joint_m
отлично работает с тоном кожи.;Она вполне себе сдерживает воспаления,;joint_m
Утром лицо отдохнувшее, хорошее.;Она вполне себе сдерживает воспаления,;evaluation_r
Допользовалась;В качестве анти-эйдж средства я ее не поняла,;joint_m
и больше не повторяла.;Допользовалась;joint_m
Желания нет только;Допользовалась;evaluation_r
из-за консистенции.;Желания нет только;cause_r
Не нравится.;Желания нет только;evaluation_r
900₽цена;Допользовалась;elaboration_r
6/10оценка;Допользовалась;evaluation_r
5 месяцев, 3р/в неделюиспользование;Допользовалась;elaboration_r
​Hyaluronic Acid 2% + B5 The Ordinary;Сыворотка с 3-мя видами гиалуронки в 2% концентрации и витамином В5.;preparation_r
Находится в бутылочке из матового стекла.;Сыворотка с 3-мя видами гиалуронки в 2% концентрации и витамином В5.;elaboration_r
Прозрачная,;Находится в бутылочке из матового стекла.;joint_m
не имеет ярко-выраженного запаха.;Прозрачная,;joint_m
Объем: 30 мл;Находится в бутылочке из матового стекла.;joint_m
Срок годности: 12 месяцев;Находится в бутылочке из матового стекла.;joint_m
Состав:;Находится в бутылочке из матового стекла.;joint_m
Пожалуй, эту сыворотку больше всего ругают.;Сыворотка с 3-мя видами гиалуронки в 2% концентрации и витамином В5.;evaluation_r
Есть за что.;Пожалуй, эту сыворотку больше всего ругают.;cause_r
У нее абсолютно топорная формула.;Есть за что.;cause_r
Гелевая, вязкая, липкая, оставляет пленку, стягивает.;У нее абсолютно топорная формула.;elaboration_r
Я долго не знала, как ее приспособить,;Сыворотка с 3-мя видами гиалуронки в 2% концентрации и витамином В5.;joint_m
но нашла следующее применение:;Я долго не знала, как ее приспособить,;contrast_m
беру 10 мл любого гидролата (роза, иссоп, лаванда, василек);но нашла следующее применение:;elaboration_r
и добавляю к нему целую пипетку этой гиалуроновой сыворотки,;беру 10 мл любого гидролата (роза, иссоп, лаванда, василек);sequence_m
перемешиваю;беру 10 мл любого гидролата (роза, иссоп, лаванда, василек);sequence_m
и бросаю туда тканевую маску-таблетку,;беру 10 мл любого гидролата (роза, иссоп, лаванда, василек);sequence_m
которая впитывает в себя жидкость;и бросаю туда тканевую маску-таблетку,;elaboration_r
и набухает.;и бросаю туда тканевую маску-таблетку,;joint_m
Наношу пропитавшуюся тканевую маску на лицо вместо тоника сразу после умывания.;беру 10 мл любого гидролата (роза, иссоп, лаванда, василек);sequence_m
Десяти минут достаточно.;Наношу пропитавшуюся тканевую маску на лицо вместо тоника сразу после умывания.;elaboration_r
Делаю это через день.;Наношу пропитавшуюся тканевую маску на лицо вместо тоника сразу после умывания.;elaboration_r
Кожа чувствует себя классно,;но нашла следующее применение:;evaluation_r
максимум увлажнения, максимум эффективности, никакого дискомфорта и неприятных ощущений,;Кожа чувствует себя классно,;cause_r
которые может вызывать эта сыворотка;максимум увлажнения, максимум эффективности, никакого дискомфорта и неприятных ощущений,;elaboration_r
при стандартном использовании.;которые может вызывать эта сыворотка;condition_r
При таком применении;даже добиваю вторую банку,;condition_r
даже добиваю вторую банку,;Кожа чувствует себя классно,;background_r
но больше повторять не буду, наверное));даже добиваю вторую банку,;contrast_m
500₽цена;даже добиваю вторую банку,;elaboration_r
7/10оценка;даже добиваю вторую банку,;evaluation_r
5 месяцев, 3р/в неделюиспользование;даже добиваю вторую банку,;elaboration_r
​Niacinamide 10% + Zinc 1% The Ordinary;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;preparation_r
Это восторг!;​Niacinamide 10% + Zinc 1% The Ordinary;evaluation_r
Как и для многих, для меня настоящим открытием марки стала сыворотка с ниацинамидом 10% и цинком 1%,;Это восторг!;elaboration_r
хотя на фоне новостей о закрытии я довольно быстро нашла ей лучшую замену и даже не одну.;Как и для многих, для меня настоящим открытием марки стала сыворотка с ниацинамидом 10% и цинком 1%,;concession_r
Заключена в матовое стекло.;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;joint_m
Есть удобная пипетка,;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;joint_m
которая хорошо набирает;Есть удобная пипетка,;elaboration_r
и выдает продукт.;которая хорошо набирает;joint_m
Объем: 30 мл;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;joint_m
Срок годности: 12 месяцев;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;joint_m
Состав:;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;joint_m
Сыворотка гелеобразная, прозрачно-мутноватая.;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;joint_m
Я практически не ощущаю ее аромат.;Сыворотка гелеобразная, прозрачно-мутноватая.;joint_m
Для меня это существенный плюс.;Я практически не ощущаю ее аромат.;evaluation_r
Распределяется хорошо,;Сыворотка гелеобразная, прозрачно-мутноватая.;joint_m
но я бы не назвала эту формулу комфортной.;Распределяется хорошо,;contrast_m
Она оставляет пленку на лице.;но я бы не назвала эту формулу комфортной.;elaboration_r
Я такое не люблю.;Она оставляет пленку на лице.;evaluation_r
Наношу 2-3 капли на ладони,;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;joint_m
растираю,;Наношу 2-3 капли на ладони,;sequence_m
переношу на лицо.;Наношу 2-3 капли на ладони,;sequence_m
Использую 3-4 раза в неделю по утрам.;Наношу 2-3 капли на ладони,;elaboration_r
Я из того «лагеря» девушек, на ком действие сыворотки проявилось практически в первую неделю.;На тот момент лицо не было идеальным;preparation_r
Первую банку я начала использовать еще при аптечных ретиноидах.;На тот момент лицо не было идеальным;cause_r
На тот момент лицо не было идеальным;С ней поры стали чище, лучше,;background_r
и сыворотка мне здорово помогла.;На тот момент лицо не было идеальным;joint_m
С ней поры стали чище, лучше,;Сыворотка содержит убойную дозу ниацинамида — 10% и 1% цинка.;evaluation_r
жирный блеск появлялся позже обычного.;С ней поры стали чище, лучше,;joint_m
Больше всего мне понравился эффект сыворотки в плане избавления от пост-акне.;С ней поры стали чище, лучше,;joint_m
Она отлично с ним справлялась;Больше всего мне понравился эффект сыворотки в плане избавления от пост-акне.;evaluation_r
